Gene	Resolved_Isoform
LOC409307	XP_026299446.1
LOC409308	XP_392826.1
LOC409310	XP_392828.3
LOC409311	XP_006571751.1
LOC409312	XP_392830.2
LOC409313	XP_003251737.1
LOC409314	NP_001161308.1
LOC409315	XP_026299089.1
LOC409316	XP_006560662.2
LOC409317	XP_006570024.1
LOC409318	XP_006563514.1
LOC409320	XP_392837.4
LOC409321	XP_006563525.1
LOC409322	XP_026302186.1
LOC409323	XP_006559059.1
LOC409324	XP_006557395.1
LOC409325	XP_026298339.1
LOC409326	XP_392843.1
LOC409327	XP_006558640.1
LOC409329	XP_392845.4
LOC409331	XP_006560273.1
LOC409332	XP_026299398.1
LOC409333	XP_016767828.1
LOC409334	XP_026296438.1
LOC409335	XP_026295658.1
LOC409336	XP_016768351.1
LOC409337	XP_016767419.1
LOC409340	XP_006568186.1
LOC409341	XP_392857.2
LOC409342	XP_016771069.1
LOC409346	XP_006560522.1
LOC409347	XP_392863.3
LOC409348	XP_006559026.1
LOC409350	XP_026297588.1
LOC409351	XP_006570058.1
LOC409353	XP_006569773.2
LOC409355	XP_016772335.1
LOC409357	XP_016769479.1
LOC409358	XP_392873.4
LOC409359	XP_392874.5
LOC409360	XP_016768788.1
LOC409361	XP_026299012.1
LOC409362	XP_392877.1
LOC409363	XP_016770523.2
LOC409364	XP_006565528.1
LOC409365	XP_392880.5
LOC409366	XP_026301547.1
LOC409367	XP_392882.2
LOC409368	XP_016768976.1
LOC409369	XP_392884.1
LOC409370	XP_003249515.1
LOC409371	XP_006559495.3
LOC409373	XP_006570412.2
LOC409377	XP_006563745.1
LOC409378	XP_392893.3
LOC409379	XP_392894.1
LOC409382	XP_006564281.1
LOC409383	XP_026300705.1
LOC409384	XP_392899.2
LOC409385	XP_006564448.1
LOC409386	XP_392901.2
LOC409387	XP_392902.1
LOC409388	XP_392903.1
LOC409389	NP_001128140.1
LOC409390	XP_392905.2
LOC409392	XP_006571588.1
LOC409393	XP_006566705.2
LOC409394	XP_026296193.1
LOC409395	XP_006564543.1
LOC409396	XP_026299714.1
LOC409397	XP_392912.1
LOC409401	XP_006570129.1
LOC409402	XP_026295190.1
LOC409403	XP_016769189.1
LOC409404	XP_003251152.1
LOC409405	XP_392920.1
LOC409406	XP_392921.1
LOC409408	XP_392923.5
LOC409409	XP_006567468.1
LOC409410	XP_392925.3
LOC409411	XP_006557271.1
LOC409414	XP_026296867.1
LOC409417	XP_392932.3
LOC409420	XP_623232.1
LOC409422	XP_026295331.1
LOC409423	XP_392937.2
LOC409424	XP_006557790.1
LOC409425	XP_026297227.1
LOC409427	XP_006562918.1
LOC409429	XP_016771852.2
LOC409430	XP_392943.3
LOC409433	XP_026298541.1
LOC409435	XP_006563898.1
LOC409438	XP_392951.3
LOC409439	XP_026300271.1
LOC409440	XP_392953.3
LOC409441	XP_392954.1
LOC409442	XP_006572325.1
LOC409443	XP_026295668.1
LOC409444	XP_016767690.1
LOC409447	XP_026301194.1
LOC409448	XP_026296964.1
LOC409450	XP_392962.1
LOC409451	XP_003250408.1
LOC409452	XP_016768039.1
LOC409454	XP_006563839.1
LOC409455	XP_006563842.1
LOC409456	XP_006564269.1
LOC409457	XP_392968.2
LOC409459	XP_016768218.1
LOC409460	XP_026299081.1
LOC409462	XP_392973.4
LOC409463	XP_026298254.1
LOC409465	XP_026298733.1
LOC409467	XP_006572211.1
LOC409468	XP_006562827.2
LOC409470	XP_006562458.1
LOC409472	XP_006562949.1
LOC409473	XP_392983.1
LOC409474	XP_026299738.1
LOC409475	XP_624301.1
LOC409476	XP_006566661.1
LOC409479	XP_006558672.1
LOC409481	XP_392990.2
LOC409483	XP_026300248.1
LOC409485	XP_392993.2
LOC409486	XP_026298950.1
LOC409487	XP_392994.4
LOC409488	XP_006567210.2
LOC409489	XP_392996.1
LOC409491	XP_392998.5
LOC409492	XP_006572041.1
LOC409493	XP_393000.3
LOC409494	XP_393002.3
LOC409495	XP_623287.2
LOC409497	XP_006562919.1
LOC409498	XP_006559789.1
LOC409499	XP_393006.1
LOC409500	XP_393007.1
LOC409501	XP_016772010.2
LOC409502	XP_026301086.1
LOC409505	XP_393012.2
LOC409508	XP_006558339.1
LOC409510	XP_006567757.1
LOC409511	XP_393018.4
LOC409512	XP_016770571.1
LOC409513	XP_393020.2
LOC409514	XP_393021.4
LOC409515	XP_393022.3
LOC409517	XP_006562600.2
LOC409518	XP_016770585.1
LOC409520	XP_393026.2
LOC409521	XP_393027.2
LOC409522	XP_026298907.1
LOC409523	XP_393029.2
LOC409525	XP_006562562.1
LOC409527	XP_393033.4
LOC409528	XP_393034.1
LOC409529	XP_393035.1
LOC409530	XP_026294761.1
LOC409531	XP_393037.2
LOC409532	XP_006564505.1
LOC409533	XP_006569793.2
LOC409534	XP_016770414.2
LOC409536	XP_026297256.1
LOC409538	XP_393044.4
LOC409539	XP_026300293.1
LOC409540	XP_006568315.2
LOC409543	XP_393050.2
LOC409544	XP_393051.1
LOC409546	XP_016772663.1
LOC409547	XP_006561137.1
LOC409548	XP_393055.5
LOC409549	XP_006564913.1
LOC409550	XP_006563758.1
LOC409552	XP_623303.1
LOC409553	XP_393060.4
LOC409554	XP_026300045.1
LOC409556	XP_393064.5
LOC409557	XP_393065.4
LOC409558	XP_016768751.1
LOC409559	XP_006567209.1
LOC409560	XP_026296194.1
LOC409563	XP_397572.4
LOC409564	XP_393070.4
LOC409565	XP_393071.3
LOC409566	XP_393072.2
LOC409569	XP_397573.4
LOC409571	XP_393076.1
LOC409572	XP_026301527.1
LOC409573	XP_006558328.1
LOC409574	XP_026299809.1
LOC409576	XP_393080.4
LOC409577	XP_623371.1
LOC409578	XP_006560280.1
LOC409579	XP_026299933.1
LOC409581	XP_393085.2
LOC409584	XP_393087.2
LOC409586	XP_393089.1
LOC409588	XP_016767498.1
LOC409589	XP_006571960.1
LOC409590	XP_003249456.1
LOC409593	XP_393096.3
LOC409594	XP_393097.4
LOC409595	XP_006566830.1
LOC409596	XP_026295976.1
LOC409598	XP_016767363.2
LOC409599	XP_006561729.1
LOC409600	XP_393103.2
LOC409602	XP_393105.4
LOC409603	XP_393106.4
LOC409604	XP_026301647.1
LOC409606	XP_006568164.1
LOC409607	XP_393110.1
LOC409608	XP_026302031.1
LOC409609	XP_393112.2
LOC409610	XP_393113.3
LOC409611	XP_006563678.1
LOC409613	XP_006563700.1
LOC409614	XP_393116.2
LOC409616	XP_026298333.1
LOC409617	XP_003250419.1
LOC409619	XP_026297457.1
LOC409620	XP_026295005.1
LOC409622	XP_393124.4
LOC409624	XP_026297767.1
LOC409626	XP_393127.4
LOC409628	XP_006559728.2
LOC409631	XP_026297967.1
LOC409633	XP_006561486.1
LOC409634	XP_006566734.2
LOC409636	XP_006566737.2
LOC409637	XP_393135.2
LOC409638	XP_016772517.1
LOC409639	XP_393137.3
LOC409640	XP_006560541.1
LOC409642	XP_006563984.1
LOC409643	XP_393141.2
LOC409645	XP_393143.2
LOC409646	XP_016770148.1
LOC409647	XP_393145.3
LOC409648	XP_393146.1
LOC409649	XP_016770062.1
LOC409650	XP_393148.4
LOC409653	XP_393151.1
LOC409655	XP_016772462.1
LOC409658	XP_393156.5
LOC409659	XP_006567174.2
LOC409662	XP_393160.1
LOC409663	XP_393161.3
LOC409664	XP_393162.3
LOC409665	XP_026301401.1
LOC409666	XP_006563475.1
LOC409667	XP_393165.3
LOC409668	XP_393166.2
LOC409670	XP_006561279.1
LOC409671	XP_026299146.1
LOC409672	XP_006565607.1
LOC409673	XP_026299077.1
LOC409674	XP_393172.2
LOC409675	XP_393173.2
LOC409676	XP_393174.1
LOC409678	XP_026296645.1
LOC409680	XP_003250302.2
LOC409681	XP_393179.1
LOC409682	XP_006563718.1
LOC409686	XP_026296342.1
LOC409688	XP_006557795.1
LOC409689	XP_393186.1
LOC409690	XP_006570895.1
LOC409691	XP_393189.1
LOC409692	XP_026298013.1
LOC409693	XP_393191.2
LOC409695	XP_026299539.1
LOC409696	XP_393194.2
LOC409697	NP_001229316.1
LOC409698	XP_393196.4
LOC409699	NP_001229394.1
LOC409701	XP_006568554.1
LOC409702	XP_026300923.1
LOC409703	XP_393201.6
LOC409704	XP_393202.4
LOC409706	XP_393204.1
LOC409707	XP_393205.4
LOC409708	XP_006570610.1
LOC409709	XP_393208.1
LOC409711	XP_016771833.2
LOC409712	XP_393211.4
LOC409713	XP_016772165.1
LOC409714	XP_016771368.2
LOC409715	XP_016771426.1
LOC409717	XP_006570165.2
LOC409718	XP_006570154.1
LOC409721	XP_393219.2
LOC409722	XP_026298203.1
LOC409723	XP_006560497.1
LOC409724	XP_016767899.1
LOC409725	XP_393223.1
LOC409726	XP_393224.2
LOC409727	XP_026296400.1
LOC409728	XP_006570300.1
LOC409729	XP_016767587.2
LOC409733	XP_006569657.1
LOC409734	XP_006569661.1
LOC409735	XP_026299760.1
LOC409736	XP_006568114.1
LOC409739	XP_393236.2
LOC409740	XP_393237.4
LOC409741	XP_026298832.1
LOC409743	XP_016769916.1
LOC409748	XP_026300108.1
LOC409749	XP_393244.1
LOC409751	XP_016773443.1
LOC409752	XP_006565027.1
LOC409753	XP_026301028.1
LOC409755	XP_393249.2
LOC409756	XP_006568643.1
LOC409757	XP_006568649.1
LOC409759	XP_026299383.1
LOC409762	XP_623244.1
LOC409764	XP_006570451.1
LOC409765	XP_393258.3
LOC409766	XP_016770215.2
LOC409767	XP_623397.2
LOC409768	XP_006560227.1
LOC409769	XP_393262.1
LOC409770	XP_006563923.1
LOC409771	XP_393264.2
LOC409773	XP_393266.1
LOC409774	XP_393267.5
LOC409776	XP_393269.5
LOC409777	XP_026301575.1
LOC409778	XP_016771023.1
LOC409780	XP_026294975.1
LOC409781	XP_006561133.1
LOC409782	XP_006561126.1
LOC409783	XP_006562343.1
LOC409784	XP_026299756.1
LOC409786	XP_026297174.1
LOC409787	XP_026297201.1
LOC409788	XP_006567243.1
LOC409789	XP_016767229.1
LOC409790	XP_006567509.1
LOC409791	XP_393285.1
LOC409792	XP_026302002.1
LOC409793	XP_393287.2
LOC409794	XP_016767194.1
LOC409795	XP_006566835.1
LOC409796	XP_397589.3
LOC409799	XP_393291.2
LOC409801	XP_393293.2
LOC409802	XP_393294.2
LOC409804	XP_623273.1
LOC409805	XP_006561705.1
LOC409806	XP_006559224.1
LOC409807	XP_026301801.1
LOC409809	XP_393300.2
LOC409810	XP_393301.3
LOC409814	XP_026298047.1
LOC409816	XP_393307.3
LOC409818	XP_026296730.1
LOC409819	XP_393310.1
LOC409820	XP_006568815.1
LOC409821	XP_026294689.1
LOC409822	XP_393312.1
LOC409825	XP_393315.2
LOC409826	XP_026300568.1
LOC409827	XP_006559397.2
LOC409829	XP_393319.2
LOC409831	XP_026299984.1
LOC409832	XP_393322.1
LOC409833	XP_393324.2
LOC409835	XP_393326.4
LOC409836	XP_006559563.1
LOC409838	XP_016770424.1
LOC409839	XP_393330.3
LOC409841	XP_393332.1
LOC409842	XP_006559119.1
LOC409843	XP_016768921.1
LOC409845	XP_026300428.1
LOC409846	XP_393336.2
LOC409847	XP_016769891.1
LOC409849	XP_006560183.1
LOC409851	XP_026297451.1
LOC409852	XP_393342.3
LOC409854	XP_006557751.1
LOC409856	XP_016766840.1
LOC409857	XP_393347.3
LOC409859	XP_393349.3
LOC409860	XP_393350.4
LOC409861	XP_393351.4
LOC409862	XP_393352.2
LOC409863	XP_393353.2
LOC409865	XP_006561001.1
LOC409866	XP_393356.1
LOC409867	XP_393357.1
LOC409869	XP_026299048.1
LOC409870	XP_006570364.1
LOC409871	XP_006565976.1
LOC409872	XP_016766934.1
LOC409876	XP_393365.3
LOC409877	XP_006566702.1
LOC409880	XP_393370.4
LOC409881	XP_006558384.1
LOC409882	XP_016767662.1
LOC409883	XP_393373.3
LOC409884	XP_393374.3
LOC409886	XP_006571655.2
LOC409887	XP_393377.4
LOC409888	XP_016766848.1
LOC409890	XP_393381.2
LOC409891	XP_006561402.1
LOC409892	XP_006559333.1
LOC409893	XP_006564017.1
LOC409894	XP_393385.3
LOC409897	XP_026297225.1
LOC409898	XP_026297224.1
LOC409899	XP_016768163.1
LOC409900	XP_393391.1
LOC409902	XP_026301010.1
LOC409903	XP_026299079.1
LOC409904	XP_006570379.2
LOC409905	XP_393396.2
LOC409906	XP_393397.5
LOC409908	XP_026296970.1
LOC409909	XP_006570789.1
LOC409910	XP_016766881.1
LOC409911	XP_623282.2
LOC409912	XP_393403.3
LOC409913	XP_393404.2
LOC409915	XP_393406.4
LOC409918	XP_393409.2
LOC409919	XP_006566624.1
LOC409920	XP_393411.1
LOC409921	XP_026298991.1
LOC409922	XP_006571769.1
LOC409923	XP_026297862.1
LOC409924	XP_006568168.1
LOC409925	XP_393416.2
LOC409926	XP_393417.3
LOC409927	XP_393418.3
LOC409928	XP_026297343.1
LOC409930	XP_393421.1
LOC409931	XP_393422.3
LOC409932	XP_006568545.1
LOC409933	XP_026297709.1
LOC409934	XP_393426.1
LOC409936	XP_026294857.1
LOC409937	XP_016771863.2
LOC409941	XP_003250899.1
LOC409942	XP_006566813.1
LOC409945	XP_393437.3
LOC409946	XP_393438.2
LOC409949	XP_006569379.1
LOC409950	XP_006558164.2
LOC409951	XP_393443.1
LOC409952	XP_016772410.1
LOC409953	XP_006557777.1
LOC409954	XP_003249289.2
LOC409955	XP_393446.1
LOC409956	XP_393447.2
LOC409957	XP_393448.2
LOC409959	XP_393450.3
LOC409961	XP_006560478.1
LOC409962	XP_393452.4
LOC409963	XP_393453.3
LOC409965	XP_006564024.2
LOC409966	XP_016770203.1
LOC409968	XP_006563951.2
LOC409969	XP_006559529.1
LOC409970	XP_006571068.1
LOC409972	XP_006570736.1
LOC409976	XP_393466.2
LOC409977	XP_393467.3
LOC409978	XP_393468.2
LOC409979	XP_393469.2
LOC409981	XP_026295816.1
LOC409983	XP_016767281.2
LOC409984	XP_393473.1
LOC409985	XP_393474.5
LOC409986	XP_016768321.2
LOC409990	XP_003250340.3
LOC409991	XP_393479.3
LOC409992	XP_393480.5
LOC409993	XP_393481.2
LOC409994	XP_006563826.1
LOC409995	XP_393483.2
LOC409999	XP_393487.3
LOC410000	XP_393488.4
LOC410001	XP_016769844.2
LOC410003	XP_006564736.1
LOC410004	XP_006564735.1
LOC410005	XP_393493.3
LOC410006	XP_006560886.2
LOC410007	XP_393495.3
LOC410009	XP_026296653.1
LOC410012	XP_006567474.1
LOC410013	XP_393500.1
LOC410015	XP_393502.3
LOC410017	XP_006559627.1
LOC410018	XP_006559634.1
LOC410019	XP_006567020.2
LOC410021	XP_016768930.1
LOC410022	XP_393509.2
LOC410023	XP_393510.1
LOC410026	XP_003251449.1
LOC410027	XP_003250379.1
LOC410030	XP_393516.3
LOC410031	XP_006565417.2
LOC410033	XP_026296490.1
LOC410034	XP_026301130.1
LOC410035	XP_006570093.1
LOC410037	XP_026298079.1
LOC410038	XP_393523.5
LOC410039	XP_393524.3
LOC410040	XP_026301224.1
LOC410041	XP_026297487.1
LOC410042	XP_393528.3
LOC410043	XP_393529.3
LOC410044	XP_006560922.2
LOC410045	XP_006560926.2
LOC410050	XP_393536.2
LOC410054	XP_016768217.1
LOC410055	XP_006570971.2
LOC410056	XP_006567938.1
LOC410057	XP_026302106.1
LOC410058	XP_006558909.1
LOC410059	XP_393545.2
LOC410060	XP_026299311.1
LOC410061	XP_006568675.1
LOC410062	XP_393549.3
LOC410063	XP_006561817.2
LOC410067	XP_393553.4
LOC410070	XP_026295307.1
LOC410071	XP_393558.1
LOC410072	XP_006569316.1
LOC410073	XP_393560.4
LOC410076	XP_393563.1
LOC410078	XP_026300559.1
LOC410079	XP_006568532.1
LOC410080	XP_393567.3
LOC410083	XP_026296414.1
LOC410084	XP_003249710.1
LOC410085	XP_006559501.1
LOC410087	XP_026294937.1
LOC410091	XP_026295252.1
LOC410092	XP_006560558.2
LOC410093	XP_006560547.1
LOC410094	XP_006568010.1
LOC410095	XP_006570292.1
LOC410096	XP_006570291.1
LOC410097	XP_026296542.1
LOC410098	XP_393586.1
LOC410099	XP_006568085.2
LOC410100	XP_393588.2
LOC410101	XP_006569842.1
LOC410102	XP_393590.2
LOC410103	XP_003249325.1
LOC410105	XP_006558939.1
LOC410106	XP_393593.4
LOC410107	XP_393594.3
LOC410108	XP_016770728.1
LOC410109	XP_006564268.2
LOC410114	XP_016766931.2
LOC410115	XP_393599.2
LOC410116	XP_393600.2
LOC410117	XP_026295513.1
LOC410118	XP_393602.4
LOC410119	XP_026297471.1
LOC410120	XP_393603.1
LOC410121	XP_393604.4
LOC410122	XP_393605.1
LOC410127	XP_016766183.1
LOC410128	XP_003249561.2
LOC410129	XP_393612.2
LOC410130	XP_003251320.1
LOC410132	XP_393615.3
LOC410133	XP_393616.4
LOC410134	XP_006571898.1
LOC410136	XP_393619.4
LOC410140	XP_006560896.3
LOC410142	XP_026298128.1
LOC410144	XP_393627.4
LOC410148	XP_393631.3
LOC410149	XP_393632.2
LOC410151	XP_393635.1
LOC410154	XP_006566696.1
LOC410155	XP_016770011.2
LOC410157	XP_026299047.1
LOC410158	XP_006562129.1
LOC410159	XP_026297299.1
LOC410161	XP_016772702.2
LOC410162	XP_006568413.1
LOC410165	XP_006564832.1
LOC410166	XP_016770991.2
LOC410167	XP_393651.3
LOC410169	XP_006558913.1
LOC410170	XP_026298971.1
LOC410171	XP_026299241.1
LOC410172	XP_016769851.1
LOC410174	XP_006557620.1
LOC410175	XP_006569721.1
LOC410177	XP_006569738.2
LOC410178	XP_006569214.1
LOC410179	XP_006569219.1
LOC410183	XP_006569230.2
LOC410184	XP_393667.1
LOC410187	XP_393670.5
LOC410188	XP_393671.2
LOC410189	XP_016769867.1
LOC410190	XP_393673.3
LOC410191	XP_026299220.1
LOC410194	XP_393677.3
LOC410195	XP_393678.2
LOC410198	XP_006566135.1
LOC410200	XP_393683.4
LOC410201	XP_393684.4
LOC410202	XP_393685.3
LOC410204	XP_026299018.1
LOC410205	XP_393688.2
LOC410206	XP_006566102.1
LOC410207	XP_016769758.1
LOC410208	XP_006566091.1
LOC410211	XP_016769737.1
LOC410216	XP_393699.3
LOC410217	XP_393700.2
LOC410218	XP_393701.1
LOC410219	XP_393702.4
LOC410222	XP_006564538.1
LOC410223	XP_393706.3
LOC410225	XP_006562891.1
LOC410226	XP_006562898.1
LOC410227	XP_006562896.1
LOC410228	XP_393711.3
LOC410229	XP_393712.2
LOC410231	XP_393713.3
LOC410233	XP_006562851.2
LOC410234	XP_016769861.1
LOC410235	XP_016769909.1
LOC410236	XP_016769986.1
LOC410237	XP_026299212.1
LOC410238	XP_393720.4
LOC410239	XP_006562904.1
LOC410241	XP_393723.2
LOC410244	XP_393726.2
LOC410245	XP_393727.2
LOC410246	XP_393728.4
LOC410253	XP_006566549.1
LOC410254	XP_393736.3
LOC410255	XP_393737.2
LOC410256	XP_006566575.1
LOC410257	XP_016770469.1
LOC410258	XP_003250866.2
LOC410259	XP_006566599.1
LOC410261	XP_026299371.1
LOC410262	XP_393743.4
LOC410263	XP_016770706.1
LOC410264	XP_016770478.1
LOC410266	XP_026299729.1
LOC410269	XP_393750.5
LOC410270	XP_393751.2
LOC410271	XP_006570499.1
LOC410272	XP_006570492.2
LOC410273	XP_393754.2
LOC410274	XP_016770661.2
LOC410278	XP_016770199.1
LOC410280	XP_393761.1
LOC410282	XP_026299512.1
LOC410283	XP_393764.2
LOC410286	XP_026299519.1
LOC410288	XP_393769.3
LOC410289	XP_006557483.1
LOC410290	XP_006557486.2
LOC410291	XP_393772.4
LOC410293	XP_006557484.1
LOC410294	XP_006558850.1
LOC410295	XP_393776.5
LOC410296	XP_393777.2
LOC410297	XP_393778.2
LOC410298	XP_393779.1
LOC410299	XP_006558995.1
LOC410301	XP_026299698.1
LOC410304	XP_006562478.2
LOC410305	XP_026299658.1
LOC410306	XP_006564418.1
LOC410307	XP_016770712.2
LOC410308	XP_393789.2
LOC410315	XP_393796.4
LOC410316	XP_026299473.1
LOC410317	XP_006566375.1
LOC410318	XP_026299474.1
LOC410319	XP_393800.5
LOC410320	XP_026299407.1
LOC410322	XP_026299409.1
LOC410323	XP_026299631.1
LOC410324	XP_006566403.2
LOC410325	XP_393806.2
LOC410326	XP_006566414.1
LOC410328	XP_393809.4
LOC410330	XP_006566416.1
LOC410331	NP_001264228.1
LOC410332	XP_393813.5
LOC410334	XP_393815.4
LOC410336	XP_006566443.1
LOC410337	NP_001119715.2
LOC410338	XP_393819.4
LOC410339	XP_393820.4
LOC410340	XP_393821.3
LOC410341	XP_006566464.1
LOC410343	XP_393823.1
LOC410344	XP_016770251.2
LOC410345	XP_006566465.1
LOC410347	XP_393827.2
LOC410348	XP_393828.2
LOC410349	XP_393829.3
LOC410350	XP_393830.3
LOC410351	XP_006566475.1
LOC410352	XP_006566517.1
LOC410353	XP_016770951.1
LOC410354	XP_393834.2
LOC410355	XP_393835.1
LOC410357	XP_393837.4
LOC410361	XP_026300234.1
LOC410362	XP_016771021.1
LOC410363	XP_016771029.2
LOC410365	XP_006562317.1
LOC410368	XP_006562323.1
LOC410369	XP_026299952.1
LOC410370	XP_393850.2
LOC410371	XP_016770982.1
LOC410373	XP_393853.1
LOC410375	XP_006557536.1
LOC410376	XP_393856.2
LOC410379	XP_006566923.2
LOC410380	XP_393860.4
LOC410381	XP_393861.2
LOC410383	XP_393863.3
LOC410385	XP_393865.2
LOC410386	XP_006567026.2
LOC410387	XP_393867.2
LOC410388	XP_393868.4
LOC410390	XP_393870.2
LOC410393	XP_026300263.1
LOC410394	XP_393874.3
LOC410395	XP_393875.1
LOC410396	XP_393876.1
LOC410398	XP_026299958.1
LOC410399	XP_026300584.1
LOC410402	XP_006557877.1
LOC410403	XP_393883.3
LOC410405	XP_393885.1
LOC410406	XP_393886.3
LOC410408	XP_026300484.1
LOC410410	XP_393890.1
LOC410413	XP_026300576.1
LOC410414	XP_393894.1
LOC410415	XP_006558581.1
LOC410416	XP_026300490.1
LOC410417	XP_006558601.1
LOC410420	XP_393900.2
LOC410422	XP_393902.1
LOC410423	XP_026300541.1
LOC410424	XP_006558542.1
LOC410427	XP_026300477.1
LOC410428	XP_026300480.1
LOC410429	XP_393909.2
LOC410432	XP_393912.3
LOC410434	XP_393914.1
LOC410438	XP_006560472.1
LOC410439	XP_006560477.1
LOC410441	XP_393921.4
LOC410442	XP_006560468.1
LOC410446	XP_393926.4
LOC410447	XP_006560452.1
LOC410448	XP_016771257.2
LOC410449	XP_006560455.1
LOC410451	NP_001152775.1
LOC410452	XP_006560438.1
LOC410454	XP_006560437.1
LOC410456	XP_006560391.1
LOC410459	XP_393939.3
LOC410462	XP_006560383.2
LOC410463	XP_393943.5
LOC410464	XP_393944.1
LOC410465	XP_026300595.1
LOC410467	XP_006564112.2
LOC410468	XP_393948.3
LOC410469	XP_393949.2
LOC410470	XP_006565129.1
LOC410475	XP_006558836.3
LOC410479	XP_026300722.1
LOC410480	XP_006560240.1
LOC410482	XP_393961.3
LOC410483	XP_393962.3
LOC410484	XP_393963.3
LOC410485	XP_393964.2
LOC410486	XP_016771803.1
LOC410487	XP_393966.1
LOC410489	XP_006562356.1
LOC410492	XP_006562364.1
LOC410493	XP_026300747.1
LOC410494	XP_393973.2
LOC410495	XP_026300894.1
LOC410497	XP_393976.2
LOC410498	XP_016771769.1
LOC410499	XP_006563032.1
LOC410501	XP_026300937.1
LOC410502	XP_026300936.1
LOC410505	XP_393984.2
LOC410506	XP_393985.4
LOC410507	XP_393986.1
LOC410509	XP_026300678.1
LOC410510	XP_393989.4
LOC410511	XP_006563004.2
LOC410512	XP_016771572.1
LOC410514	XP_016771566.1
LOC410515	XP_006563003.1
LOC410516	XP_393995.1
LOC410517	XP_393996.6
LOC410518	XP_393997.1
LOC410520	XP_393999.3
LOC410521	XP_394000.4
LOC410525	XP_394004.2
LOC410526	XP_394005.3
LOC410527	XP_006564975.1
LOC410530	XP_006564964.1
LOC410532	XP_006564948.2
LOC410533	XP_006564955.1
LOC410534	XP_394013.5
LOC410535	XP_016771846.1
LOC410537	XP_006564924.1
LOC410538	XP_006564928.1
LOC410539	XP_394018.2
LOC410541	XP_394020.3
LOC410542	XP_394021.2
LOC410545	XP_016771692.2
LOC410546	XP_394025.4
LOC410547	XP_394026.2
LOC410549	XP_006565836.1
LOC410550	XP_394029.5
LOC410553	XP_026300980.1
LOC410554	XP_394033.1
LOC410555	XP_394034.5
LOC410556	XP_394035.3
LOC410557	XP_006565801.1
LOC410558	XP_006565795.1
LOC410559	XP_026300739.1
LOC410561	XP_394040.3
LOC410562	XP_394041.4
LOC410563	XP_026300852.1
LOC410565	XP_394044.2
LOC410566	XP_394045.4
LOC410567	XP_394046.1
LOC410570	XP_016771782.1
LOC410571	XP_394050.5
LOC410573	XP_006563754.1
LOC410575	XP_006563748.1
LOC410577	XP_394055.2
LOC410578	XP_026301438.1
LOC410580	XP_003250305.2
LOC410581	XP_016772169.1
LOC410582	XP_016772012.1
LOC410583	XP_394061.2
LOC410585	XP_006563612.1
LOC410589	XP_026301343.1
LOC410591	XP_394069.4
LOC410595	XP_026301349.1
LOC410597	XP_394075.2
LOC410600	XP_016772000.2
LOC410601	XP_026301414.1
LOC410602	XP_394080.3
LOC410603	XP_016772002.2
LOC410604	XP_016772229.1
LOC410606	XP_394084.6
LOC410607	XP_006563526.1
LOC410609	XP_026301182.1
LOC410610	XP_394088.3
LOC410612	XP_394090.1
LOC410613	XP_006563491.1
LOC410614	XP_394092.3
LOC410616	XP_394094.2
LOC410617	XP_016772224.1
LOC410618	XP_006563429.1
LOC410620	NP_001153544.1
LOC410621	XP_394098.5
LOC410622	XP_394099.4
LOC410623	XP_006561076.2
LOC410624	XP_006561075.2
LOC410626	XP_016772038.1
LOC410627	XP_006561071.2
LOC410630	XP_006560707.1
LOC410632	XP_394109.3
LOC410633	XP_026301195.1
LOC410635	XP_003249587.1
LOC410636	XP_006557994.1
LOC410637	XP_016772497.2
LOC410638	XP_394115.2
LOC410639	XP_006563197.1
LOC410642	XP_006559430.1
LOC410643	XP_016772643.1
LOC410648	XP_026301694.1
LOC410649	XP_026301582.1
LOC410654	XP_006562433.1
LOC410655	XP_026301504.1
LOC410657	XP_006563221.1
LOC410658	XP_026301641.1
LOC410659	XP_016772512.1
LOC410662	XP_026301926.1
LOC410663	XP_394140.4
LOC410664	XP_006557451.1
LOC410665	XP_394142.4
LOC410669	XP_394146.4
LOC410671	XP_006571430.2
LOC410672	XP_006571436.1
LOC410673	XP_394150.4
LOC410674	XP_003251730.2
LOC410675	XP_394152.2
LOC410676	XP_394153.1
LOC410678	XP_394155.4
LOC410683	XP_394160.3
