#CREATED MARCH 2020, LAUREN MEE, UNIVERSITY OF LIVERPOOL
#TABLE OF GENES, CORRESPONDING TRANSRIPTS (VARIANT-RESOLVED) AND PRODUCT DESCRIPTION FROM APIS MELLIFERA (AmelHAv3.1, GCF_003254395.2)
GeneID	TranscriptID	Gene_Desc
LOC726550	XM_001122278.4	 CCAAT/enhancer-binding protein gamma 
LOC726560	XM_001122287.5	 putative inorganic phosphate cotransporter 
LOC726564	XM_001122291.5	 uncharacterized LOC726564 
LOC726571	XM_001122299.4	 venom acid phosphatase Acph-1 
LOC726578	XM_001122304.5	 putative inorganic phosphate cotransporter 
LOC726579	XM_001122306.5	 cleft lip and palate transmembrane protein 1-like protein 
LOC726582	XM_001122309.5	 prominin-like protein 
LOC726589	XM_001122316.5	 dentin matrix acidic phosphoprotein 1 
LOC726594	XM_001122321.5	 class E basic helix-loop-helix protein 23 
LOC726595	XM_001122322.5	 exocyst complex component 2 
LOC726601	XM_001122328.5	 transferrin 
LOC726605	XM_001122332.5	 sentrin-specific protease 8 
LOC726611	XM_001122336.5	 uncharacterized LOC726611 
LOC726613	XM_001122338.5	 coiled-coil domain-containing protein 113 
LOC726616	XM_001122341.5	 uncharacterized LOC726616 
LOC726619	XM_001122344.5	 chromatin accessibility complex protein 1 
LOC726631	XM_001122354.5	 F-box/WD repeat-containing protein 4 
LOC726637	XM_001122360.5	 ubiquitin-like modifier-activating enzyme atg7 
LOC726639	XM_001122362.4	 oxidized low-density lipoprotein receptor 1 
LOC726643	XM_001122365.5	 formin-like protein 14 
LOC726648	XM_001122369.5	 fas apoptotic inhibitory molecule 1 
LOC726653	XM_001122374.5	 mitochondrial import inner membrane translocase subunit TIM14 
LOC726656	XM_001122377.5	 calcium-independent phospholipase A2-gamma 
LOC726658	XM_001122379.5	 uncharacterized LOC726658 
LOC726664	XM_001122385.5	 alpha-tubulin N-acetyltransferase 
LOC726666	XM_001122387.5	 mediator of RNA polymerase II transcription subunit 28 
LOC726668	XM_001122389.5	 PDZ and LIM domain protein 3 
LOC726669	XM_001122391.5	 uncharacterized LOC726669 
LOC726677	XM_001122399.5	 protein singles bar 
LOC726679	XM_001122401.5	 protein FAM98B 
LOC726682	XM_001122405.5	 A-kinase anchor protein 10, mitochondrial 
LOC726694	XM_001122415.5	 uncharacterized LOC726694 
LOC726696	XM_001122418.5	 uncharacterized LOC726696 
LOC726699	XM_001122422.5	 uncharacterized LOC726699 
LOC726711	XM_001122434.5	 ribonuclease H2 subunit C 
LOC726718	XM_001122441.5	 rhomboid-related protein 4 
LOC726723	XM_001122444.5	 neogenin 
LOC726724	XM_001122445.5	 transient receptor potential channel pyrexia 
LOC726729	XM_001122450.5	 helix-loop-helix protein 11 
LOC726731	XM_001122452.5	 probable 28S ribosomal protein S26, mitochondrial 
LOC726733	XM_001122454.4	 cysteine-rich protein 1 
LOC726736	XM_001122457.5	 laminin subunit beta-1 
LOC726737	XM_001122458.5	 venom acid phosphatase Acph-1 
LOC726742	XM_001122463.5	 chromosome transmission fidelity protein 18 homolog 
LOC726745	XM_001122465.5	 histone RNA hairpin-binding protein 
LOC726746	XM_001122466.4	 HIG1 domain family member 2A, mitochondrial 
LOC726747	XM_001122467.5	 cytochrome b-c1 complex subunit 8 
LOC726750	XM_001122470.5	 fibroin heavy chain 
LOC726754	XM_001122474.5	 kynurenine formamidase 
LOC726756	XM_001122476.5	 craniofacial development protein 1 
LOC726757	XM_001122477.5	 replication protein A 14 kDa subunit 
LOC726762	XM_001122483.5	 facilitated trehalose transporter Tret1 
LOC726782	XM_001122504.5	 PEST proteolytic signal-containing nuclear protein 
LOC726783	XM_001122505.5	 vitellogenin 
LOC726784	XM_001122506.5	 sphingosine-1-phosphate phosphatase 1 
LOC726788	XM_001122509.5	 protein TSSC4 
LOC726789	XM_001122510.5	 40S ribosomal protein S26 
LOC726790	XM_001122511.5	 uncharacterized LOC726790 
LOC726791	XM_001122512.4	 intraflagellar transport protein 140 homolog 
LOC726793	XM_001122514.5	 uncharacterized LOC726793 
LOC726798	XM_001122519.5	 sn1-specific diacylglycerol lipase beta 
LOC726801	XM_001122522.4	 peroxisomal N(1)-acetyl-spermine/spermidine oxidase 
LOC726802	XM_001122523.5	 protein aveugle 
LOC726811	XM_001122532.5	 protein-lysine N-methyltransferase EEF2KMT 
LOC726812	XM_001122533.5	 RNA polymerase I-specific transcription initiation factor RRN3 
LOC726815	XM_001122536.4	 uncharacterized protein At4g17910 
LOC726827	XM_001122546.5	 coiled-coil domain-containing protein 170 
LOC726833	XM_001122551.5	 TOM1-like protein 2 
LOC726838	XM_001122556.5	 probable malate dehydrogenase, mitochondrial 
LOC726840	XM_001122558.5	 BET1 homolog 
LOC726855	XM_001122571.5	 vegetative cell wall protein gp1 
LOC726857	XM_001122573.5	 MORN repeat-containing protein 3 
LOC726859	XM_001122575.4	 farnesyl pyrophosphate synthase-like 
LOC726867	XM_001122583.5	 ATP-binding cassette sub-family B member 6, mitochondrial 
LOC726869	XM_001122585.5	 transmembrane protein 209 
LOC726870	XM_001122586.5	 zinc finger CCHC domain-containing protein 8 homolog 
LOC726895	XM_001122611.5	 uncharacterized protein C1orf112 homolog 
LOC726896	XM_001122612.5	 zinc finger and BTB domain-containing protein 47 
LOC726898	XM_001122615.5	 carbonic anhydrase 3 
LOC726899	XM_001122616.5	 death-associated inhibitor of apoptosis 1 
LOC726900	XM_001122617.4	 proteasome assembly chaperone 2 
LOC726903	XM_001122620.5	 uncharacterized LOC726903 
LOC726906	XM_001122623.5	 uncharacterized LOC726906 
LOC726915	XM_001122632.4	 leucine-rich repeat and death domain-containing protein 1 
LOC726923	XM_001122640.5	 DNA polymerase epsilon subunit 3 
LOC726924	XM_001122641.5	 synapse-associated protein 1 
LOC726934	XM_001122651.5	 PI-PLC X domain-containing protein 1 
LOC726935	XM_001122652.4	 cardioacceleratory peptide receptor 
LOC726947	XM_001122664.5	 TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 
LOC726948	XM_001122665.5	 suppressor of lurcher protein 1 
LOC726950	XM_001122667.5	 pupal cuticle protein 20 
LOC726952	XM_001122669.5	 ER degradation-enhancing alpha-mannosidase-like protein 2 
LOC726956	XM_001122673.5	 Golgi membrane protein 1 
LOC726958	XM_001122675.5	 tumor necrosis factor receptor superfamily member wengen 
LOC726961	XM_001122678.5	 testis-expressed protein 10 homolog 
LOC726972	XM_001122688.5	 uncharacterized LOC726972 
LOC726981	XM_001122696.5	 circadian clock-controlled protein 
LOC726990	XM_001122704.5	 uncharacterized LOC726990 
LOC726991	XM_001122705.5	 kinesin light chain 
LOC726995	XM_001122709.5	 endocuticle structural glycoprotein ABD-4 
LOC726999	XM_001122713.5	 iroquois-class homeodomain protein IRX-6 
LOC727001	XM_001122715.5	 solute carrier family 35 member C2 
LOC727007	XM_001122721.5	 alpha-tocopherol transfer protein 
LOC727008	XM_001122722.5	 probable ATP-dependent RNA helicase DDX46 
LOC727010	XM_001122724.5	 circadian clock-controlled protein 
LOC727014	XM_001122727.4	 39S ribosomal protein L40, mitochondrial 
LOC727021	XM_001122734.5	 protein takeout 
LOC727025	XM_001122738.5	 DNA-directed RNA polymerases I, II, and III subunit RPABC4 
LOC727026	XM_001122739.5	 cytochrome c oxidase copper chaperone 
LOC727027	XM_001122740.5	 cleft lip and palate transmembrane protein 1 homolog 
LOC727028	XM_001122741.5	 uncharacterized LOC727028 
LOC727030	XM_001122742.5	 myotubularin-related protein 8 
LOC727050	XM_001122763.5	 phosphatidylserine decarboxylase proenzyme, mitochondrial 
LOC727074	XM_001122788.5	 signal peptidase complex subunit 3 
LOC727079	XM_001122793.5	 fibroblast growth factor receptor substrate 2 
LOC727081	XM_001122795.5	 uncharacterized LOC727081 
LOC727110	XM_001122824.5	 yellow-x2 
LOC727113	XM_001122827.5	 probable ATP-dependent RNA helicase spindle-E 
LOC727116	XM_001122830.4	 uncharacterized LOC727116 
LOC727121	XM_001122835.5	 uncharacterized LOC727121 
LOC727122	XM_001122836.5	 methyltransferase-like protein 17, mitochondrial 
LOC727126	XM_001122840.5	 uncharacterized LOC727126 
LOC727129	XM_001122842.5	 uncharacterized LOC727129 
LOC727135	XM_001122848.4	 uncharacterized LOC727135 
LOC727141	XM_001122854.5	 IST1 homolog 
LOC727142	XM_001122855.5	 uncharacterized protein C9orf85 homolog 
LOC727151	XM_001122862.5	 tetratricopeptide repeat protein 12-like 
LOC727157	XM_001122868.5	 pro-resilin 
LOC727164	XM_001122875.5	 eukaryotic translation initiation factor 3 subunit F-like 
LOC727165	XM_001122876.5	 flocculation protein FLO11 
LOC727174	XM_001122885.5	 nucleolar protein 11 
LOC727180	XM_001122891.5	 Fanconi anemia group D2 protein 
LOC727186	XM_001122896.5	 dolichol-phosphate mannosyltransferase subunit 3 
LOC727189	XM_001122899.5	 geranylgeranyl pyrophosphate synthase 
LOC727223	XM_001122933.5	 uncharacterized LOC727223 
LOC727229	XM_001122939.5	 protein HIRA homolog 
LOC727234	XM_001122944.5	 cytidine deaminase 
LOC727243	XM_001122953.5	 uncharacterized LOC727243 
LOC727247	XM_001122957.5	 non-structural maintenance of chromosomes element 1 homolog 
LOC727249	XM_001122959.5	 calcium/calmodulin-dependent protein kinase type 1 
LOC727251	XM_001122961.5	 DNA polymerase delta small subunit 
LOC727261	XM_001122971.5	 protein odr-4 homolog 
LOC727262	XM_001122972.5	 derlin-1 
LOC727263	XM_001122973.4	 chromobox protein homolog 5 
LOC727266	XM_001122976.5	 uncharacterized LOC727266 
LOC727267	XM_001122977.5	 tektin-B1 
LOC727269	XM_001122979.5	 zinc finger protein 271 
LOC727275	XM_001122985.4	 proliferating cell nuclear antigen 
LOC727277	XM_001122987.5	 LETM1 domain-containing protein 1 
LOC727284	XM_001122993.5	 transcription factor Sox-10 
LOC727285	XM_001122994.5	 zinc finger protein 227 
LOC727287	XM_001122996.5	 transcription factor Sox-7 
LOC727294	XM_001123003.4	 protein chibby homolog 1 
LOC727300	XM_001123009.5	 low molecular weight phosphotyrosine protein phosphatase 
LOC727303	XM_001123012.5	 S-adenosylmethionine sensor upstream of mTORC1 
LOC727306	XM_001123015.5	 bolA-like protein 3 
LOC727309	XM_001123018.5	 glutaredoxin-C4 
LOC727310	XM_001123019.5	 putative sodium-coupled neutral amino acid transporter 7 
LOC727358	XM_001123067.5	 beta-1,4-glucuronyltransferase 1 
LOC727392	XM_001123101.5	 endocuticle structural glycoprotein SgAbd-2 
LOC727408	XM_001123118.5	 slit homolog 1 protein 
LOC727415	XM_001123124.5	 protein-associating with the carboxyl-terminal domain of ezrin 
LOC727418	XM_001123126.5	 uncharacterized LOC727418 
LOC727419	XM_001123127.5	 ribonuclease P protein subunit p29 
LOC727420	XM_001123128.5	 transmembrane protein 192 
LOC727423	XM_001123131.5	 uncharacterized LOC727423 
LOC727436	XM_001123143.5	 nuclear receptor 2C2-associated protein 
LOC727447	XM_001123155.5	 nuclear pore complex protein Nup153 
LOC727471	XM_001123179.5	 NAD(P)H-hydrate epimerase 
LOC727479	XM_001123187.5	 zinc transporter 1 
LOC727483	XM_001123191.4	 protein stunted 
LOC727486	XM_001123195.5	 BAG domain-containing protein Samui 
LOC727502	XM_001123212.5	 uncharacterized LOC727502 
LOC727515	XM_001123223.4	 mitochondrial import inner membrane translocase subunit Tim29 
LOC727522	XM_001123230.5	 uncharacterized LOC727522 
LOC727538	XM_001123247.4	 regulator of microtubule dynamics protein 2 
LOC727539	XM_001123248.5	 lysocardiolipin acyltransferase 1 
LOC727568	XM_001123277.5	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 
LOC727578	XM_001123287.5	 uncharacterized LOC727578 
LOC727592	XM_001123300.5	 uncharacterized LOC727592 
LOC727599	XM_001123307.5	 NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial 
LOC727612	XM_001123319.5	 PITH domain-containing protein GA19395 
LOC727634	XM_001123340.5	 activating molecule in BECN1-regulated autophagy protein 1 
LOC727642	XM_001123348.5	 dnaJ homolog subfamily B member 13-like 
LOC409150	XM_001123353.5	 enoyl Coenzyme A hydratase, short chain, 1, mitochondrial 
LOC727647	XM_001123354.5	 uncharacterized LOC727647 
LOC727648	XM_001123355.5	 acylamino-acid-releasing enzyme 
LOC727649	XM_001123356.5	 uncharacterized LOC727649 
LOC727650	XM_001123357.5	 uncharacterized LOC727650 
LOC100576369	XM_003249027.4	 ets DNA-binding protein pokkuri 
LOC726740	XM_003249029.4	 ubiquitin-conjugating enzyme E2 T 
LOC100578113	XM_003249034.4	 protein CUSTOS 
LOC413814	XM_003249035.4	 transcription elongation factor SPT5 
LOC100578522	XM_003249038.4	 peroxisomal biogenesis factor 19 
LOC411557	XM_003249045.4	 terminal nucleotidyltransferase 5C 
LOC411557	XM_003249046.4	 terminal nucleotidyltransferase 5C 
LOC726072	XM_003249048.4	 putative defense protein 3 
LOC100576850	XM_003249049.4	 RNA 3'-terminal phosphate cyclase-like protein 
LOC100578334	XM_003249062.4	 transcription factor 21 
LOC100578600	XM_003249064.4	 uncharacterized LOC100578600 
LOC100576552	XM_003249068.4	 uncharacterized LOC100576552 
LOC100577060	XM_003249071.3	 ankyrin repeat domain-containing protein 40 
LOC100577504	XM_003249075.4	 uncharacterized LOC100577504 
LOC100578929	XM_003249082.4	 uncharacterized LOC100578929 
LOC100577145	XM_003249091.4	 sulfide:quinone oxidoreductase, mitochondrial 
LOC100578523	XM_003249098.4	 protein glass 
LOC552292	XM_003249101.4	 uncharacterized LOC552292 
LOC100576121	XM_003249103.4	 protein NDNF 
LOC412994	XM_003249104.4	 octopamine receptor beta-3R 
LOC100576457	XM_003249105.4	 probable ribosome biogenesis protein RLP24 
LOC100576487	XM_003249106.4	 apoptosis regulatory protein Siva 
LOC413633	XM_003249107.4	 serine/threonine-protein kinase BRSK2 
LOC100576563	XM_003249108.4	 growth factor receptor-bound protein 14 
LOC100577347	XM_003249114.4	 SET and MYND domain-containing protein 4 
LOC552686	XM_003249121.4	 breast cancer metastasis-suppressor 1-like protein 
LOC409845	XM_003249130.4	 potassium voltage-gated channel subfamily H member 8 
LOC100577451	XM_003249131.4	 glycolipid transfer protein 
LOC100578100	XM_003249136.4	 uncharacterized LOC100578100 
LOC100577300	XM_003249150.4	 surfeit locus protein 6 homolog 
LOC100577678	XM_003249152.4	 putative uncharacterized protein DDB_G0286901 
LOC724509	XM_003249154.4	 target of rapamycin complex 2 subunit MAPKAP1 
LOC100578162	XM_003249158.4	 uncharacterized LOC100578162 
LOC100578524	XM_003249162.4	 uncharacterized LOC100578524 
LOC412896	XM_003249169.4	 octopamine receptor beta-2R 
LOC412896	XM_003249170.4	 octopamine receptor beta-2R 
LOC100576812	XM_003249173.4	 uncharacterized LOC100576812 
LOC410013	XM_003249174.4	 calexcitin-2 
LOC100576932	XM_003249176.4	 uncharacterized LOC100576932 
LOC726804	XM_003249180.4	 protein BTG2 
LOC100577755	XM_003249181.4	 odorant receptor 30a 
LOC411980	XM_003249183.4	 death-associated protein kinase 1 
LOC100576405	XM_003249196.4	 AT-rich interactive domain-containing protein 5B 
LOC100577418	XM_003249201.4	 uncharacterized LOC100577418 
LOC726277	XM_003249206.4	 anaphase-promoting complex subunit CDC26 
LOC100578725	XM_003249211.4	 uncharacterized LOC100578725 
LOC552084	XM_003249214.4	 oxygen-dependent coproporphyrinogen-III oxidase 
LOC100576212	XM_003249219.4	 odorant receptor 13a 
LOC100576246	XM_003249220.4	 odorant receptor 13a 
LOC100576839	XM_003249230.4	 uncharacterized LOC100576839 
LOC100577024	XM_003249233.4	 odorant receptor 30a 
LOC409954	XM_003249241.4	 peroxiredoxin 1 
LOC100576220	XM_003249249.4	 homeobox protein rough-like 
LOC100576467	XM_003249252.4	 14 kDa phosphohistidine phosphatase 
LOC100577120	XM_003249254.4	 dual specificity protein kinase TTK 
LOC412295	XM_003249255.4	 nose resistant to fluoxetine protein 6 
LOC100577638	XM_003249256.4	 uncharacterized LOC100577638 
LOC100578226	XM_003249259.4	 zinc finger protein GLI1 
LOC100578783	XM_003249263.4	 uncharacterized LOC100578783 
LOC408407	XM_003249265.4	 translation machinery-associated protein 7 homolog 
LOC100576527	XM_003249269.4	 cyclic AMP-dependent transcription factor ATF-2 
LOC724686	XM_003249273.3	 leucine-rich repeat-containing protein 51 
LOC100577045	XM_003249275.4	 uncharacterized LOC100577045 
LOC410103	XM_003249277.4	 partner of Y14 and mago 
LOC100578245	XM_003249288.4	 uncharacterized LOC100578245 
LOC413835	XM_003249289.4	 RNA-binding protein 1 
LOC100576789	XM_003249303.4	 leucine-rich repeat protein SHOC-2 
LOC724874	XM_003249306.4	 facilitated trehalose transporter Tret1 
LOC410765	XM_003249309.4	 7,8-dihydro-8-oxoguanine triphosphatase 
LOC100577325	XM_003249312.4	 uncharacterized LOC100577325 
LOC100577325	XM_003249313.4	 uncharacterized LOC100577325 
LOC100577680	XM_003249314.4	 uncharacterized LOC100577680 
LOC100578557	XM_003249317.4	 solute carrier family 46 member 3 
LOC727071	XM_003249332.3	 acylglycerol kinase, mitochondrial 
LOC412345	XM_003249333.3	 exosome complex component RRP41 
LOC100578006	XM_003249334.4	 inorganic pyrophosphatase 
LOC100578188	XM_003249335.4	 phosphatidylinositol-glycan biosynthesis class F protein 
LOC100578307	XM_003249336.4	 multiple inositol polyphosphate phosphatase 1 
LOC725453	XM_003249337.4	 guanine nucleotide-binding protein subunit gamma-e 
LOC725620	XM_003249338.4	 28S ribosomal protein S33, mitochondrial 
LOC100578920	XM_003249340.4	 zinc finger protein 251 
LOC100577596	XM_003249352.4	 uncharacterized LOC100577596 
LOC100577982	XM_003249355.4	 RPII140-upstream gene protein 
LOC100576801	XM_003249365.4	 malate dehydrogenase, cytoplasmic 
LOC100577771	XM_003249367.4	 uncharacterized LOC100577771 
LOC551425	XM_003249371.4	 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit 
LOC100578246	XM_003249372.4	 myosin-7B 
LOC100578697	XM_003249375.4	 THUMP domain-containing protein 1 homolog 
LOC726274	XM_003249378.4	 yellow-e 
LOC100576289	XM_003249379.4	 uncharacterized LOC100576289 
LOC724286	XM_003249382.4	 uncharacterized LOC724286 
LOC552790	XM_003249393.4	 peroxisomal biogenesis factor 3 
LOC100578498	XM_003249397.4	 tricalbin-3 
LOC100578537	XM_003249398.4	 UV radiation resistance-associated gene protein 
LOC100578624	XM_003249399.2	 delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial 
LOC100578885	XM_003249400.4	 putative transcription factor capicua 
LOC413146	XM_003249403.4	 regulator of nonsense transcripts 2 
LOC100577220	XM_003249406.4	 regulatory protein MIG1 
LOC100577707	XM_003249407.4	 arginine/serine-rich coiled-coil protein 2 
LOC409590	XM_003249408.4	 cyclin-dependent kinase 1 
LOC724366	XM_003249411.3	 ras-related protein Rap-2a 
LOC727237	XM_003249415.4	 carbonic anhydrase 2 
LOC552488	XM_003249416.4	 F-box only protein 28 
LOC100578067	XM_003249423.4	 enhancer of split mgamma protein 
LOC725925	XM_003249424.4	 prolyl 3-hydroxylase OGFOD1 
LOC100578442	XM_003249428.4	 uncharacterized LOC100578442 
LOC726205	XM_003249429.3	 inosine triphosphate pyrophosphatase 
LOC100576554	XM_003249431.4	 cilia- and flagella-associated protein 69 
LOC100576736	XM_003249434.4	 uncharacterized LOC100576736 
LOC413799	XM_003249450.4	 mitochondrial import inner membrane translocase subunit Tim17-A 
LOC413799	XM_003249451.4	 mitochondrial import inner membrane translocase subunit Tim17-A 
LOC100578921	XM_003249455.4	 uncharacterized LOC100578921 
LOC100577582	XM_003249464.4	 putative mannose 6-phosphate receptor-like protein C530.09c 
LOC409370	XM_003249467.4	 brefeldin A-inhibited guanine nucleotide-exchange protein 1 
LOC100578337	XM_003249471.4	 uncharacterized LOC100578337 
LOC100578828	XM_003249474.3	 uncharacterized LOC100578828 
LOC100576863	XM_003249477.4	 uncharacterized LOC100576863 
LOC100576968	XM_003249478.4	 merlin 
LOC100577229	XM_003249481.4	 cuticular protein 8 
LOC100577452	XM_003249483.4	 protein brambleberry 
LOC100578051	XM_003249489.4	 uncharacterized LOC100578051 
LOC411658	XM_003249490.4	 transcriptional adapter 3-B 
