Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC410253	-4548.160131	-4548.160131	0	AllSol	Random	 ataxin-2 homolog 	1	1
LOC410254	-6759.036308	-6759.035714	0.001188	AllSol	Random	 glutaryl-CoA dehydrogenase, mitochondrial 	0.972504457159817	1
LOC410255	-6757.204012	-6757.204012	0	AllSol	Random	 RUN domain-containing protein 1 	1	1
LOC410259	-2090.225329	-2090.225329	0	AllSol	Random	 nuclear factor 1 X-type 	1	1
LOC410264	-5937.673076	-5937.673076	0	AllSol	Random	 tRNA-dihydrouridine(20) synthase [NAD(P)+]-like 	1	1
LOC410266	-4357.855865	-4357.855865	0	AllSol	Random	 replication factor C subunit 5 	1	1
LOC410271	-6572.399027	-6572.232944	0.332166	AllSol	Random	 BMP-binding endothelial regulator protein 	0.564386443742216	1
LOC410278	-7333.067853	-7333.067853	0	AllSol	Random	 putative inorganic phosphate cotransporter 	1	1
LOC410280	-2514.565344	-2514.565344	0	AllSol	Random	 GTP-binding nuclear protein Ran 	1	1
LOC410288	-4553.180843	-4553.180843	0	AllSol	Random	 phytanoyl-CoA dioxygenase 	1	1
LOC410290	-5161.142264	-5161.142264	0	AllSol	Random	 anaphase-promoting complex subunit 5 	1	1
LOC410296	-7589.869861	-7589.869861	0	AllSol	Random	 b(0,+)-type amino acid transporter 1 	1	1
LOC410297	-2565.245967	-2565.245967	0	AllSol	Random	 sorting nexin-16 	1	1
LOC410301	-25005.974123	-25005.974123	0	AllSol	Random	 ATP-dependent DNA helicase Q4 	1	1
LOC410305	-1877.973445	-1877.83574	0.27541	AllSol	Random	 transcription initiation factor TFIID subunit 12 	0.599725569982598	1
LOC410306	-1839.70549	-1839.70549	0	AllSol	Random	 ADP-ribosylation factor 2 	1	1
LOC410307	-11927.330831	-11927.330831	0	AllSol	Random	 angiomotin-like protein 1 	1	1
LOC410315	-6952.344178	-6952.344178	0	AllSol	Random	 G-protein-signaling modulator 2 	1	1
LOC410319	-35206.574646	-35206.574646	0	AllSol	Random	 HEAT repeat-containing protein 1 	1	1
LOC410320	-125.575612	-125.575612	0	AllSol	Random	 whirlin 	1	1
LOC410322	-8699.425854	-8699.425854	0	AllSol	Random	 ral guanine nucleotide dissociation stimulator 	1	1
LOC410324	-10339.644639	-10339.632643	0.023992	AllSol	Random	 villin-like protein quail 	0.876905268743336	1
LOC410325	-12177.263819	-12177.263819	0	AllSol	Random	 trifunctional enzyme subunit alpha, mitochondrial 	1	1
LOC410326	-5223.087599	-5223.087599	0	AllSol	Random	 Krueppel-like factor 10 	1	1
LOC410328	-7267.587268	-7267.575589	0.023358	AllSol	Random	 zinc finger protein 341 	0.878529781992559	1
LOC410330	-5110.325971	-5110.325971	0	AllSol	Random	 phosphatidylserine synthase 1 	1	1
LOC410332	-11256.124259	-11256.124259	0	AllSol	Random	 breast cancer anti-estrogen resistance protein 3 	1	1
LOC410334	-9382.626085	-9382.626085	0	AllSol	Random	 uncharacterized LOC410334 	1	1
LOC410336	-10056.547188	-10055.602346	1.88968	AllSol	Random	 dipeptidyl aminopeptidase-like protein 6 	0.169238018898222	1
LOC410339	-5976.22735	-5976.22735	0	AllSol	Random	 transcription termination factor 3, mitochondrial 	1	1
LOC410340	-6534.245734	-6533.67657	1.13833	AllSol	Random	 prolactin regulatory element-binding protein 	0.286005483646662	1
LOC410341	-3949.22637	-3949.22637	0	AllSol	Random	 RNA pseudouridylate synthase domain-containing protein 2 	1	1
LOC410343	-4102.602623	-4102.602623	0	AllSol	Random	 nuclear pore complex protein Nup93 	1	1
LOC410344	-1295.167837	-1295.134605	0.066464	AllSol	Random	 ubiquitin carboxyl-terminal hydrolase CYLD 	0.796556534315823	1
LOC410345	-11316.162925	-11316.162925	0	AllSol	Random	 GATOR complex protein WDR59 	1	1
LOC410347	-3719.196267	-3719.196267	0	AllSol	Random	 protein big brother 	1	1
LOC410348	-9358.546034	-9358.546034	0	AllSol	Random	 katanin p80 WD40 repeat-containing subunit B1 	1	1
LOC410349	-788.06824	-786.241023	3.65443	AllSol	Random	 UPF0598 protein CG30010 	0.0559202865332267	1
LOC410350	-5706.5684	-5706.5684	0	AllSol	Random	 angio-associated migratory cell protein 	1	1
LOC410352	-18031.607034	-18031.607034	0	AllSol	Random	 chromatin-remodeling ATPase INO80 	1	1
LOC410353	-2441.410683	-2441.410683	0	AllSol	Random	 CUGBP Elav-like family member 4 	1	1
LOC410354	-5234.214929	-5234.214929	0	AllSol	Random	 suppressor of fused homolog 	1	1
LOC410355	-4591.605943	-4590.962899	1.28609	AllSol	Random	 translation initiation factor eIF-2B subunit beta 	0.256769766133288	1
LOC410357	-5133.676002	-5133.676002	0	AllSol	Random	 protein ST7 homolog 	1	1
LOC410363	-27519.754814	-27519.754814	0	AllSol	Random	 uncharacterized LOC410363 	1	1
LOC410368	-26337.71727	-26337.71727	0	AllSol	Random	 cadherin-23 	1	1
LOC410370	-2356.90552	-2356.90552	0	AllSol	Random	 actin-binding Rho-activating protein 	1	1
LOC410373	-3930.726019	-3930.726019	0	AllSol	Random	 leucine-rich repeat-containing protein 15 	1	1
LOC410375	-6764.845143	-6764.845143	0	AllSol	Random	 uncharacterized LOC410375 	1	1
LOC410380	-10872.392649	-10872.392649	0	AllSol	Random	 neprilysin-2 	1	1
LOC410381	-4767.074076	-4767.074076	0	AllSol	Random	 popeye domain-containing protein 3-like 	1	1
LOC410385	-4907.578782	-4907.578782	0	AllSol	Random	 methionine aminopeptidase 1 	1	1
LOC410386	-14530.413392	-14530.413392	0	AllSol	Random	 tolloid-like protein 1 	1	1
LOC410387	-4528.512476	-4528.512476	0	AllSol	Random	 conserved oligomeric Golgi complex subunit 3 	1	1
LOC410388	-1678.664999	-1678.664999	0	AllSol	Random	 CDK5RAP1-like protein 	1	1
LOC410390	-7300.420811	-7300.420811	0	AllSol	Random	 protein suppressor of forked 	1	1
LOC410394	-2235.641036	-2235.641036	0	AllSol	Random	 DCN1-like protein 5 	1	1
LOC410398	-7583.005856	-7581.881896	2.24792	AllSol	Random	 insulin-like growth factor 2 mRNA-binding protein 1 	0.133794135248609	1
LOC410403	-2502.115701	-2502.115701	0	AllSol	Random	 proteasome activator complex subunit 3 	1	1
LOC410405	-6598.974753	-6598.974753	0	AllSol	Random	 cytochrome P450 18a1 	1	1
LOC410408	-15784.207417	-15784.207417	0	AllSol	Random	 conserved ATPase domain protein 	1	1
LOC410410	-9563.957137	-9563.957137	0	AllSol	Random	 ATP-dependent DNA helicase PIF1 	1	1
LOC410423	-16705.329925	-16705.329925	0	AllSol	Random	 uncharacterized LOC410423 	1	1
LOC410424	-4744.093089	-4744.093089	0	AllSol	Random	 pyruvate dehydrogenase (acetyl-transferring) kinase, mitochondrial 	1	1
LOC410427	-2090.94249	-2090.94249	0	AllSol	Random	 serine/threonine-protein kinase 26 	1	1
LOC410429	-3708.259482	-3708.259482	0	AllSol	Random	 mannose-P-dolichol utilization defect 1 protein homolog 	1	1
LOC410432	-4646.800667	-4646.800667	0	AllSol	Random	 L-threonine 3-dehydrogenase, mitochondrial 	1	1
LOC410434	-4644.061443	-4644.061443	0	AllSol	Random	 splicing factor 3B subunit 4 	1	1
LOC410441	-4083.890687	-4083.890687	0	AllSol	Random	 secretory carrier-associated membrane protein 5B 	1	1
LOC410442	-10261.413905	-10261.413905	0	AllSol	Random	 DNA helicase MCM9 	1	1
LOC410446	-7669.16918	-7669.163616	0.011128	AllSol	Random	 uncharacterized LOC410446 	0.915987531452325	1
LOC410447	-10600.052092	-10600.050765	0.002654	AllSol	Random	 importin subunit beta-1 	0.958913565765745	1
LOC410449	-5178.924702	-5177.099569	3.65027	AllSol	Random	 uncharacterized LOC410449 	0.0560601227337755	1
LOC410459	-3839.295293	-3839.295293	0	AllSol	Random	 cyclin-H 	1	1
LOC410462	-20316.266964	-20316.266964	0	AllSol	Random	 uncharacterized LOC410462 	1	1
LOC410463	-7212.542525	-7212.390445	0.30416	AllSol	Random	 ATPase WRNIP1 	0.581286151445921	1
LOC410464	-7123.581068	-7123.581068	0	AllSol	Random	 protein escargot 	1	1
LOC410467	-15466.330393	-15466.330393	0	AllSol	Random	 uncharacterized LOC410467 	1	1
LOC410468	-3843.601921	-3843.601921	0	AllSol	Random	 protein hairy 	1	1
LOC410469	-3097.235101	-3097.235101	0	AllSol	Random	 signal recognition particle receptor subunit beta 	1	1
LOC410475	-5173.740723	-5173.740723	0	AllSol	Random	 tRNA pseudouridine(38/39) synthase 	1	1
LOC410480	-14722.255515	-14722.255515	0	AllSol	Random	 trichohyalin 	1	1
LOC410482	-7641.328323	-7641.328323	0	AllSol	Random	 adenylosuccinate lyase 	1	1
LOC410483	-2346.468068	-2346.468068	0	AllSol	Random	 B9 domain-containing protein 1-like 	1	1
LOC410486	-3065.484553	-3065.484553	0	AllSol	Random	 40S ribosomal protein SA 	1	1
LOC410487	-3521.436453	-3521.436453	0	AllSol	Random	 uncharacterized LOC410487 	1	1
LOC410489	-23273.532788	-23273.532788	0	AllSol	Random	 myosin-IIIb 	1	1
LOC410493	-14371.039797	-14371.039797	0	AllSol	Random	 vacuolar protein sorting-associated protein 11 homolog 	1	1
LOC410497	-3682.005097	-3682.005097	0	AllSol	Random	 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 	1	1
LOC410499	-6360.865644	-6360.847205	0.036878	AllSol	Random	 protein gooseberry 	0.847713649961819	1
LOC410501	-22404.800057	-22404.800057	0	AllSol	Random	 NACHT and WD repeat domain-containing protein 2 	1	1
LOC410502	-48510.836958	-48510.836958	0	AllSol	Random	 transformation/transcription domain-associated protein 	1	1
LOC410505	-4881.379919	-4881.369796	0.020246	AllSol	Random	 E3 ubiquitin-protein ligase RING1 	0.886852177602654	1
LOC410507	-8740.954168	-8740.954168	0	AllSol	Random	 sodium-independent sulfate anion transporter 	1	1
LOC410511	-11317.97581	-11317.97581	0	AllSol	Random	 protein CLEC16A homolog 	1	1
LOC410516	-3182.374314	-3182.374314	0	AllSol	Random	 cytosolic Fe-S cluster assembly factor NUBP2 homolog 	1	1
LOC410517	-2271.549659	-2271.549659	0	AllSol	Random	 extracellular serine/threonine protein CG31145 	1	1
LOC410518	-3494.555291	-3494.555291	0	AllSol	Random	 BLOC-1-related complex subunit 5 	1	1
LOC410520	-7882.630642	-7882.630642	0	AllSol	Random	 uncharacterized oxidoreductase YjmC 	1	1
LOC410521	-10099.636447	-10099.636447	0	AllSol	Random	 carotenoid isomerooxygenase 	1	1
LOC410526	-7038.262205	-7038.262205	0	AllSol	Random	 serine protease 42 	1	1
LOC410527	-20146.958096	-20146.958096	0	AllSol	Random	 probable cation-transporting ATPase 13A3 	1	1
LOC410530	-7829.505462	-7829.505462	0	AllSol	Random	 alkaline phosphatase 	1	1
LOC410532	-7900.858351	-7900.858351	0	AllSol	Random	 solute carrier family 28 member 3 	1	1
LOC410533	-3165.271111	-3165.271111	0	AllSol	Random	 ceramide-1-phosphate transfer protein 	1	1
LOC410534	-7935.173385	-7935.173385	0	AllSol	Random	 uncharacterized LOC410534 	1	1
LOC410539	-10487.653288	-10487.653288	0	AllSol	Random	 protein 5NUC 	1	1
LOC410541	-10916.673616	-10916.673616	0	AllSol	Random	 E3 ubiquitin-protein ligase Topors 	1	1
LOC410546	-8348.578876	-8348.578876	0	AllSol	Random	 uncharacterized LOC410546 	1	1
LOC410547	-3127.043305	-3127.043305	0	AllSol	Random	 pre-mRNA-splicing factor Syf2 	1	1
LOC410549	-3621.677968	-3621.677968	0	AllSol	Random	 ubiquitin carboxyl-terminal hydrolase ZUFSP 	1	1
LOC410554	-9988.514393	-9988.514393	0	AllSol	Random	 methylcrotonoyl-CoA carboxylase beta chain, mitochondrial 	1	1
LOC410556	-5721.37195	-5720.746444	1.25101	AllSol	Random	 UPF0415 protein C7orf25 homolog 	0.26335966041077	1
LOC410557	-3660.392851	-3660.361248	0.063206	AllSol	Random	 ATP synthase subunit d, mitochondrial 	0.801498656232303	1
LOC410558	-21239.251036	-21239.251036	0	AllSol	Random	 TATA element modulatory factor 	1	1
LOC410562	-4914.350146	-4914.350146	0	AllSol	Random	 serine/threonine-protein kinase meng-po 	1	1
LOC410565	-7934.746991	-7933.018222	3.45754	AllSol	Random	 cullin-1 	0.0629639248856808	1
LOC410566	-8256.894863	-8253.585941	6.61784	AllSol	Random	 putative inorganic phosphate cotransporter 	0.0100962208037977	1
LOC410567	-3863.755927	-3863.755927	0	AllSol	Random	 zinc transporter ZIP11 	1	1
LOC410570	-13109.279613	-13109.279613	0	AllSol	Random	 85/88 kDa calcium-independent phospholipase A2 	1	1
LOC410573	-12241.43373	-12241.43373	0	AllSol	Random	 nephrin 	1	1
LOC410581	-5023.949801	-5023.949801	0	AllSol	Random	 uncharacterized LOC410581 	1	1
LOC410589	-13716.927087	-13716.927087	0	AllSol	Random	 semaphorin-5A 	1	1
LOC410591	-2826.761434	-2825.817995	1.88688	AllSol	Random	 splicing regulator RBM11 	0.169554246818066	1
LOC410595	-4856.740559	-4856.740559	0	AllSol	Random	 protein RMD5 homolog A 	1	1
LOC410597	-5145.740552	-5145.740552	0	AllSol	Random	 SET and MYND domain-containing protein 5 	1	1
LOC410600	-12111.827457	-12111.827457	0	AllSol	Random	 uncharacterized LOC410600 	1	1
LOC410602	-6132.470035	-6132.470035	0	AllSol	Random	 E3 ISG15--protein ligase Herc6 	1	1
LOC410604	-3730.491219	-3730.491219	0	AllSol	Random	 protein phosphatase PP2A 55 kDa regulatory subunit 	1	1
LOC410607	-2687.16127	-2687.16127	0	AllSol	Random	 charged multivesicular body protein 3 	1	1
LOC410609	-16309.818299	-16309.818299	0	AllSol	Random	 disintegrin and metalloproteinase domain-containing protein 10-like 	1	1
LOC410610	-1883.792522	-1883.792522	0	AllSol	Random	 calmodulin-like protein 4 	1	1
LOC410612	-4388.597993	-4388.597993	0	AllSol	Random	 solute carrier family 25 member 44 	1	1
LOC410613	-12975.394525	-12975.394525	0	AllSol	Random	 major facilitator superfamily domain-containing protein 6 	1	1
LOC410616	-7417.045413	-7417.045413	0	AllSol	Random	 xaa-Pro aminopeptidase ApepP 	1	1
LOC410617	-4366.2487	-4366.2487	0	AllSol	Random	 cytochrome c oxidase assembly protein COX15 homolog 	1	1
LOC410622	-7748.219894	-7748.202217	0.035354	AllSol	Random	 uncharacterized LOC410622 	0.850855804084447	1
LOC410632	-5614.000387	-5614.000387	0	AllSol	Random	 G protein-coupled receptor kinase 2 	1	1
LOC410635	-4245.426709	-4245.426709	0	AllSol	Random	 fumarylacetoacetate hydrolase domain-containing protein 2A 	1	1
LOC410638	-6861.993797	-6861.993797	0	AllSol	Random	 aromatic-L-amino-acid decarboxylase 	1	1
LOC410643	-2530.677838	-2530.677838	0	AllSol	Random	 homeobox protein abdominal-A homolog 	1	1
LOC410648	-9126.184023	-9127.342257	-2.31647	AllSol	Random	 homeotic protein proboscipedia 	1	1
LOC410649	-5191.794149	-5191.794149	0	AllSol	Random	 tyrosine-protein kinase Btk29A 	1	1
LOC410658	-6178.401631	-6178.401631	0	AllSol	Random	 LIM/homeobox protein Lhx3 	1	1
LOC410659	-8446.096748	-8446.095318	0.00286	AllSol	Random	 golgin subfamily A member 1 	0.957350287906401	1
LOC410674	-1875.705583	-1875.64255	0.126066	AllSol	Random	 heterogeneous nuclear ribonucleoprotein L 	0.722546333891752	1
LOC410675	-2248.319329	-2248.319329	0	AllSol	Random	 maternal B9.10 protein 	1	1
LOC410676	-2518.52064	-2518.502985	0.03531	AllSol	Random	 adenylate kinase isoenzyme 6 	0.850947554154953	1
LOC410684	-3458.945753	-3458.945403	7e-04	AllSol	Random	 orthodenticle 1 	0.978892421351343	1
LOC410685	-6125.414844	-6125.414844	0	AllSol	Random	 inactive tyrosine-protein kinase 7 	1	1
LOC410686	-7581.304752	-7581.304752	0	AllSol	Random	 semaphorin-1A 	1	1
LOC410687	-6623.167943	-6623.167943	0	AllSol	Random	 senecionine N-oxygenase 	1	1
LOC410688	-10119.129606	-10119.074904	0.109404	AllSol	Random	 RNA-binding protein 5 	0.740823696101991	1
LOC410690	-5744.52556	-5744.52556	0	AllSol	Random	 haloacid dehalogenase-like hydrolase domain-containing 5 	1	1
LOC410694	-3369.551161	-3369.551161	0	AllSol	Random	 transcription factor collier 	1	1
LOC410705	-9419.456793	-9419.456793	0	AllSol	Random	 synaptic vesicle glycoprotein 2C 	1	1
LOC410706	-7113.549434	-7113.549434	0	AllSol	Random	 rho GTPase-activating protein 7 	1	1
LOC410710	-7104.134634	-7104.134634	0	AllSol	Random	 zinc transporter ZIP13 homolog 	1	1
LOC410717	-9494.805321	-9493.70055	2.20954	AllSol	Random	 serine/threonine-protein kinase MARK2 	0.137159564033563	1
LOC410723	-9655.86771	-9650.331248	11.0729	AllSol	Random	 fez family zinc finger protein erm 	0.000875985716858108	1
LOC410727	-7742.203997	-7742.180235	0.047524	AllSol	Random	 39S ribosomal protein L38, mitochondrial 	0.827429111425726	1
LOC410729	-9507.414672	-9507.414672	0	AllSol	Random	 putative serine protease K12H4.7 	1	1
LOC410730	-6703.637936	-6703.637936	0	AllSol	Random	 dnaJ homolog subfamily C member 22 	1	1
LOC410740	-4173.265244	-4173.265244	0	AllSol	Random	 RING finger protein 121 	1	1
LOC410744	-9898.309246	-9898.309246	0	AllSol	Random	 glucose dehydrogenase [FAD, quinone] 	1	1
LOC410747	-11297.695071	-11297.695071	0	AllSol	Random	 glucose dehydrogenase [FAD, quinone] 	1	1
LOC410749	-14081.607672	-14081.607672	0	AllSol	Random	 squamous cell carcinoma antigen recognized by T-cells 3 	1	1
LOC410752	-8567.153153	-8567.153153	0	AllSol	Random	 vesicular glutamate transporter 1 	1	1
LOC410753	-3009.715892	-3009.715892	0	AllSol	Random	 TATA-box-binding protein 	1	1
LOC410754	-2998.23195	-2998.187458	0.088984	AllSol	Random	 post-GPI attachment to proteins factor 2-like 	0.765472784395281	1
LOC410755	-3831.911932	-3831.911932	0	AllSol	Random	 tyramine receptor-like 	1	1
LOC410758	-172.662701	-170.193098	4.93921	AllSol	Random	 mRNA decay activator protein ZFP36L3 	0.0262540335422791	1
LOC410763	-4743.078915	-4743.078915	0	AllSol	Random	 deoxyhypusine hydroxylase 	1	1
LOC410766	-9368.540984	-9368.540984	0	AllSol	Random	 RNA exonuclease 5 	1	1
LOC410769	-14358.834331	-14358.834331	0	AllSol	Random	 puromycin-sensitive aminopeptidase 	1	1
LOC410772	-6305.052335	-6305.052335	0	AllSol	Random	 RING finger and SPRY domain-containing protein 1 	1	1
LOC410776	-2429.771078	-2429.647965	0.246226	AllSol	Random	 protein 60A 	0.619745093503551	1
LOC410777	-23398.88646	-23398.88646	0	AllSol	Random	 dedicator of cytokinesis protein 9 	1	1
LOC410782	-12243.124364	-12243.124364	0	AllSol	Random	 huntingtin-interacting protein 1 	1	1
LOC410784	-8494.617475	-8494.481938	0.271074	AllSol	Random	 putative GTP-binding protein 6 	0.602612232349848	1
LOC410788	-14642.372355	-14642.372355	0	AllSol	Random	 glutamate receptor ionotropic, kainate 2 	1	1
LOC410791	-2872.664178	-2867.786286	9.75578	AllSol	Random	 mitochondrial uncoupling protein 2 	0.00178759780156534	1
LOC410796	-11635.154796	-11635.154796	0	AllSol	Random	 histone lysine demethylase PHF8 	1	1
LOC410799	-8711.632858	-8711.632858	0	AllSol	Random	 nucleolar GTP-binding protein 1 	1	1
LOC410801	-3314.038849	-3313.951074	0.17555	AllSol	Random	 cathepsin L1 	0.675225725786779	1
LOC410802	-3982.279639	-3982.277115	0.005048	AllSol	Random	 microphthalmia-associated transcription factor 	0.943358535846233	1
LOC410804	-10222.106653	-10222.106653	0	AllSol	Random	 FYVE, RhoGEF and PH domain-containing protein 4 	1	1
LOC410805	-8671.402877	-8671.402877	0	AllSol	Random	 open rectifier potassium channel protein 1 	1	1
LOC410809	-5054.797461	-5054.797461	0	AllSol	Random	 protein pygopus 	1	1
LOC410816	-4715.569951	-4715.569951	0	AllSol	Random	 zinc transporter 9 	1	1
LOC410819	-11686.266089	-11686.266089	0	AllSol	Random	 proton channel OtopLc 	1	1
LOC410823	-9916.665538	-9916.665538	0	AllSol	Random	 transient receptor potential-gamma protein 	1	1
LOC410824	-6483.331606	-6483.331606	0	AllSol	Random	 spondin-1 	1	1
LOC410825	-14258.658348	-14258.658348	0	AllSol	Random	 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 	1	1
LOC410828	-5733.291708	-5733.291708	0	AllSol	Random	 tryptophan 2,3-dioxygenase 	1	1
LOC410833	-5104.465291	-5104.465291	0	AllSol	Random	 adenosine deaminase-like protein 	1	1
LOC410838	-2849.317485	-2849.317464	4.2e-05	AllSol	Random	 ubiquitin-conjugating enzyme E2 R2 	0.994829153250126	1
LOC410844	-3078.580853	-3078.542058	0.07759	AllSol	Random	 neuronal membrane glycoprotein M6-a 	0.780590329820823	1
LOC410848	-10235.67671	-10235.67671	0	AllSol	Random	 jmjC domain-containing histone demethylation protein 1 	1	1
LOC410849	-6944.022274	-6944.022274	0	AllSol	Random	 protein sly1 homolog 	1	1
LOC410851	-4405.673522	-4405.673522	0	AllSol	Random	 bicaudal D-related protein homolog 	1	1
LOC410854	-4679.923226	-4679.078534	1.68938	AllSol	Random	 seipin 	0.193682718975669	1
LOC410855	-4409.519275	-4409.519274	2e-06	AllSol	Random	 retinoblastoma-binding protein 5 homolog 	0.998871621209031	1
LOC410856	-7221.638138	-7221.638138	0	AllSol	Random	 28S ribosomal protein S29, mitochondrial 	1	1
LOC410862	-8514.948485	-8514.937975	0.02102	AllSol	Random	 solute carrier family 41 member 3 	0.884724485387853	1
