Gene	dN.dS	AlnLength	GeneAverage	Function	Codon	GCProp
LOC410085	0.04451	603	47.1136363636364	NA	201	0.471136363636364
LOC410087	0.13772	525	38.7345454545455	NA	175	0.387345454545455
LOC410091	0.05064	1032	45.8445454545455	NA	344	0.458445454545455
LOC410092	0.03557	1149	45.9045454545455	NA	383	0.459045454545455
LOC410093	0.09967	459	37.3536363636364	NA	153	0.373536363636364
LOC410094	0.10348	582	35.2863636363636	NA	194	0.352863636363636
LOC410095	0.01727	747	38.8454545454545	NA	249	0.388454545454545
LOC410096	0.16266	1449	42.9754545454545	NA	483	0.429754545454545
LOC410097	0.16857	2922	35.5772727272727	NA	974	0.355772727272727
LOC410098	0.02653	1224	40.6654545454545	NA	408	0.406654545454545
LOC410099	0.02307	3351	38.8572727272727	NA	1117	0.388572727272727
LOC410100	0.02351	2106	37.6454545454545	NA	702	0.376454545454545
LOC410101	0.07448	2352	43.3745454545455	NA	784	0.433745454545455
LOC410102	0.0548	690	38.6963636363636	NA	230	0.386963636363636
LOC410105	0.09147	1422	38.0763636363636	NA	474	0.380763636363636
LOC410106	0.08508	1917	39.4418181818182	NA	639	0.394418181818182
LOC410107	0.06442	1410	49.0718181818182	NA	470	0.490718181818182
LOC410108	0.06007	2376	43.9745454545455	NA	792	0.439745454545455
LOC410114	0.07188	1665	42.9872727272727	NA	555	0.429872727272727
LOC410115	0.01193	1251	38.2672727272727	NA	417	0.382672727272727
LOC410116	0.11716	1578	35.2163636363636	NA	526	0.352163636363636
LOC410118	0.03223	1689	33.6436363636364	NA	563	0.336436363636364
LOC410119	0.03496	2172	37.7072727272727	NA	724	0.377072727272727
LOC410120	0.03975	402	39.9818181818182	NA	134	0.399818181818182
LOC410121	0.14426	2664	34.7463636363636	NA	888	0.347463636363636
LOC410122	0.06372	909	40.45	NA	303	0.4045
LOC410128	0.12927	609	35.5418181818182	NA	203	0.355418181818182
LOC410129	0.10284	981	39.1063636363636	NA	327	0.391063636363636
LOC410130	0.21286	534	33.3681818181818	NA	178	0.333681818181818
LOC410132	0.0877	1680	35.2154545454545	NA	560	0.352154545454545
LOC410133	0.03751	579	52.3472727272727	NA	193	0.523472727272727
LOC410134	0.12589	1212	40.78	NA	404	0.4078
LOC410136	0.16743	3063	36.3118181818182	NA	1021	0.363118181818182
LOC410142	0.03356	1026	38.1363636363636	NA	342	0.381363636363636
LOC410144	0.05018	1776	38.4781818181818	NA	592	0.384781818181818
LOC410148	0.1524	1407	41.0927272727273	NA	469	0.410927272727273
LOC410151	0.01926	1293	51.3618181818182	NA	431	0.513618181818182
LOC410157	0.0171	522	52.0027272727273	NA	174	0.520027272727273
LOC410158	0.07301	1254	41.7381818181818	NA	418	0.417381818181818
LOC410159	0.03984	4437	46.6545454545455	NA	1479	0.466545454545455
LOC410162	0.10075	534	33.1818181818182	NA	178	0.331818181818182
LOC410166	0.02719	834	45.66	NA	278	0.4566
LOC410169	0.03119	1050	37.8772727272727	NA	350	0.378772727272727
LOC410171	0.04275	8442	43.3409090909091	NA	2814	0.433409090909091
LOC410172	0.1073	1098	35.1381818181818	NA	366	0.351381818181818
LOC410174	0.0992	2919	45.7827272727273	NA	973	0.457827272727273
LOC410175	0.04266	1428	50.2863636363636	NA	476	0.502863636363636
LOC410178	0.03216	3276	44.0363636363636	NA	1092	0.440363636363636
LOC410183	0.0416	4302	36.9309090909091	Signalling	1434	0.369309090909091
LOC410184	0.00652	1536	40.2109090909091	NA	512	0.402109090909091
LOC410188	0.00528	771	43.9109090909091	NA	257	0.439109090909091
LOC410189	0.08514	1578	42.2818181818182	NA	526	0.422818181818182
LOC410191	0.0203	1857	40.4609090909091	NA	619	0.404609090909091
LOC410194	0.11455	852	33.7481818181818	NA	284	0.337481818181818
LOC410195	0.02266	1014	36.2472727272727	NA	338	0.362472727272727
LOC410198	0.12525	2271	37.4281818181818	NA	757	0.374281818181818
LOC410200	0.09739	564	35.9772727272727	NA	188	0.359772727272727
LOC410201	0.05766	2997	40.47	NA	999	0.4047
LOC410202	0.08476	1200	51.5536363636364	NA	400	0.515536363636364
LOC410205	0.04841	1845	38.1709090909091	NA	615	0.381709090909091
LOC410207	0.07536	3015	41.2781818181818	NA	1005	0.412781818181818
LOC410208	0.00966	1470	37.44	NA	490	0.3744
LOC410211	0.0139	858	55.4463636363636	NA	286	0.554463636363636
LOC410216	0.05474	981	37.9945454545455	NA	327	0.379945454545455
LOC410217	0.01397	3546	36.2545454545455	NA	1182	0.362545454545455
LOC410218	0.09792	555	33.74	NA	185	0.3374
LOC410219	0.03741	1164	42.8918181818182	NA	388	0.428918181818182
LOC410222	0.01682	1050	61.8527272727273	NA	350	0.618527272727273
LOC410223	0.05165	744	33.6745454545455	NA	248	0.336745454545455
LOC410225	0.04245	1236	38.9445454545455	NA	412	0.389445454545455
LOC410226	0.0878	846	37.5245454545455	NA	282	0.375245454545455
LOC410227	0.16521	807	42.1772727272727	NA	269	0.421772727272727
LOC410228	0.0144	993	51.4427272727273	NA	331	0.514427272727273
LOC410229	0.05187	3174	54.0445454545455	Receptor	1058	0.540445454545455
LOC410231	0.01714	3564	56.0445454545455	Receptor	1188	0.560445454545455
LOC410233	0.08688	3594	50.67	NA	1198	0.5067
LOC410234	0.04066	1182	38.1872727272727	NA	394	0.381872727272727
LOC410235	0.05211	3513	58.0854545454545	Receptor	1171	0.580854545454546
LOC410238	0.06078	687	33.1618181818182	NA	229	0.331618181818182
LOC410239	0.1538	2754	34.4490909090909	NA	918	0.344490909090909
LOC410241	0.01639	600	36.56	NA	200	0.3656
LOC410253	0.03777	954	59.3490909090909	NA	318	0.593490909090909
LOC410254	0.09517	1116	49.7627272727273	NA	372	0.497627272727273
LOC410255	0.04864	1614	37.2372727272727	NA	538	0.372372727272727
LOC410257	0.06405	1047	39.4972727272727	Signalling	349	0.394972727272727
LOC410259	0.01615	528	62.0172727272727	NA	176	0.620172727272727
LOC410264	0.06094	1236	36.2245454545455	NA	412	0.362245454545455
LOC410266	0.05116	957	35.5645454545455	NA	319	0.355645454545455
LOC410270	0.0575	1728	56.8863636363636	NA	576	0.568863636363636
LOC410271	0.04836	1413	57.4272727272727	NA	471	0.574272727272727
LOC410278	0.07336	1362	53.2572727272727	NA	454	0.532572727272727
LOC410280	0.00789	645	43.1154545454545	NA	215	0.431154545454545
LOC410283	0.14411	549	42.3727272727273	NA	183	0.423727272727273
LOC410286	0.15488	1629	38.8545454545455	NA	543	0.388545454545455
LOC410288	0.10111	846	42.4663636363636	NA	282	0.424663636363636
LOC410289	0.15354	1659	34.49	NA	553	0.3449
LOC410290	0.06745	1146	34.3809090909091	NA	382	0.343809090909091
LOC410296	0.09187	1455	44.8918181818182	NA	485	0.448918181818182
LOC410297	0.03709	708	36.0036363636364	NA	236	0.360036363636364
LOC410301	0.14594	4113	35.8463636363636	NA	1371	0.358463636363636
LOC410305	0.02876	474	36.5736363636364	NA	158	0.365736363636364
LOC410306	0.00619	540	39.5954545454545	NA	180	0.395954545454545
LOC410307	0.03006	3231	44.7063636363636	NA	1077	0.447063636363636
LOC410315	0.02259	1812	40.2654545454545	NA	604	0.402654545454545
LOC410319	0.10203	5952	40.31	NA	1984	0.4031
LOC410322	0.02207	2151	55.4445454545455	NA	717	0.554445454545455
LOC410324	0.07631	2082	42.8945454545455	NA	694	0.428945454545455
LOC410325	0.11051	2292	36.2718181818182	NA	764	0.362718181818182
LOC410326	0.10951	1059	47.4727272727273	NA	353	0.474727272727273
LOC410328	0.07985	2022	37.82	NA	674	0.3782
LOC410330	0.05981	1326	37.6454545454545	NA	442	0.376454545454545
LOC410332	0.03891	2325	54.2009090909091	NA	775	0.542009090909091
LOC410334	0.07743	1761	51.7409090909091	NA	587	0.517409090909091
LOC410336	0.06631	2052	56.3127272727273	NA	684	0.563127272727273
LOC410337	0.20679	1533	49.7363636363636	NA	511	0.497363636363636
LOC410338	0.05412	1068	37.1818181818182	NA	356	0.371818181818182
LOC410339	0.17292	870	31.7027272727273	NA	290	0.317027272727273
LOC410340	0.07238	1287	40.0154545454545	NA	429	0.400154545454545
LOC410341	0.01254	963	55.7063636363636	NA	321	0.557063636363636
LOC410343	0.05236	915	38.57	NA	305	0.3857
LOC410344	0.08849	222	31.04	NA	74	0.3104
LOC410345	0.04158	2748	37.4709090909091	NA	916	0.374709090909091
LOC410347	0.03961	645	54.9245454545455	NA	215	0.549245454545454
LOC410348	0.0537	2337	43.75	NA	779	0.4375
LOC410349	0.13103	159	36.4790909090909	NA	53	0.364790909090909
LOC410350	0.10427	1104	37.55	NA	368	0.3755
LOC410352	0.04934	4311	39.7663636363636	NA	1437	0.397663636363636
LOC410353	0.17424	684	53.4809090909091	NA	228	0.534809090909091
LOC410354	0.04944	1278	41.2572727272727	NA	426	0.412572727272727
LOC410355	0.06712	975	33.9318181818182	NA	325	0.339318181818182
LOC410357	0.01439	1524	35.6836363636364	NA	508	0.356836363636364
LOC410363	0.10799	4494	49.6136363636364	NA	1498	0.496136363636364
LOC410368	0.04768	5073	49.5809090909091	NA	1691	0.495809090909091
LOC410370	0.07815	462	46.5172727272727	NA	154	0.465172727272727
LOC410371	0.04951	2997	49.9945454545455	NA	999	0.499945454545455
LOC410373	0.11228	771	49.7454545454545	NA	257	0.497454545454545
LOC410375	0.08682	1473	51.5327272727273	NA	491	0.515327272727273
LOC410376	0.11893	588	35.1854545454545	NA	196	0.351854545454545
LOC410379	0.0772	2382	53.4009090909091	NA	794	0.534009090909091
LOC410380	0.06428	2172	45.3954545454545	NA	724	0.453954545454545
LOC410381	0.02444	1071	45.4809090909091	NA	357	0.454809090909091
LOC410383	0.02263	2211	43.3454545454545	NA	737	0.433454545454545
LOC410385	0.04222	1119	43.3354545454545	NA	373	0.433354545454545
LOC410386	0.04835	3213	50.3854545454545	NA	1071	0.503854545454545
LOC410387	0.0507	1047	33.2218181818182	NA	349	0.332218181818182
LOC410388	0.10397	318	36.2490909090909	NA	106	0.362490909090909
LOC410390	0.00984	2097	38.2481818181818	NA	699	0.382481818181818
LOC410394	0.03814	780	37.5409090909091	NA	260	0.375409090909091
LOC410395	0.02809	486	35.8945454545455	NA	162	0.358945454545455
LOC410398	0.08723	1611	50.6745454545455	NA	537	0.506745454545454
LOC410403	0.04881	681	35.5218181818182	NA	227	0.355218181818182
LOC410405	0.05494	1533	51.9063636363636	NA	511	0.519063636363636
LOC410408	0.0662	2994	47.8381818181818	NA	998	0.478381818181818
LOC410410	0.09134	1761	35.1554545454545	NA	587	0.351554545454545
LOC410414	0.00638	2937	46.2745454545455	NA	979	0.462745454545455
LOC410420	0.08787	600	36.9390909090909	NA	200	0.369390909090909
LOC410423	0.12815	3093	49.4790909090909	NA	1031	0.494790909090909
LOC410424	0.05054	1083	46.2863636363636	NA	361	0.462863636363636
LOC410427	0.00355	714	51.2345454545455	NA	238	0.512345454545455
LOC410429	0.16718	639	36.3627272727273	NA	213	0.363627272727273
LOC410432	0.05216	951	40.8372727272727	NA	317	0.408372727272727
LOC410434	0.01484	1140	50.5109090909091	NA	380	0.505109090909091
LOC410441	0.1246	774	45.08	NA	258	0.4508
LOC410442	0.11906	1794	41.3054545454545	NA	598	0.413054545454545
LOC410446	0.04037	1803	38.7590909090909	NA	601	0.387590909090909
LOC410447	0.04748	2394	45.1736363636364	NA	798	0.451736363636364
LOC410449	0.05614	1200	53.1127272727273	NA	400	0.531127272727273
LOC410451	0.11586	1395	36.6245454545455	NA	465	0.366245454545455
LOC410456	0.07965	954	51.7527272727273	NA	318	0.517527272727273
LOC410459	0.02536	990	36.0781818181818	NA	330	0.360781818181818
LOC410462	0.14584	3756	50.3954545454545	NA	1252	0.503954545454545
LOC410463	0.13783	1263	33.2109090909091	NA	421	0.332109090909091
LOC410464	0.05877	1362	58.0563636363636	NA	454	0.580563636363636
LOC410467	0.06266	3048	53.1654545454545	NA	1016	0.531654545454545
LOC410468	0.05403	912	60.6663636363636	NA	304	0.606663636363636
LOC410469	0.09543	657	32.8081818181818	NA	219	0.328081818181818
LOC410470	0.03735	1437	53.7809090909091	NA	479	0.537809090909091
LOC410475	0.07981	1011	31.5536363636364	NA	337	0.315536363636364
LOC410480	0.04432	3330	54.56	NA	1110	0.5456
LOC410482	0.06428	1422	47.0909090909091	NA	474	0.470909090909091
LOC410483	0.08527	504	49.9636363636364	NA	168	0.499636363636364
LOC410484	0.17868	1683	47.6045454545455	NA	561	0.476045454545454
LOC410485	0.05177	2823	40.7554545454545	NA	941	0.407554545454546
LOC410486	0.03243	723	45.2427272727273	NA	241	0.452427272727273
LOC410487	0.04168	981	53.9336363636364	NA	327	0.539336363636364
LOC410489	0.06898	4533	47.5236363636364	NA	1511	0.475236363636364
LOC410493	0.06534	3039	37.2627272727273	NA	1013	0.372627272727273
LOC410497	0.03777	978	50.8745454545455	NA	326	0.508745454545455
LOC410499	0.05177	1092	54.4127272727273	NA	364	0.544127272727273
LOC410501	0.03507	4887	42.93	NA	1629	0.4293
LOC410502	0.01324	10872	45.6663636363636	NA	3624	0.456663636363636
LOC410505	0.01088	1137	45.3027272727273	NA	379	0.453027272727273
LOC410507	0.05226	1878	37.8745454545455	NA	626	0.378745454545455
LOC410510	0.07128	2316	40.75	Signalling	772	0.4075
LOC410511	0.0522	2835	35.9163636363636	NA	945	0.359163636363636
LOC410512	0.09123	966	31.2354545454545	NA	322	0.312354545454545
LOC410516	0.03529	780	40.0945454545455	NA	260	0.400945454545455
LOC410517	0.0526	516	55.5663636363636	NA	172	0.555663636363636
LOC410518	0.0425	795	41.6118181818182	NA	265	0.416118181818182
LOC410520	0.15237	1119	50.9218181818182	NA	373	0.509218181818182
LOC410521	0.09502	1872	44.4745454545455	NA	624	0.444745454545455
LOC410525	0.02811	441	37.8881818181818	NA	147	0.378881818181818
LOC410526	0.06481	1518	54.66	NA	506	0.5466
LOC410527	0.0575	4011	49.2818181818182	NA	1337	0.492818181818182
LOC410530	0.10528	1344	46.1909090909091	NA	448	0.461909090909091
LOC410532	0.13291	1212	44.5245454545455	NA	404	0.445245454545455
LOC410533	0.06632	633	40.3418181818182	NA	211	0.403418181818182
LOC410534	0.05267	1755	57.5236363636364	NA	585	0.575236363636364
LOC410538	0.13069	1674	43.6454545454545	NA	558	0.436454545454545
LOC410539	0.16686	1629	42.7363636363636	NA	543	0.427363636363636
LOC410541	0.10408	1983	39.0363636363636	NA	661	0.390363636363636
LOC410542	0.02983	1656	37.7418181818182	NA	552	0.377418181818182
LOC410546	0.0636	1977	40.0336363636364	NA	659	0.400336363636364
LOC410547	0.03432	687	40.1218181818182	NA	229	0.401218181818182
LOC410549	0.03124	1002	41.9609090909091	NA	334	0.419609090909091
LOC410550	0.14429	1272	48.9281818181818	NA	424	0.489281818181818
LOC410554	0.10073	1650	48.3863636363636	NA	550	0.483863636363636
LOC410556	0.08796	1188	37.94	NA	396	0.3794
LOC410557	0.25804	501	35.9645454545455	NA	167	0.359645454545454
LOC410558	0.10472	3780	37.0109090909091	NA	1260	0.370109090909091
LOC410561	0.02341	705	33.0890909090909	NA	235	0.330890909090909
LOC410562	0.01563	1161	54.6	NA	387	0.546
LOC410565	0.04277	2259	35.2636363636364	NA	753	0.352636363636364
LOC410566	0.13862	1422	46.1509090909091	NA	474	0.461509090909091
LOC410567	0.20443	777	49.0927272727273	NA	259	0.490927272727273
LOC410570	0.10216	2328	45.88	NA	776	0.4588
LOC410571	0.13789	2790	35.8954545454545	NA	930	0.358954545454545
LOC410573	0.06011	2313	44.5581818181818	NA	771	0.445581818181818
LOC410575	0.04879	1131	36.01	Signalling	377	0.3601
LOC410577	0.14312	585	54.9336363636364	NA	195	0.549336363636364
LOC410581	0.02564	1134	54.5690909090909	NA	378	0.545690909090909
LOC410583	0.08409	1179	47.0736363636364	NA	393	0.470736363636364
LOC410585	0.04679	4275	51.5972727272727	NA	1425	0.515972727272727
LOC410589	0.06433	2583	56.98	NA	861	0.5698
LOC410591	0.1862	465	33.7027272727273	NA	155	0.337027272727273
LOC410595	0.02723	1176	39.2372727272727	NA	392	0.392372727272727
LOC410597	0.08519	1095	33.2663636363636	NA	365	0.332663636363636
LOC410600	0.07043	2280	54.49	NA	760	0.5449
LOC410602	0.14249	1002	40.2654545454545	NA	334	0.402654545454545
LOC410604	0.01322	1323	37.8745454545455	NA	441	0.378745454545455
LOC410607	0.03669	660	38.9527272727273	NA	220	0.389527272727273
LOC410609	0.09213	3234	54.03	NA	1078	0.5403
LOC410610	0.02927	435	38.9754545454545	NA	145	0.389754545454545
LOC410612	0.07912	978	37.5909090909091	NA	326	0.375909090909091
LOC410613	0.07736	2502	52.7418181818182	NA	834	0.527418181818182
LOC410616	0.08633	1542	37.9018181818182	NA	514	0.379018181818182
LOC410617	0.07696	969	36.9545454545455	NA	323	0.369545454545455
LOC410618	0.07824	1446	34.5081818181818	NA	482	0.345081818181818
LOC410622	0.07382	1545	37.2636363636364	NA	515	0.372636363636364
LOC410630	0.03467	3150	49.2554545454545	NA	1050	0.492554545454545
LOC410632	0.00952	1590	50.1590909090909	NA	530	0.501590909090909
LOC410635	0.05234	861	47.1563636363636	NA	287	0.471563636363636
LOC410636	0.12998	387	39.7709090909091	NA	129	0.397709090909091
LOC410638	0.05838	1440	47.4545454545455	NA	480	0.474545454545455
LOC410643	0.04703	591	56.9309090909091	NA	197	0.569309090909091
LOC410648	0.04532	1536	56.6654545454545	NA	512	0.566654545454545
LOC410649	0.02743	1341	45.6581818181818	NA	447	0.456581818181818
LOC410658	0.1376	1269	53.7427272727273	NA	423	0.537427272727273
LOC410659	0.05522	1872	38.1609090909091	NA	624	0.381609090909091
LOC410663	0.03729	417	31.9381818181818	NA	139	0.319381818181818
LOC410664	0.10092	1866	35.1318181818182	NA	622	0.351318181818182
LOC410674	0.0071	621	51.4718181818182	NA	207	0.514718181818182
LOC410675	0.03881	777	40.4590909090909	NA	259	0.404590909090909
LOC410676	0.1045	522	32.1318181818182	NA	174	0.321318181818182
LOC410684	0.06094	675	57.63	NA	225	0.5763
LOC410685	0.03121	1446	54.6327272727273	NA	482	0.546327272727273
LOC410686	0.02195	1950	58.1072727272727	NA	650	0.581072727272727
LOC410687	0.12326	1236	42.0418181818182	NA	412	0.420418181818182
LOC410688	0.01677	2757	43.5527272727273	NA	919	0.435527272727273
LOC410690	0.08949	1182	37.8254545454545	NA	394	0.378254545454545
LOC410694	0.03541	831	50.29	NA	277	0.5029
LOC410705	0.20629	1311	43.4381818181818	NA	437	0.434381818181818
LOC410706	0.04137	1560	56.0081818181818	NA	520	0.560081818181818
LOC410710	0.16669	1197	44.3318181818182	NA	399	0.443318181818182
LOC410717	0.10673	2448	51.0272727272727	NA	816	0.510272727272727
LOC410719	0.12604	867	37.8218181818182	Signalling	289	0.378218181818182
LOC410723	0.10367	1581	55.6154545454545	NA	527	0.556154545454545
LOC410727	0.20194	1131	37.6418181818182	NA	377	0.376418181818182
LOC410729	0.17807	1416	44.2790909090909	NA	472	0.442790909090909
LOC410730	0.1273	1101	46.2145454545455	NA	367	0.462145454545455
LOC410732	0.05774	1353	55.8972727272727	Signalling	451	0.558972727272727
LOC410740	0.11465	924	35.99	NA	308	0.3599
LOC410744	0.03282	1872	51.6181818181818	NA	624	0.516181818181818
LOC410747	0.0804	1845	53.7909090909091	NA	615	0.537909090909091
LOC410749	0.1005	2655	37.3390909090909	NA	885	0.373390909090909
LOC410752	0.08406	1752	49.1663636363636	NA	584	0.491663636363636
LOC410753	0.03467	720	34.5963636363636	NA	240	0.345963636363636
LOC410754	0.0909	705	36.1190909090909	NA	235	0.361190909090909
LOC410755	0.07422	837	50.2545454545455	NA	279	0.502545454545455
LOC410763	0.07603	906	35.9327272727273	NA	302	0.359327272727273
LOC410766	0.08672	1746	34.7954545454545	NA	582	0.347954545454545
LOC410769	0.11127	2571	43.93	NA	857	0.4393
LOC410772	0.0695	1575	35.9590909090909	NA	525	0.359590909090909
LOC410776	0.05296	612	55.14	NA	204	0.5514
LOC410777	0.03725	6090	34.6309090909091	NA	2030	0.346309090909091
LOC410782	0.06027	2775	38.9181818181818	NA	925	0.389181818181818
LOC410784	0.16583	1308	33.1027272727273	NA	436	0.331027272727273
LOC410788	0.13214	2664	50.1790909090909	NA	888	0.501790909090909
LOC410791	0.15109	675	54.2763636363636	NA	225	0.542763636363636
LOC410796	0.05422	2757	40.6972727272727	NA	919	0.406972727272727
LOC410799	0.05178	1833	40.2809090909091	NA	611	0.402809090909091
LOC410801	0.10506	597	48.6227272727273	NA	199	0.486227272727273
LOC410802	0.04766	825	50.0381818181818	NA	275	0.500381818181818
LOC410804	0.11823	2076	38.8372727272727	NA	692	0.388372727272727
LOC410805	0.23268	1242	46.4718181818182	NA	414	0.464718181818182
LOC410809	0.02031	1485	44.9709090909091	NA	495	0.449709090909091
LOC410811	0.0071	2763	38.8636363636364	NA	921	0.388636363636364
LOC410812	0.04207	582	38.2218181818182	Signalling	194	0.382218181818182
LOC410816	0.07143	909	39.4609090909091	NA	303	0.394609090909091
LOC410819	0.06225	2427	55.7263636363636	NA	809	0.557263636363636
