Gene	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC410151	1	1	1	1	1	1	1	1	1	1	1
LOC410158	1	1	1	1	1	1	1	1	1	1	1
LOC410162	1	1	1	1	1	1	1	1	2.18806542381255e-06	1	1
LOC410166	1	1	1	1	1	1	1	1	1	1	1
LOC410169	1	1	1	1	1	1	1	1	1	1	1
LOC410171	1	1	1	1	1	1	1	1	1	1	1
LOC410174	1	1	1	1	1	1	1	1	1	1	1
LOC410175	1	1	1	1	1	1	1	1	1	1	1
LOC410178	1	1	1	1	1	1	1	1	0.107261113458136	1	1
LOC410184	1	1	1	1	1	1	1	1	1	1	1
LOC410188	1	1	1	1	1	1	1	1	1	1	1
LOC410189	1	1	1	1	1	1	1	1	1	1	1
LOC410191	1	1	1	1	1	1	1	1	1	1	1
LOC410194	1	1	1	1	1	1	1	1	1	1	1
LOC410195	1	1	1	1	1	1	1	1	1	1	1
LOC410198	1	1	1	1	1	1	0.207908792659287	1	1	1	1
LOC410200	1	1	1	1	1	1	1	1	1	1	1
LOC410201	1	1	1	1	1	1	1	1	1	1	1
LOC410202	1	1	1	1	1	1	1	1	1	1	1
LOC410205	1	1	1	1	1	1	1	1	1	1	1
LOC410207	1	1	1	1	1	1	1	1	1	1	1
LOC410208	1	1	1	1	1	1	1	1	0.147898004309146	1	1
LOC410211	1	1	1	1	1	1	1	1	1	1	1
LOC410216	1	1	1	1	1	1	1	1	1	1	1
LOC410217	1	1	1	1	1	0.0530585809659475	1	1	1	0.0277248597357037	1
LOC410218	1	1	1	1	1	1	1	1	1	1	1
LOC410219	1	1	1	1	1	1	1	1	1	1	1
LOC410222	1	1	1	1	1	1	1	1	1	1	1
LOC410223	1	1	1	1	1	1	1	1	1	1	1
LOC410225	1	1	1	1	1	1	1	1	1	1	1
LOC410226	1	1	1	1	1	1	1	1	1	1	1
LOC410227	1	1	1	1	1	1	1	1	1	1	1
LOC410228	1	1	1	1	1	1	1	1	1	1	1
LOC410229	1	1	1	1	1	1	1	1	3.25324861899832e-41	0.641880658536961	1
LOC410231	1	1	1	1	1	1	1	1	1	1	1
LOC410233	0.27277991101207	1	1	0.258582165577889	1	1	1	1	1	1	1
LOC410234	1	1	1	1	1	1	1	1	1	1	1
LOC410235	1	1	1	1	1	1	1	1	2.92845103356231e-20	1	1
LOC410238	1	1	1	1	1	1	1	1	1	1	1
LOC410239	1	1	1	1	1	1	0.00777736192748202	1	1	1	1
LOC410253	1	1	1	1	1	1	1.49148613198762e-08	1	0.0558505817367582	1	1
LOC410254	1	1	1	1	1	1	1	1	1	1	1
LOC410255	1	1	1	1	1	1	1	1	1	1	1
LOC410259	1	1	1	1	1	1	1	1	1	1	1
LOC410264	1	1	1	1	1	1	1	1	1	1	1
LOC410266	1	1	1	1	1	1	1	1	1	1	1
LOC410271	1	1	1	1	1	1	1	1	1	1	1
LOC410278	1	1	1	1	1	1	1	1	1	1	1
LOC410280	1	1	1	1	1	1	1	1	1	1	1
LOC410288	1	1	1	1	1	1	1	1	1	1	1
LOC410290	1	1	1	1	1	1	1	1	1	0.00864372181871112	1
LOC410296	1	1	1	1	1	1	1	1	1	1	1
LOC410297	1	1	1	1	1	1	1	1	1	1	1
LOC410301	1	1	1	1	1	1	1	1	8.75599258535092e-07	1	0.0816834360217804
LOC410305	1	1	1	1	1	1	1	1	1	1	1
LOC410306	1	1	1	1	1	1	1	1	1	1	1
LOC410307	1	1	1	1	1	1	1	1	1	1	1
LOC410315	1	1	1	1	1	1	1	1	0.00170348024902895	1	1
LOC410319	1	1	1	1	1	1	1	1	1	1	1
LOC410320	1	1	1	1	1	1	1	1	1	1	1
LOC410322	1	1	1	1	1	1	1	1	1	1	1
LOC410324	1	1	1	1	1	1	1	1	1	1	1
LOC410325	1	1	1	1	1	1	1	1	1	1	1
LOC410326	1	1	1	1	1	1	1	1	1	1	1
LOC410328	1	1	1	1	1	1	1	1	1	1	1
LOC410330	1	1	1	1	1	1	1	1	1	1	1
LOC410332	1	1	1	1	1	1	1	1	0.0115846148517614	1	1
LOC410334	1	1	1	0.763750693382321	1	1	1	1	1	1	1
LOC410336	1	1	1	1	1	1	1	1	6.37921038690005e-37	1	1
LOC410339	1	1	1	1	1	1	1	1	1	1	1
LOC410340	1	1	1	1	1	1	1	1	2.63796725779668e-06	1	1
LOC410341	1	1	1	1	1	1	1	1	0.0544501104672257	1	1
LOC410343	1	1	1	1	1	1	1	1	1	1	1
LOC410344	1	1	1	1	1	1	0.717570322429787	1	0.0123538989775419	1	1
LOC410345	1	1	1	1	1	1	1	1	1	9.40091285888602e-07	0.281826129779062
LOC410347	1	1	1	1	NA	1	1	1	8.84483126652732e-08	1	1
LOC410348	1	1	1	1	1	1	1	1	1	1	1
LOC410349	1	1	1	1	1	1	1	1	1	1	1
LOC410350	1	1	1	1	1	1	1	1	1	0.00118238431764638	1
LOC410352	1	1	1	0.00421420357561412	1	1	1	1	1	1	1
LOC410353	1	1	1	1	1	1	1	1	3.48982193750024e-08	1	1
LOC410354	1	1	1	1	1	1	1	1	1.95202095132598e-14	1	1
LOC410355	1	1	1	1	1	0.000209601930799716	1	1	1	1	1
LOC410357	1	1	1	1	1	1	1	1	1	1	1
LOC410363	1	1	1	8.07707203903435e-08	1	1	1	1	1	1	1
LOC410368	1	1	1	1	1	1	1	1	1	1	1
LOC410370	1	1	1	1	1	1	1	1	1	1	1
LOC410373	1	1	1	1	1	1	1	1	1	1	1
LOC410375	1	1	1	1	1	1	1	1	1	1	1
LOC410380	1	1	1	1	1	1	1	1	0.781091897359164	1	1
LOC410381	1	1	1	1	1	1	1	1	1	1	1
LOC410385	1	1	1	1	1	1	1	1	1	1	1
LOC410386	1	1	1	1	1	1	1	1	1	1	1
LOC410387	1	1	1	1	1	1	1	1	1	1	1
LOC410388	1	1	1	1	1	1	1	1	1	1	1
LOC410390	1	1	1	1	1	1	1	1	1	1	1
LOC410394	1	1	1	1	1	1	1	1	1	1	1
LOC410398	0.215516328616399	0.00161062611810082	1	1	2.45636747835782e-06	1	1	1	1	1	1
LOC410403	1	1	1	1	1	1	1	1	1	1	1
LOC410405	1	1	1	1	1	1	1	1	1	1	1
LOC410408	1	1	1	1	1	1	3.09805702214421e-25	1	1	1	1
LOC410410	1	1	1	1	1	1	1	1	1	1	1
LOC410423	1	1	1	1	1	1	0.70747269389949	1	1	1	1
LOC410424	1	1	1	1	1	1	1	1	1	1	1
LOC410427	1	1	1	1	1	1	1	1	1	1	1
LOC410429	1	1	1	1	1	1	1	1	0.0306015771317653	1	1
LOC410432	1	1	1	1	1	1	1	1	1.80373418703833e-14	1	1
LOC410434	1	1	1	1	1	1	1	1	1	1	1
LOC410441	1	1	1	1	1	1	1	1	1	1	1
LOC410442	1	1	1	1	1	1	1	1	0.000747226107603871	1	1
LOC410446	1	1	1	1	1	1	1	1	1	1	1
LOC410447	1	1	1	1	1	1	1	1	1	1	1
LOC410449	1	1	1	1	1	1	1	1	0.0295536326310888	1	1
LOC410459	1	1	1	1	1	1	1	1	1	1	1
LOC410462	1	1	1	0.0629072841374068	1	1	1	1	1	1	1
LOC410463	1	1	1	1	1	1	1	1	1	1	1
LOC410464	1	1	1	1	1	1	1	1	1	0.000620051298534673	1
LOC410467	1	1	1	1	1	1	1	1	6.57131661724455e-08	1	1
LOC410468	1	1	1	1	1	1	3.84261838863929e-07	1	1	1	1
LOC410469	1	1	1	1	1	1	1	1	1	1	1
LOC410475	1	1	1	1	1	1	1	1	1	1	1
LOC410480	1	1	1	1	1	1	1	1	9.6273374602678e-06	1	1
LOC410482	1	1	1	1	1	1	1.71986433434699e-08	1	1	1	1
LOC410483	1	1	1	1	1	1	1	1	1	1	1
LOC410486	1	1	1	1	1	1	1	1	1	1	1
LOC410487	1	1	1	1	1	1	1	1	1	1	1
LOC410489	1	1	1	1	1	1	1	0.0113553485011995	1	0.0433794362012105	1
LOC410493	1	1	1	1	1	1	0.0307603121850006	1	1	1	1
LOC410497	1	1	1	1	1	1	1	1	4.09534795624034e-09	1	1
LOC410499	1	1	1	1	1	1	1	1	1	1	1
LOC410501	1	1	1	1	1	1	1	1	1	1	1
LOC410502	1	1	1	1	1	1	1	1	1	1	1
LOC410505	1	1	1	1	1	1	1	1	0.24868222711825	1	1
LOC410507	1	1	1	1	1	4.51461973865048e-07	1	1	1	1	1
LOC410511	1	1	1	1	1	0.0549133689783307	1	1	1	1	1
LOC410516	1	1	1	1	1	1	1	1	1	1	1
LOC410517	1	1	1	1	1	1	1	1	1	1	1
LOC410518	1	1	1	1	1	1	1	1	1	1	1
LOC410520	1	1	1	1	1	1	1	1	1	1	1
LOC410521	1	1	1	1	1	1	1	1	0.71270730930498	1	1
LOC410526	1	1	1	1	1	1	1	1	1	1	1
LOC410527	1	1	1	1	1	1	1	1	1.00549134696729e-08	1	1
LOC410530	1	1	1	1	1	1	1	1	1	1	1
LOC410532	1	1	1	1	1	1	1	1	1	1	1
LOC410533	1	1	1	1	1	1	1	1	1	1	1
LOC410534	1	1	1	1	1	1	1	1	1	1	1
LOC410539	1	1	1	1	1	1	1	1	1	1	1
LOC410541	1	1	1	1	1	0.0330887006223468	1	1	1	0.111460419298191	1
LOC410546	1	1	1	1	1	0.00267918527895523	1	1	1	1	1
LOC410547	1	1	1	1	1	1	1	1	1	1	1
LOC410549	1	1	1	1	1	1	1	1	1.40531176520077e-15	1	1
LOC410554	1	1	1	1	1	1	1	1	0.255102468841079	1	1
LOC410556	1	1	1	1	1	1	1	1	1	1	1
LOC410557	1	1	1	1	1	1	1	1	1	1	1
LOC410558	1	1	1	1	1	1	0.0685336830291487	1	1	1	1
LOC410562	1	1	1	1	1	1	1	1	1	1	1
LOC410565	1	1	1	1	1	3.16211891158571e-07	1	1	1	4.82964711590001e-08	1
LOC410566	1	1	1	1	1	1	1	1	1	1	1
LOC410567	7.29600325756275e-08	1	1	6.65033859667479e-32	1	1	1	1	1	1	1
LOC410570	1	1	1	1	1	1	1	1	1	1	1
LOC410573	1	1	1	1	1	1	1	1	1	1	1
LOC410581	1	1	1	1	1	1	1	1	1	1	1
LOC410589	1	1	1	1	1	1	1	1	1	1	1
LOC410591	1	1	1	1	NA	1	1	1	1	1	1
LOC410595	1	1	1	1	1	1	1	1	1	1	1
LOC410597	1	1	1	1	1	1	1	1	0.857141710565577	1	1
LOC410600	1	1	1	1	1	1	0.0858947908432528	1	3.57493820835004e-11	1	1
LOC410602	1	1	1	1	1	1	1	1	1	1	1
LOC410604	1	1	1	1	1	1	1	1	1	1	1
LOC410607	1	1	1	1	1	1	1	1	1	1	1
LOC410609	1	1	1	1	1	1	1	1	1.44191806738346e-25	0.000117193797028658	1
LOC410610	1	1	1	1	1	1	1	1	1	1	1
LOC410612	1	1	1	1	1	1	1	1	1	1	1
LOC410613	1	1	1	1	1	1	1	1	1	1	1
LOC410616	1	1	1	1	1	1	1	1	1	1	1
LOC410617	1	1	1	1	1	1	1	1	1	1	1
LOC410622	1	1	1	8.54766859200034e-08	1	1	1	1	0.603160650663853	1	1
LOC410632	1	1	1	1	1	1	1	1	1	1	1
LOC410635	1	1	1	1	1	1	1	1	1	1	1
LOC410638	1	1	1	1	1	1	1	1	1	1	1
LOC410643	1	1	1	1	1	1	0.0406031447644618	1	2.44321266902893e-06	1	1
LOC410648	1	1	1	1	1	1	1	1	1.22043797861972e-07	1	1
LOC410649	1	1	1	1	1	1	1	1	8.83246641971659e-11	1	1
LOC410658	1	1	1	1	1	1	0.000308316047455702	1	1	1	1
LOC410659	1	1	1	1	1	1	1	1	1	1	1
LOC410674	1	1	1	1	1	1	1	1	1	1	1
LOC410675	1	1	1	1	1	1	1	1	1	1	1
LOC410676	1	1	1	1	1	1	1	1	1	1	1
LOC410684	1	1	1	1	1	1	1	1	0.875986256950801	1	1
LOC410685	1	1	1	1	1	1	1	1	1	1	1
LOC410686	1	1	1	1	1	1	1	1	1	1	1
LOC410687	1	1	1	1	1	1	1	1	1	1	1
LOC410688	1	1	1	1	1	1	1	1	1	1	1
LOC410690	1	1	1	1	1	1	1	1	1	1	1
LOC410694	1	2.93152160667468e-19	1	1	2.915296792096e-15	1	1	1	1	1	1
LOC410705	1	1	1	1	1	1	1	1	1	1	1
LOC410706	1	1	1	1	1	1	1	1	3.54442831547885e-22	0.000892134037305478	1
LOC410710	1	1	1	1	1	1	1	1	1	1	1
LOC410717	1	1	1	1	1	1	1	1	1.1440956809615e-19	1	1
LOC410723	1	1	1	1	1	1	1	1	1.54778608658716e-25	1	1
LOC410727	1	1	1	1	1	1	1	1	1	1	1
LOC410729	1	1	1	1	1	1	1	1	1	1	1
LOC410730	1	1	1	1	1	1	1	1	0.0311736553071571	1	1
LOC410740	1	1	1	1	1	1	1	1	0.762980627293707	1	1
LOC410744	1	1	1	1	1	1	1	1	1	1	1
LOC410747	1	1	1	1	1	1	1	1	1	1	1
LOC410749	1	1	1	1	1	1	1	1	1	1	1
LOC410752	1	1	1	1	1	1	1	1	1	1	1
LOC410753	1	1	1	1	1	1	1	1	1	1	1
LOC410754	1	1	1	1	1	1	1	1	1	1	1
LOC410755	1	1	1	1	1	1	1	1	1	1	0.025820341829175
LOC410758	1	1	1	1	NA	1	1	1	1	1	1
LOC410763	1	1	1	1	1	1	1	1	1	1	1
LOC410766	1	1	1	1	1	1	1.21653646304014e-12	1	1	1	1
LOC410769	1	1	1	1	NA	1	1	1	1	1	1
LOC410772	1	1	1	1	1	1	1	1	1	1	1
LOC410776	1	1	1	1	1	1	6.50335898588991e-06	1	1	1	1
LOC410777	1	1	1	1	1	9.20924064837116e-06	1	1	5.53419946362097e-19	1	1
LOC410782	1	1	1	1	1	1	1	1	1	1	1
LOC410784	1	1	1	1	1	1	1	1	0.0129763700475302	1	1
LOC410788	1	1	1	1	1	1	0.00122644065801706	1	1	1	1
LOC410791	1	1	1	1	1	1	1	1	1	1	1
LOC410796	1	1	1	1	1	1	1	1	1	1	1
LOC410799	1	1	1	1	1	1	1	1	1	1	1
LOC410801	1	1	1	1	1	1	1	1	1	1	1
LOC410802	1	1	1	1	1	1	0.0110581916626368	1	1	0.659844659694605	1
LOC410804	1	1	1	1	1	1	1	1	1	1	1
LOC410805	1	1	1	1	1	1	1	0.372869188761283	1	1	0.809880211854313
LOC410809	1	1	1	1	1	1	1	1	1	1	1
LOC410816	1	1	1	1	1	1	1	1	1	1	1
LOC410819	1	1	1	1	1	1	1	1	1	1	1
LOC410823	1	1	1	1	1	1	1	1	1	1	1
LOC410824	1	1	1	1	1	1	1	1	1	1	1
LOC410825	1	1	1	1	1	1	1.61545547999753e-06	1	1	1	1
LOC410828	1	1	1	1	1	1	1	1	1	1	1
LOC410833	1	1	1	1	1	1	1	1	1	1	1
LOC410838	1	1	1	1	NA	1	1	1	1.72848244994151e-08	1	1
LOC410844	1	1	1	1	1	1	1	1	1	1	1
LOC410848	1	1	1	1	1	1	1	1	1	1	1
LOC410849	1	1	1	1	1	1	1	1	1	1	1
LOC410851	1	1	1	1	1	1	4.37752976803796e-05	1	1	1	1
LOC410854	1	1	1	1	1	1	1	1	0.143514146844936	1	1
LOC410855	1	1	1	1	1	1	1	1	9.66165936191961e-08	1	1
LOC410856	1	1	1	1	1	1	1	1	1	1	1
LOC410862	1	1	1	1	1	1	1	1	1	1	1
LOC410863	1	1	1	1	1	1	1	1	1	1	1
LOC410864	1	1	1	1	1	1	1	1	1.16971937847088e-05	1	1
LOC410865	0.0119987411991524	1	1	2.99095703341754e-10	1	1	2.7001234860767e-11	1	1	1	1
LOC410867	1	1	1	1	1	1	1	1	1	1	1
LOC410869	1	1	1	1	1	1	1	1	1	1	1
LOC410871	1	1	1	1	1	1	1	1	1	1	1
LOC410872	1	1	1	1	1	1	1	1	3.77624793169165e-08	1	1
LOC410874	1	1	1	1	1	1	1	1	1	1	1
LOC410875	1	1	1	1	1	1	1	1	1	1	1
LOC410876	1	1	1	1	1	1	1	1	2.43598459808309e-14	1	1
LOC410877	1	1	1	1	1	1	1	1	1	1	1
LOC410878	1	1	1	1	1	1	1	1	1	1	1
LOC410883	1	1	1	1	1	1	1	1	1	1	1
LOC410886	1	1	1	1	1	1	0.0114281257521229	1	1	0.675912410827909	1
LOC410887	1	1	1	0.406805862991288	1	1	1	1	1	1	1
LOC410890	1	1	1	1	1	1	1	1	1	1	1
LOC410891	1	1	1	1	1	1	1	1	1	1	1
LOC410894	1	1	1	1	1	1	1	1	2.49368805335608e-11	1	1
LOC410896	1	1	1	1	1	1	0.00103000450277126	1	1	1	1
LOC410897	1	1	1	1	1	1	1	1	1	1	1
LOC410905	1	1	1	1	1	1	1	1	9.90701998743077e-13	1	1
LOC410906	1	1	1	1	1	1	1	1	1	1	1
LOC410916	1	1	1	1	1	1	1	1	1	1	1
LOC410920	1	1	1	1	1	1	1	1	0.0197413234995342	1	1
LOC410922	1	1	1	1	1	1	1	1	1.61125025433223e-07	1	1
LOC410924	1	1	1	1	1	1	1	1	1	1	1
LOC410925	1	1	1	0.000195143418737811	1	1	1	1	1	1	7.74777206712824e-25
LOC410933	1	1	1	1	1	1	1	1	1	1	1
LOC410936	1	1	1	1	1	1	1	1	1	1	1
LOC410941	1	1	1	1	1	1	1	1	1	1	1
LOC410948	1	1	1	1	1	3.10959116354567e-08	1	1	1	0.000389490559730854	1
LOC410949	1	1	1	1	1	1	1	1	1	1	1
LOC410950	1	1	1	1	1	1	1	1	1	1	1
LOC410953	1	1	1	1	1	1	1	1	2.18984160750616e-06	1	1
LOC410956	1	1	1	0.320205703186273	1	1	1	1	1	1	1
LOC410958	1	1	1	1	1	1	1	1	1	1	1
LOC410960	1	1	1	1	1	1	1	1	1	4.51663370788064e-12	1
LOC410961	1	1	1	1	1	1	1	1	1	1	1
LOC410964	1	1	1	1	1	1	1	1	1	1	1
LOC410967	1	1	1	1	1	1	1	1	1	1	1
LOC410968	1	1	1	1	1	1	1	1	1	1	1
LOC410970	1	1	1	1	1	1	1	1	0.159442394992567	1	1
LOC410979	1	1	1	0.680353582050986	1	1	1	1	1	1	1
LOC410980	1	1	1	1	1	1	1	1	1	1	1
LOC410986	1	1	1	1	1	1	0.000688487278494573	1	3.18302273066216e-07	1	1
LOC410987	1	1	1	1	1	1	1	1	1	1	1
LOC410989	1	1	1	1	1	1	1	1	2.17700861258404e-11	1	1
LOC410990	1	1	1	1	1	1	1	1	1	1	1
LOC410992	1	1	1	1	1	1	1	1	1	1	1
LOC410997	1.44653852660099e-11	1	1	1	1	1	1	1	1.52483717786065e-13	1	1
LOC410998	1	1	1	1	1	1	1	1	1	1	1
LOC410999	1	1	1	1	1	1	1	1	1	1	1
LOC411003	1	1	1	1	1	1	0.0994383501828141	1	0.000766351611239563	1	1
LOC411009	1	1	1	1	1	1	1	1	1.35290486833748e-15	1	1
LOC411011	1	1	1	1	1	1	0.334207207234996	1	5.02624357803294e-16	1	1
LOC411024	1	1	1	1	1	1	1	1	1	1	1
LOC411030	1	1	1	1	1	1	1	1	1	0.169722987038361	1
LOC411036	1	1	1	1	0.457783639581047	1	1	1	1	1	1
LOC411038	1	1	1	1	1	1	1	1	1	1	1
LOC411044	1	1	1	1	1	1	1	1	2.37875609310957e-06	1	1
LOC411047	1	1	1	1	1	7.22097260777708e-09	1	0.158458524209461	1	1	1
LOC411052	1	1	1	1	1	1	1	1	1	1	1
LOC411053	1	1	1	1	1	0.000242306195911295	0.00140147269275163	0.00218744848454125	0.00070863714927031	6.16793915760957e-08	0.013819069060336
LOC411059	1	1	1	1	1	9.2918600112725e-05	1	1	1	1	1
LOC411062	1	1	1	1	1	7.15581485270319e-10	1	1	1	1	1
LOC411065	1	1	1	1	1	1	1	1	1	1	1
LOC411068	1	1	1	1	1	1	1	1	1	1	1
LOC411069	1	1	1	1	1	1	1	1	1	1	1
LOC411071	1	1	1	1	1	1	1	1	1	1	1
LOC411072	1	1	1	1	1	1	1	1	1	1	1
LOC411073	1	1	1	1	1	1	1	1	1	1	1
LOC411076	1	1	1	1	1	1	1	1	5.09349214687282e-17	1	1
LOC411077	1	1	1	1	1	1	1	1	1	1	1
LOC411079	1	1	1	1	1	1	1	1	1	1	1
LOC411080	1	1	1	1	1	1	1	1	1	1	1
LOC411081	1	1	1	1	1	1	1	1	1	1	1
LOC411090	1	1	1	1	1	1	1	1	1	1	1
LOC411093	1	1	1	1	1	1	1	1	1	1	1
LOC411095	1	1	1	1	1	1	1	1	1	1	1
LOC411099	1	1	1	1	1	1	0.000786852806277366	1	1	1	1
LOC411102	1	1	1	1	1	1	1	1	1	1	1
LOC411103	1	1	1	1	1	1	1	1	1	1	1
LOC411104	1	1	1	1	1	1	0.8061448020716	1	1.66575179717504e-11	1	0.000460249348006888
LOC411105	1	1	1	1	1	1	1	1	0.0126191424279992	1	1
LOC411106	1	1	1	1	1	1	1	1	1	1	1
LOC411113	1	1	1	1	1	1	0.984346256818223	1	1	1	1
LOC411121	1	1	1	1	1	1	1	1	2.92595643589622e-15	1	1
LOC411125	1	1	1	1	1	1	1	1	1	1	1
LOC411126	1	1	1	1	1	1	1	1	1	1	1
LOC411134	1	1	1	1	1	1	1	1	1	1	1
LOC411141	1	1	1	1	1	1	1	1	1	1	1
LOC411142	1	1	1	1	1	1	1	1	1	1	1
LOC411144	1	1	1	1	1	1	1	1	1.99017475520095e-06	1	1
LOC411145	1	1	1	1	1	1	1	1	3.38720241856739e-06	1	1
LOC411150	1	1	1	1	1	1	1	1	1	1	1
LOC411154	1	1	1	1	1	1	1	1	2.68430820242689e-10	1	1
LOC411155	1	1	1	1	1	1	1	1	1	1	1
LOC411156	1	1	1	1	1	0.73703462212916	1	1	1	1	1
LOC411158	1	1	1	1	1	1	1	1	1	1	1
LOC411172	1	1	1	1	1	1	1	1	1	1	1
LOC411173	1	1	1	1	1	1	1	1	1	1	1
LOC411176	1	1	1	1	1	1	0.00923459655411479	1	9.49760820058436e-07	1	1
LOC411177	1	1	1	1	1	1	1	1	1	1	1
LOC411181	1	1	1	1	0.0413956664959376	1	1	1	1	1	1
LOC411182	1	1	1	1	1	1	1	1	1	1	1
LOC411183	1	1	1	1	1	1	1	1	1	1	1
LOC411185	1	1	1	1	1	1	1	1	1	1	1
LOC411186	1	1	1	1	1	3.08818925920213e-11	1	1	1	1	1
LOC411192	1	1	1	1	1	1	1	1	1	1	1
LOC411193	1	1	1	1	1	1	0.822020911618011	1	1	1	1
LOC411194	1	1	1	1	1	1	1	1	1	1	1
LOC411195	1	1	1	1	1	1	1	1	2.40285475324728e-09	1	1
LOC411196	1	1	1	1	1	1	1	1	1	1	1
LOC411199	1	1	1	1	1	3.38098371956844e-08	1	1	1	1	1
LOC411200	1	1	1	1	1	1	1	1	0.102980973691235	1	1
LOC411204	1	1	1	1	1	1	1.16296105789234e-08	1	1	1	1
LOC411206	1	1	1	1	1	1	1	1	1.13514945542893e-09	1	1
LOC411207	1	1	1	1	1	1	1	1	1	1	1
LOC411213	1	1	1	1	1	1	5.77578848988988e-11	1	9.82474193549234e-08	1	1
LOC411215	1	1	1	1	1	1	1	1	1	1	1
LOC411217	1	1	1	1	1	1	1	1	1	0.536962892325742	1
LOC411220	1	1	1	1	1	1	1	1	1	1	1
LOC411227	1	1	1	1	1	1	1.92452594135495e-13	1	7.70838230321672e-09	1	1
LOC411230	1	1	1	1	1	1	1	1	1	1	1
LOC411231	1	1	1	1	1	1	1	1	1	1	1
LOC411240	1	1	1	1	1	1	1	1	1	1	0.357856830904904
LOC411245	1	1	1	1	1	1	1	1	0.0119566100705088	1	1
LOC411252	1	1	1	1	1	1	1	1	1	1	1
LOC411253	1	1	1	1	1	1	1	1	1	1	1
LOC411255	1	1	1	1	1	1	1	1	1	1	1
LOC411262	1	1	1	1	1	1	1	1	1	1	1
LOC411265	1	1	1	1	1	1	1	1	1	1	1
LOC411266	1	1	1	1	1	1	1	1	1	1	1
LOC411269	1	1	1	1	1	1	1	1	1	1	1
LOC411272	1	1	1	1	1	1	1	1	1	1	1
LOC411273	1	1	1	1	1	1	1	1	1	1	1
LOC411279	1	1	1	1	1	1	1	1	1	1	1
LOC411280	1	1	1	1	1	1	1	1	1	1	1
LOC411290	1	1	1	1	1	1	1	1	1	1	1
LOC411291	1	1	1	1	1	1	1	1	1	1	1
LOC411293	1	1	1	1	1	1	1	1	1	1	1
LOC411296	1	1	1	1	1	1	1	1	1	1	1
LOC411297	1	1	1	1	1	1	1	1	1	1	1
LOC411299	1	1	1	1	1	1	1	1	1	1	1
LOC411304	1	1	1	1	1	1	1	1	1	1	1
LOC411305	1	1	1	1	1	1	1	0.532356418412684	1	1	1
LOC411307	1	1	1	1	1	1	1	1	1	1	1
LOC411315	1	1	1	1	1	1	1	1	1	1	1
LOC411320	1	1	1	1	1	1	1	1	1	1	1
LOC411327	1	1	1	1	1	1	1	1	1	1	1
LOC411338	1	1	1	1	1	1	1	1	1	1	1
LOC411340	1	1	1	1	1	1	1	1	1	1	1
LOC411345	1	1	1	1	1	1	0.0342334462884795	1	0.000161538713231941	1	1
LOC411348	1	1	1	1	1	1	1	1	0.00038874433777987	1	1
LOC411349	1	1	1	1	1	1	1	0.435872754502027	1	1	1
LOC411351	1	1	1	1	1	1	1	1	1	1	1
LOC411353	1	1	1	1	1	1	1	1	1	1	1
LOC411355	1	1	1	1	1	1	1	1	1	1	1
LOC411361	1	1	1	1	1	8.46449025491914e-14	1	1	1	1	1
LOC411362	1	1	1	1	1	1	1	1	1	1	1
LOC411364	1	1	1	1	1	1	1	1	1	1	1
LOC411366	1	1	1	1	1	1	1	1	1	1	1
LOC411371	1	1	1	1	1	1	1	1	1.82093127472514e-11	1	1
LOC411372	1	1	1	1	1	1	1	1	1	1	1
LOC411380	1	1	1	1	1	1	1	1	1	1	1
LOC411385	1	1	1	1	1	1	1	1	1	1	1
LOC411392	1	1	1	1	1	1	1	1	1	1	1
LOC411396	1	1	1	1	1	1	1	1	1	1	1
LOC411403	1	1	1	1	1	1	1	1	1	1	1
LOC411407	1	1	1	1	1	1	1	1	1	1	1
LOC411410	1	1	1	1	1	1	1	1	1	1	1
LOC411411	1	1	1	1	1	1	1	1	1	1	1
LOC411412	1	1	1	1	1	1	1	1	1	1	1
LOC411415	1	1	1	1	1	0.967171173257245	1	1	1	1	1
LOC411417	1	1	1	NA	NA	1	1	1	1	1	1
LOC411420	1	1	1	1	1	1	1	1	1	1	1
LOC411433	1	1	1	1	1	1	1	1	1	1	1
LOC411435	1	1	1	1	1	1	1	1	1	1	1
LOC411450	1	1	1	1	1	1	0.000174996410132864	1	1	1	1
LOC411452	1	1	1	1	1	1	1	1	1	1	1
LOC411459	1	1	1	1	1	1	1	1	2.02223589908652e-10	1	1
LOC411465	1	1	1	1	1	1	1	1	1	1	1
LOC411467	1	1	1	1	1	1	1	1	1	1	1
LOC411469	1	1	1	1	1	2.52284523468529e-19	1	1	1	1	1
LOC411472	1	1	1	1	1	1	1	1	1	1	1
LOC411476	1	1	1	1	1	1	1	1	3.06719236653127e-06	1	1
LOC411477	1	1	1	1	1	1	1	1	2.1071839641585e-17	1	1
LOC411481	1	1	1	1	1	1	1	1	1	1	1
LOC411482	1	1	1	1	1	1	1	1	1	1	1
LOC411483	1	1	1	1	1	1	1	1	1	1	1
LOC411488	1	1	1	1	1	1	0.146076707515012	1	1	1	1
LOC411491	1	1	1	1	1	1	1	1	1	1	1
LOC411492	1	1	1	1	1	1	1	1	1	1	1
LOC411493	1	1	1	1	1	1	1	1	1	1	1
LOC411494	0.0486099600664367	1	1	1	1	1	1.69958919204671e-14	1	1.69838227575858e-33	1	1
LOC411495	1	1	1	0.000474930151888852	1	1	1	1	1	1	1
LOC411502	1	1	1	1	1	1	1	1	1	1	1
