Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC410017	1	1	1	1	1	1	1	1	1	1	0.3526325
LOC410018	1	1	1	1	1	1	1	1	1	1	1
LOC410022	1	1	1	1	1	1	1	1	1	1	1
LOC410023	1	1	1	1	1	1	1	1	1	1	1
LOC410026	1	1	1	1	1	1	1	1	1	1	1
LOC410030	1	1	1	1	1	1	1	1	1	1	1
LOC410033	1	1	1	0.535929	1	1	1	1	1	1	1
LOC410035	1	1	1	1	1	1	1	1	1	1	1
LOC410039	1	1	1	1	1	1	1	1	1	1	1
LOC410040	1	1	1	1	1	1	1	1	1	1	1
LOC410041	1	1	1	1	1	1	5.091696e-08	1	1	1	1
LOC410042	1	1	1	1	1	1	1	1	1	1	1
LOC410043	1	1	1	1	1	1	1	1	1	1	1
LOC410044	1	1	1	1	1	1	1	1	1	1	1
LOC410045	1	1	1	1	1	1	1	1	1	0.4424328	1
LOC410050	1	1	1	1	1	1	1	1	1	1	1
LOC410054	1	1	1	1	1	1	1	1	1.672569e-05	1	1
LOC410055	1	1	1	1	1	1	1	1	1	1	1
LOC410056	1	1	1	1	1	1	1	1	1	1	0.01257036
LOC410057	1	1	1	1	0.0004816069	1	1	1	1	1	4.727505e-10
LOC410058	1	1	1	1	1	1	1	1	1	1	0.04341768
LOC410059	1	1	1	1	1	1	1	1	1	1	1
LOC410061	1	1	1	1	1	1	1	1	1	1	1
LOC410067	1	1	1	0.0009003318	1	1	1	1	2.605918e-13	1	1
LOC410070	1	1	1	1	4.221107e-05	1	1	1	1	0.5867311	1
LOC410071	1	1	1	1	1	1	1	1	1	1	1
LOC410072	1	1	1	1	1	1	1	1	1	1	1
LOC410073	1	1	1	1	1	1	1	1	1	1	1
LOC410076	1	1	1	1	1	1	1	1	1	1	1
LOC410078	1	1	1	1	1	1	1	1	1	1	1
LOC410079	1	1	1	1	1	1	1	1	1	1	1
LOC410080	1	1	1	1	1	1	1	1	1	1	1
LOC410085	1	1	1	1	1	1	1	1	1	1	1
LOC410091	1	1	1	1	1	1	1	1	1	1	1
LOC410092	1	1	1	1	1	1	1	1	1	1	1
LOC410093	1	1	1	1	1	1	1	1	1	1	1
LOC410094	1	1	1	1	1	1	1	1	1	1	1
LOC410095	1	1	1	1	1	1	1	1	1	1	1
LOC410096	1	1	1	1	1	1	1	1	1	1	1
LOC410097	1	1	1	1	1	1	0.755625	1	1	1	1
LOC410098	1	1	1	1	1	1	1	1	1	1	1
LOC410099	1	1	1	1	1	1	9.217458e-05	1	1	1	1
LOC410100	1	1	1	1	1	1	1	1	1	1	1
LOC410101	1	1	1	1	1	1	1	1	1	1	0.03588961
LOC410102	1	1	1	1	1	1	1	1	1	1	1
LOC410105	1	1	1	1	1	1	1	1	1	1	1
LOC410106	1	1	1	1	1	1	1	1	1	1.42444e-07	1
LOC410107	1	1	1	1	1	1	0.7654221	1	1	1	1
LOC410108	1	1	1	1	1	1	1	1	1	1	1
LOC410114	1	1	1	1	1	1	1	0.5781867	0.01405628	1	1
LOC410115	1	1	1	1	1	1	1	1	1	1	1
LOC410116	1	1	1	1	1	1	1	1	1	1	1
LOC410118	1	1	1	1	1	1	1	1	1	1	1
LOC410119	1	1	1	1	1	1	1.625682e-06	1	1	1	0.02334243
LOC410120	1	1	1	1	1	1	1	1	1	1	0.02479739
LOC410121	1	1	1	1	1	1	1	1	1	1	1
LOC410122	1	1	1	1	1	1	1	0.2136298	1	1	1
LOC410128	1	1	1	1	1	1	1	1	1	1	1
LOC410129	1	1	1	1	1	1	1	1	1	1	1
LOC410130	1	1	1	1	1	1	1	1	1	1	1
LOC410132	1	1	1	1	1	1	1	1	1	1	1
LOC410133	1	1	1	1	1	1	1	1	1	1	1
LOC410134	1	1	1	1	1	1	1	1	1	0.02308124	1
LOC410136	1	1	1	1	1	1	1	1	1	1	1
LOC410142	1	1	1	1	1	1	1	1	1	1	1
LOC410144	1	1	1	1	1	1	1	1	1	1	3.182765e-07
LOC410148	1	1	1	1	1	1	1	1	1	0.4236909	1
LOC410151	1	1	1	1	1	1	1	1	1	1	1
LOC410157	1	1	1	1	1	1	1	1	1	1	1
LOC410158	1	1	1	1	1	1	1	1	1	1	1
LOC410159	1	1	1	1	1	1	1	0.006119546	9.020853e-06	1	1
LOC410162	1	1	1	1	1	1	1	1	1	1	2.648343e-06
LOC410166	1	1	1	1	1	1	1	1	1	1	1
LOC410169	1	1	1	1	1	1	1	1	1	1	1
LOC410171	1	1	1	1	1	1	1	1	1	1	1
LOC410172	1	1	1	1	1	1	1	1	1	1	1
LOC410174	1	1	1	1	1	1	1	1	1	1	1
LOC410175	1	1	1	1	1	1	1	1	1	1	1
LOC410178	1	1	1	1	1	1	1	1	1	1	0.1302077
LOC410184	1	1	1	1	1	1	1	1	1	1	1
LOC410188	1	1	1	1	1	1	1	1	1	1	1
LOC410189	1	1	1	1	1	1	1	1	1	1	1
LOC410191	1	1	1	1	1	1	1	1	1	1	1
LOC410194	1	1	1	1	1	1	1	1	1	1	1
LOC410195	1	1	1	1	1	1	1	1	1	1	1
LOC410198	1	1	1	1	1	1	1	1	0.2521981	1	1
LOC410200	1	1	1	1	1	1	1	1	1	1	1
LOC410201	1	1	1	1	1	1	1	1	1	1	1
LOC410202	1	1	1	1	1	1	1	1	1	1	1
LOC410205	1	1	1	1	1	1	1	1	1	1	1
LOC410207	1	1	1	1	1	1	1	1	1	1	1
LOC410208	1	1	1	1	1	1	1	1	1	1	0.1795904
LOC410211	1	1	1	1	1	1	1	1	1	1	1
LOC410216	1	1	1	1	1	1	1	1	1	1	1
LOC410217	1	1	1	1	1	1	0.03351578	0.06415275	1	1	1
LOC410218	1	1	1	1	1	1	1	1	1	1	1
LOC410219	1	1	1	1	1	1	1	1	1	1	1
LOC410222	1	1	1	1	1	1	1	1	1	1	1
LOC410223	1	1	1	1	1	1	1	1	1	1	1
LOC410225	1	1	1	1	1	1	1	1	1	1	1
LOC410226	1	1	1	1	1	1	1	1	1	1	1
LOC410228	1	1	1	1	1	1	1	1	1	1	1
LOC410233	0.330158320206308	1	1	0.3128823	1	1	1	1	1	1	1
LOC410234	1	1	1	1	1	1	1	1	1	1	1
LOC410238	1	1	1	1	1	1	1	1	1	1	1
LOC410239	1	1	1	1	1	1	1	1	0.009430174	1	1
LOC410241	1	1	1	1	1	1	1	1	1	1	1
LOC410253	1	1	1	1	1	1	1	1	1.804551e-08	1	0.06774835
LOC410254	1	1	1	1	1	1	1	1	1	1	1
LOC410255	1	1	1	1	1	1	1	1	1	1	1
LOC410259	1	1	1	1	1	1	1	1	1	1	1
LOC410264	1	1	1	1	1	1	1	1	1	1	1
LOC410266	1	1	1	1	1	1	1	1	1	1	1
LOC410270	1	1	1	1	1	1	1	1	1	1	0.3724999
LOC410271	1	1	1	1	1	1	1	1	1	1	1
LOC410280	1	1	1	1	1	1	1	1	1	1	1
LOC410283	1	1	1	1	1	1	1	1	1	1	1
LOC410286	1	1	1	1	1	1	1	1	1	1	2.80294e-20
LOC410288	1	1	1	1	1	1	1	1	1	1	1
LOC410289	1	1	1	1	0.2765634	1	1	1	1	1	1
LOC410290	1	1	1	1	1	1	0.01044834	1	1	1	1
LOC410296	1	1	1	1	1	1	1	1	1	1	1
LOC410297	1	1	1	1	1	1	1	1	1	1	1
LOC410301	1	1	1	1	0.09879214	1	1	1	1	1	1.05933e-06
LOC410305	1	1	1	1	1	1	1	1	1	1	1
LOC410306	1	1	1	1	1	1	1	1	1	1	1
LOC410307	1	1	1	1	1	1	1	1	1	1	1
LOC410315	1	1	1	1	1	1	1	1	1	1	0.002062923
LOC410319	1	1	1	1	1	1	1	1	1	1	1
LOC410322	1	1	1	1	1	1	1	1	1	1	1
LOC410324	1	1	1	1	1	1	1	1	1	1	1
LOC410325	1	1	1	1	1	1	1	1	1	1	1
LOC410326	1	1	1	1	1	1	1	1	1	1	1
LOC410328	1	1	1	1	1	1	1	1	1	1	1
LOC410330	1	1	1	1	1	1	1	1	1	1	1
LOC410332	1	1	1	1	1	1	1	1	1	1	0.01402855
LOC410334	1	1	1	0.9240479	1	1	1	1	1	1	1
LOC410336	1	1	1	1	1	1	1	1	1	1	7.714335e-37
LOC410338	1	1	1	1	1	1	1	1	1	1	1
LOC410339	1	1	1	1	1	1	1	1	1	1	1
LOC410340	1	1	1	1	1	1	1	1	1	1	3.193833e-06
LOC410341	1	1	1	1	1	1	1	1	1	1	0.06604689
LOC410343	1	1	1	1	1	1	1	1	1	1	1
LOC410344	1	1	1	1	1	1	1	1	0.8704617	1	0.01496188
LOC410345	1	1	1	1	0.340958	1	1.136654e-06	1	1	1	1
LOC410347	1	1	1	1	1	NA	1	1	1	1	1.070113e-07
LOC410348	1	1	1	1	1	1	1	1	1	1	1
LOC410349	1	1	1	1	1	1	1	1	1	1	1
LOC410350	1	1	1	1	1	1	0.001429673	1	1	1	1
LOC410352	1	1	1	0.005100914	1	1	1	1	1	1	1
LOC410353	1	1	1	1	1	1	1	1	1	1	4.223598e-08
LOC410354	1	1	1	1	1	1	1	1	1	1	2.361072e-14
LOC410355	1	1	1	1	1	1	1	0.0002534012	1	1	1
LOC410357	1	1	1	1	1	1	1	1	1	1	1
LOC410363	1	1	1	9.770055e-08	1	1	1	1	1	1	1
LOC410368	1	1	1	1	1	1	1	1	1	1	1
LOC410370	1	1	1	1	1	1	1	1	1	1	1
LOC410371	1	1	1	1	1	1	1	1	1	1	1.61518e-20
LOC410373	1	1	1	1	1	1	1	1	1	1	1
LOC410375	1	1	1	1	1	1	1	1	1	1	1
LOC410376	1	1	1	1	1	1	1	1	1	1	1
LOC410379	1	1	1	0.002218606	1	1	1	1	0.1403117	1	1
LOC410380	1	1	1	1	1	1	1	1	1	1	0.9493384
LOC410381	1	1	1	1	1	1	1	1	1	1	1
LOC410383	1	1	1	1	1	1	1	1	1	1	1
LOC410385	1	1	1	1	1	1	1	1	1	1	1
LOC410386	1	1	1	1	1	1	1	1	1	1	1
LOC410387	1	1	1	1	1	1	1	1	1	1	1
LOC410388	1	1	1	1	1	1	1	1	1	1	1
LOC410390	1	1	1	1	1	1	1	1	1	1	1
LOC410394	1	1	1	1	1	1	1	1	1	1	1
LOC410395	1	1	1	1	1	1	1	0.4108776	1	1	1
LOC410398	0.260822266235357	0.001948643	1	1	1	2.976213e-06	1	1	1	1	1
LOC410403	1	1	1	1	1	1	1	1	1	1	1
LOC410408	1	1	1	1	1	1	1	1	3.746073e-25	1	1
LOC410410	1	1	1	1	1	1	1	1	1	1	1
LOC410414	1	1	1	1	1	1	1	1	1	1	1
LOC410420	1	1	1	1	1	1	1	1	1	1	1
LOC410423	1	1	1	1	1	1	1	1	0.8581468	1	1
LOC410424	1	1	1	1	1	1	1	1	1	1	1
LOC410427	1	1	1	1	1	1	1	1	1	1	1
LOC410429	1	1	1	1	1	1	1	1	1	1	0.03710441
LOC410434	1	1	1	1	1	1	1	1	1	1	1
LOC410441	1	1	1	1	1	1	1	1	1	1	1
LOC410442	1	1	1	1	1	1	1	1	1	1	0.0009046237
LOC410446	1	1	1	1	1	1	1	1	1	1	1
LOC410447	1	1	1	1	1	1	1	1	1	1	1
LOC410449	1	1	1	1	1	1	1	1	1	1	0.03582808
LOC410451	1	1	1	1	1	1	1	1	1	1	1
LOC410456	0.428843800471456	1	1	1	1	1	1	1	1	1	2.434052e-12
LOC410459	1	1	1	1	1	1	1	1	1	1	1
LOC410462	1	1	1	0.07613955	1	1	1	1	1	1	1
LOC410463	1	1	1	1	1	1	1	1	1	1	1
LOC410464	1	1	1	1	1	1	0.0007496272	1	1	1	1
LOC410467	1	1	1	1	1	1	1	1	1	1	7.951486e-08
LOC410469	1	1	1	1	1	1	1	1	1	1	1
LOC410470	1	1	1	1	1	1	1	1	0.0004468453	1	1
LOC410475	1	1	1	1	1	1	1	1	1	1	1
LOC410480	1	1	1	1	1	1	1	1	1	1	1.165371e-05
LOC410482	1	1	1	1	1	1	1	1	2.080593e-08	1	1
LOC410483	1	1	1	1	1	1	1	1	1	1	1
LOC410485	1	1	1	1	0.1959629	1	1	1	1	1	1
LOC410486	1	1	1	1	1	1	1	1	1	1	1
LOC410487	1	1	1	1	1	1	1	1	1	1	1
LOC410489	1	1	1	1	1	1	0.05244785	1	1	0.01373485	1
LOC410493	1	1	1	1	1	1	1	1	0.03731408	1	1
LOC410497	1	1	1	1	1	1	1	1	1	1	4.958065e-09
LOC410499	1	1	1	1	1	1	1	1	1	1	1
LOC410501	1	1	1	1	1	1	1	1	1	1	1
LOC410502	1	1	1	1	1	1	1	1	1	1	1
LOC410505	1	1	1	1	1	1	1	1	1	1	0.302153
LOC410507	1	1	1	1	1	1	1	5.457879e-07	1	1	1
LOC410511	1	1	1	1	1	1	1	0.06639771	1	1	1
LOC410512	1	1	1	1	1	1	1	1	1	1	1
LOC410516	1	1	1	1	1	1	1	1	1	1	1
LOC410517	1	1	1	1	1	1	1	1	1	1	1
LOC410518	1	1	1	1	1	1	1	1	1	1	1
LOC410520	1	1	1	1	1	1	1	1	1	1	1
LOC410521	1	1	1	1	1	1	1	1	1	1	0.8659939
LOC410525	1	1	1	1	1	1	1	1	1	1	1
LOC410526	1	1	1	1	1	1	1	1	1	1	1
LOC410527	1	1	1	1	1	1	1	1	1	1	1.216611e-08
LOC410530	1	1	1	1	1	1	1	1	1	1	1
LOC410532	1	1	1	1	1	1	1	1	1	1	1
LOC410533	1	1	1	1	1	1	1	1	1	1	1
LOC410534	1	1	1	1	1	1	1	1	1	1	1
LOC410538	1	1	1	1	1	1	1	1	1	1	1
LOC410539	1	1	1	1	1	1	1	1	1	1	1
LOC410541	1	1	1	1	1	1	0.1347237	0.04000276	1	1	1
LOC410542	1	1	1	1	1	1	1	1	1	1	1
LOC410546	1	1	1	1	1	1	1	0.003238755	1	1	1
LOC410547	1	1	1	1	1	1	1	1	1	1	1
LOC410549	1	1	1	1	1	1	1	1	1	1	1.698832e-15
LOC410550	1	1	1	1	1	1	1	1	1	1	0.01233727
LOC410554	1	1	1	1	1	1	1	1	1	1	0.3099919
LOC410556	1	1	1	1	1	1	1	1	1	1	1
LOC410557	1	1	1	1	1	1	1	1	1	1	1
LOC410558	1	1	1	1	1	1	1	1	0.08314426	1	1
LOC410561	1	1	1	1	1	1	1	1	1	1	1
LOC410562	1	1	1	1	1	1	1	1	1	1	1
LOC410565	1	1	1	1	1	1	5.838468e-08	3.822529e-07	1	1	1
LOC410566	1	1	1	1	1	1	1	1	1	1	1
LOC410567	8.82658258481045e-08	1	1	8.041164e-32	1	1	1	1	1	1	1
LOC410570	1	1	1	1	1	1	1	1	1	1	1
LOC410571	1	1	1	1	0.007985129	1	1	1	0.03182652	1	1
LOC410573	1	1	1	1	1	1	1	1	1	1	1
LOC410577	1	1	1	1	1	1	1	1	1	1	0.9614682
LOC410581	1	1	1	1	1	1	1	1	1	1	1
LOC410585	1	1	1	1	1	1	1	1	1	1	0.4906725
LOC410589	1	1	1	1	1	1	1	1	1	1	1
LOC410591	1	1	1	1	1	NA	1	1	1	1	1
LOC410595	1	1	1	1	1	1	1	1	1	1	1
LOC410597	1	1	1	1	1	1	1	1	1	1	1
LOC410600	1	1	1	1	1	1	1	1	0.1042313	1	4.325579e-11
LOC410602	1	1	1	1	1	1	1	1	1	1	1
LOC410604	1	1	1	1	1	1	1	1	1	1	1
LOC410607	1	1	1	1	1	1	1	1	1	1	1
LOC410609	1	1	1	1	1	1	0.0001416775	1	1	1	1.743407e-25
LOC410610	1	1	1	1	1	1	1	1	1	1	1
LOC410612	1	1	1	1	1	1	1	1	1	1	1
LOC410613	1	1	1	1	1	1	1	1	1	1	1
LOC410616	1	1	1	1	1	1	1	1	1	1	1
LOC410617	1	1	1	1	1	1	1	1	1	1	1
LOC410618	1	1	1	1	1	1	1	1	1	1	1
LOC410622	1	1	1	1.033965e-07	1	1	1	1	1	1	0.7327232
LOC410630	1	1	1	1	1	1	1	1	1	1	1
LOC410632	1	1	1	1	1	1	1	1	1	1	1
LOC410635	1	1	1	1	1	1	1	1	1	1	1
LOC410636	1	1	1	1	1	1	1	1	1	1	1
LOC410638	1	1	1	1	1	1	1	1	1	1	1
LOC410643	1	1	1	1	1	1	1	1	0.04926066	1	2.95793e-06
LOC410648	1	1	1	1	1	1	1	1	1	1	1.476697e-07
LOC410649	1	1	1	1	1	1	1	1	1	1	1.068944e-10
LOC410658	1	1	1	1	1	1	1	1	0.0003734559	1	1
LOC410659	1	1	1	1	1	1	1	1	1	1	1
LOC410663	1	1	1	1	1	1	1	1	1	1	1
LOC410664	1	1	1	1	1	1	1	1	1	1	1
LOC410675	1	1	1	1	1	1	1	1	1	1	1
LOC410676	1	1	1	1	1	1	1	1	1	1	1
LOC410684	1	1	1	1	1	1	1	1	1	1	1
LOC410685	1	1	1	1	1	1	1	1	1	1	1
LOC410686	1	1	1	1	1	1	1	1	1	1	1
LOC410687	1	1	1	1	1	1	1	1	1	1	1
LOC410688	1	1	1	1	1	1	1	1	1	1	1
LOC410690	1	1	1	1	1	1	1	1	1	1	1
LOC410694	1	3.545164e-19	1	1	1	3.531768e-15	1	1	1	1	1
LOC410705	1	1	1	1	1	1	1	1	1	1	1
LOC410706	1	1	1	1	1	1	0.001078606	1	1	1	4.285478e-22
LOC410710	1	1	1	1	1	1	1	1	1	1	1
LOC410717	1	1	1	1	1	1	1	1	1	1	1.382698e-19
LOC410723	1	1	1	1	1	1	1	1	1	1	1.871476e-25
LOC410727	1	1	1	1	1	1	1	1	1	1	1
LOC410729	1	1	1	1	1	1	1	1	1	1	1
LOC410730	1	1	1	1	1	1	1	1	1	1	0.03780107
LOC410740	1	1	1	1	1	1	1	1	1	1	0.9274285
LOC410744	1	1	1	1	1	1	1	1	1	1	1
LOC410749	1	1	1	1	1	1	1	1	1	1	1
LOC410752	1	1	1	1	1	1	1	1	1	1	1
LOC410753	1	1	1	1	1	1	1	1	1	1	1
LOC410754	1	1	1	1	1	1	1	1	1	1	1
LOC410755	1	1	1	1	0.0312342	1	1	1	1	1	1
LOC410763	1	1	1	1	1	1	1	1	1	1	1
LOC410766	1	1	1	1	1	1	1	1	1.472304e-12	1	1
LOC410769	1	1	1	1	1	NA	1	1	1	1	1
LOC410772	1	1	1	1	1	1	1	1	1	1	1
LOC410776	1	1	1	1	1	1	1	1	7.87165e-06	1	1
LOC410777	1	1	1	1	1	1	1	1.1138e-05	1	1	6.687528e-19
LOC410782	1	1	1	1	1	1	1	1	1	1	1
LOC410784	1	1	1	1	1	1	1	1	1	1	0.01571699
LOC410788	1	1	1	1	1	1	1	1	0.001486409	1	1
LOC410791	1	1	1	1	1	1	1	1	1	1	1
LOC410796	1	1	1	1	1	1	1	1	1	1	1
LOC410799	1	1	1	1	1	1	1	1	1	1	1
LOC410801	1	1	1	1	1	1	1	1	1	1	1
LOC410802	1	1	1	1	1	1	0.7973628	1	0.01341382	1	1
LOC410804	1	1	1	1	1	1	1	1	1	1	1
LOC410805	1	1	1	1	0.9800451	1	1	1	1	0.4512612	1
LOC410809	1	1	1	1	1	1	1	1	1	1	1
LOC410811	1	1	1	1	1	1	1	1	1	1	1
LOC410816	1	1	1	1	1	1	1	1	1	1	1
LOC410819	1	1	1	1	1	1	1	1	1	1	1
LOC410821	1	1	1	1	1	1	1	1	1	1	0.00063286
LOC410823	1	1	1	1	1	1	1	1	1	1	1
LOC410824	1	1	1	1	1	1	1	1	1	1	1
LOC410825	1	1	1	1	1	1	1	1	1.954567e-06	1	1
LOC410833	1	1	1	1	1	1	1	1	1	1	1
LOC410837	1	1	1	1	1	1	1	1	1	1	1
LOC410838	1	1	1	1	1	NA	1	1	1	1	2.091879e-08
LOC410844	1	1	1	1	1	1	1	1	1	1	1
LOC410848	1	1	1	1	1	1	1	1	1	1	1
LOC410849	1	1	1	1	1	1	1	1	1	1	1
LOC410851	1	1	1	1	1	1	1	1	5.3002e-05	1	1
LOC410854	1	1	1	1	1	1	1	1	1	1	0.1742601
LOC410855	1	1	1	1	1	1	1	1	1	1	1.169024e-07
LOC410856	1	1	1	1	1	1	1	1	1	1	1
LOC410860	0.106807314195353	1	1	1	1	1	1	1	1	1	4.372838e-17
LOC410862	1	1	1	1	1	1	1	1	1	1	1
LOC410863	1	1	1	1	1	1	1	1	1	1	1
LOC410864	1	1	1	1	1	1	1	1	1	1	1.415989e-05
LOC410865	0.0145212583337464	1	1	3.61722e-10	1	1	1	1	3.268941e-11	1	1
LOC410867	1	1	1	1	1	1	1	1	1	1	1
LOC410869	1	1	1	1	1	1	1	1	1	1	1
LOC410871	1	1	1	1	1	1	1	1	1	1	1
LOC410872	1	1	1	1	1	1	1	1	1	1	4.570415e-08
LOC410874	1	1	1	1	1	1	1	1	1	1	1
LOC410875	1	1	1	1	1	1	1	1	1	1	1
LOC410876	1	1	1	1	1	1	1	1	1	1	2.946764e-14
LOC410877	1	1	1	1	1	1	1	1	1	1	1
LOC410878	1	1	1	1	1	1	1	1	1	1	1
LOC410879	1	1	1	1	1	1	1	1	1	1	1
LOC410883	1	1	1	1	1	1	1	1	1	1	1
LOC410886	1	1	1	1	1	1	0.8168368	1	0.0138641	1	1
LOC410887	1	1	1	0.4922401	1	1	1	1	1	1	1
LOC410890	1	1	1	1	1	1	1	1	1	1	1
LOC410891	1	1	1	1	1	1	1	1	1	1	1
LOC410896	1	1	1	1	1	1	1	1	0.001248108	1	1
LOC410897	1	1	1	1	1	1	1	1	1	1	1
LOC410905	1	1	1	1	1	1	1	1	1	1	1.198887e-12
LOC410906	1	1	1	1	1	1	1	1	1	1	1
LOC410907	1	1	1	1	1	1	1	1	1	1	1
LOC410911	1	1	1	1	1	1	1	1	1	1	1
LOC410916	1	1	1	1	1	1	1	1	1	1	1
LOC410920	1	1	1	1	1	1	1	1	1	1	0.02393239
LOC410922	1	1	1	1	1	1	1	1	1	1	1.950139e-07
LOC410924	1	1	1	1	1	1	1	1	1	1	1
LOC410925	1	1	1	0.0002361728	9.369256e-25	1	1	1	1	1	1
LOC410933	1	1	1	1	1	1	1	1	1	1	1
LOC410936	1	1	1	1	1	1	1	1	1	1	1
LOC410940	1	1	1	1	1	1	1	1	1	1	1
LOC410941	1	1	1	1	1	1	1	1	1	1	1
LOC410943	1	1	1	1	1	1	1	1	1	1	1
LOC410948	1	1	1	1	1	1	0.0004708196	3.758717e-08	1	1	1
LOC410949	1	1	1	1	1	1	1	1	1	1	1
LOC410950	1	1	1	1	1	1	1	1	1	1	1
LOC410952	1	1	1	1	1	1	0.1184105	1	1	1	6.231747e-09
LOC410953	1	1	1	1	1	1	1	1	1	1	2.650591e-06
LOC410956	1	1	1	0.387501	1	1	1	1	1	1	1
LOC410958	1	1	1	1	1	1	1	1	1	1	1
LOC410960	1	1	1	1	1	1	5.459578e-12	1	1	1	1
LOC410961	1	1	1	1	1	1	1	1	1	1	1
LOC410964	1	1	1	1	1	1	1	1	1	1	1
LOC410967	1	1	1	1	1	1	1	1	1	1	1
LOC410968	1	1	1	1	1	1	1	1	1	1	1
LOC410969	1	1	1	1	1	1	1	1	1	1	1
LOC410970	1	1	1	1	1	1	1	1	1	1	0.1936402
LOC410973	1	1	1	1	1	1	1	1	1	1	1
LOC410979	1	1	1	0.8230599	1	1	1	1	1	1	1
LOC410980	1	1	1	1	1	1	1	1	1	1	1
LOC410985	1	1	1	1	1	1	1	1	1	1	1
LOC410986	1	1	1	1	1	1	1	1	0.0008343182	1	3.851646e-07
LOC410987	1	1	1	1	1	1	1	1	1	1	1
LOC410989	1	1	1	1	1	1	1	1	1	1	2.633558e-11
LOC410990	1	1	1	1	1	1	1	1	1	1	1
LOC410992	1	1	1	1	1	1	1	1	1	1	1
LOC410997	1.74957628386152e-11	1	1	1	1	1	1	1	1	1	1.845103e-13
LOC410998	1	1	1	1	1	1	1	1	1	1	1
LOC410999	1	1	1	1	1	1	1	1	1	1	1
LOC411003	1	1	1	1	1	1	1	1	0.1206888	1	0.0009278135
LOC411009	1	1	1	1	1	1	1	1	1	1	1.635422e-15
LOC411011	1	1	1	1	1	1	1	1	0.4054091	1	6.073928e-16
LOC411024	1	1	1	1	1	1	1	1	1	1	1
LOC411030	1	1	1	1	1	1	0.2051135	1	1	1	1
LOC411036	1	1	1	1	1	0.5547097	1	1	1	1	1
LOC411038	1	1	1	1	1	1	1	1	1	1	1
LOC411043	1	1	1	1	1	1	1	1	1	1	1
LOC411044	1	1	1	1	1	1	1	1	1	1	2.879787e-06
LOC411047	1	1	1	1	1	1	1	8.732305e-09	1	0.1917931	1
LOC411048	1	1	1	1	1	1	1	1	1	1	3.906573e-06
LOC411052	1	1	1	1	1	1	1	1	1	1	1
LOC411053	1	1	1	1	0.01671426	1	7.456561e-08	0.0002929702	0.00169879	0.002645804	0.0008578404
LOC411054	1	1	1	1	1	1	1	1	1	1	2.849938e-21
LOC411059	1	1	1	1	1	1	1	0.0001123344	1	1	1
LOC411062	1	1	1	1	1	1	1	8.653444e-10	1	1	1
LOC411065	1	1	1	1	1	1	1	1	1	1	1
LOC411068	1	1	1	1	1	1	1	1	1	1	1
LOC411069	1	1	1	1	1	1	1	1	1	1	1
LOC411070	1	1	1	1	1	1	1	1	1	1	1
LOC411071	1	1	1	1	1	1	1	1	1	1	1
LOC411072	1	1	1	1	1	1	1	1	1	1	1
LOC411073	1	1	1	1	1	1	1	1	1	1	1
LOC411076	1	1	1	1	1	1	1	1	1	1	6.153226e-17
LOC411077	1	1	1	1	1	1	1	1	1	1	1
LOC411079	1	1	1	1	1	1	1	1	1	1	1
LOC411080	1	1	1	1	1	1	1	1	1	1	1
LOC411081	1	1	1	1	1	1	1	1	1	1	1
LOC411083	1	1	1	1	1	1	1	1	3.431075e-10	1	6.998466e-27
LOC411088	1	1	7.770341e-06	1	1	1	1	3.031248e-07	1	1	1
LOC411090	1	1	1	1	1	1	1	1	1	1	1
LOC411093	1	1	1	1	1	1	1	1	1	1	1
LOC411095	1	1	1	1	1	1	1	1	1	1	1
LOC411099	1	1	1	1	1	1	1	1	0.0009536225	1	1
LOC411100	1	1	1	1	1	1	1	1	1	1	1
LOC411102	1	1	1	1	1	1	1	1	1	1	1
LOC411103	1	1	1	1	1	1	1	1	1	1	1
LOC411104	1	1	1	1	0.0005565166	1	1	1	0.9778941	1	2.015337e-11
LOC411105	1	1	1	1	1	1	1	1	1	1	0.01528372
LOC411106	1	1	1	1	1	1	1	1	1	1	1
LOC411113	1	1	1	1	1	1	1	1	1	1	1
LOC411121	1	1	1	1	1	1	1	1	1	1	3.537952e-15
LOC411125	1	1	1	1	1	1	1	1	1	1	1
LOC411126	1	1	1	1	1	1	1	1	1	1	1
LOC411134	1	1	1	1	1	1	1	1	1	1	1
LOC411141	1	1	1	1	1	1	1	1	1	1	1
LOC411142	1	1	1	1	1	1	1	1	1	1	1
LOC411144	1	1	1	1	1	1	1	1	1	1	2.408557e-06
LOC411145	1	1	1	1	1	1	1	1	1	1	4.10026e-06
LOC411150	1	1	1	1	1	1	1	1	1	1	1
LOC411154	1	1	1	1	1	1	1	1	1	1	3.249631e-10
LOC411155	1	1	1	1	1	1	1	1	1	1	1
LOC411156	1	1	1	1	1	1	1	0.8914901	1	1	1
LOC411158	1	1	1	1	1	1	1	1	1	1	1
LOC411163	1	1	1	1	1	1	1	1	1	1	1
LOC411164	1	1	1	1	1	1	1	1	1	1	1
LOC411167	1	1	1	1	1	1	1	1	1	1	1
LOC411172	1	1	1	1	1	1	1	1	1	1	1
LOC411173	1	1	1	1	1	1	1	1	1	1	1
LOC411176	1	1	1	1	1	1	1	1	0.01119845	1	1.14918e-06
LOC411177	1	1	1	1	1	1	1	1	1	1	1
