GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology	SocOrigin	Class	Immune
GO:0007501	mesodermal cell fate specification	9	1	0.04	160	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0022606	establishment of proximal/distal cell po...	9	1	0.04	161	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0050850	positive regulation of calcium-mediated ...	9	1	0.04	162	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0035320	imaginal disc-derived wing hair site sel...	9	1	0.04	164	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0055050	astral spindle assembly involved in male...	9	1	0.04	165	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0007348	regulation of syncytial blastoderm mitot...	9	1	0.04	166	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0055049	astral spindle assembly	9	1	0.04	167	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0048668	collateral sprouting	9	1	0.04	168	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0048674	collateral sprouting of injured axon	9	1	0.04	169	0.0418	0.0418	Biological Process	Dufourea	Background	0
GO:0034724	DNA replication-independent nucleosome o...	10	1	0.05	171	0.0463	0.0463	Biological Process	Dufourea	Background	0
GO:0031990	mRNA export from nucleus in response to ...	10	1	0.05	172	0.0463	0.0463	Biological Process	Dufourea	Background	0
GO:0042307	positive regulation of protein import in...	10	1	0.05	174	0.0463	0.0463	Biological Process	Dufourea	Background	0
GO:1904591	positive regulation of protein import	10	1	0.05	175	0.0463	0.0463	Biological Process	Dufourea	Background	0
GO:0006144	purine nucleobase metabolic process	10	1	0.05	177	0.0463	0.0463	Biological Process	Dufourea	Background	0
GO:0090435	protein localization to nuclear envelope	10	1	0.05	179	0.0463	0.0463	Biological Process	Dufourea	Background	0
GO:0051028	mRNA transport	75	2	0.35	180	0.049	0.049	Biological Process	Dufourea	Background	0
GO:0008609	alkylglycerone-phosphate synthase activi...	1	1	0	1	0.0047	0.0047	Molecular Function	Dufourea	Background	0
GO:0004031	aldehyde oxidase activity	1	1	0	3	0.0047	0.0047	Molecular Function	Dufourea	Background	0
GO:0004732	pyridoxal oxidase activity	1	1	0	4	0.0047	0.0047	Molecular Function	Dufourea	Background	0
GO:0033677	DNA/RNA helicase activity	1	1	0	5	0.0047	0.0047	Molecular Function	Dufourea	Background	0
GO:0017056	structural constituent of nuclear pore	25	2	0.12	6	0.006	0.006	Molecular Function	Dufourea	Background	0
GO:0050660	flavin adenine dinucleotide binding	33	2	0.15	7	0.0104	0.0104	Molecular Function	Dufourea	Background	0
GO:0019948	SUMO activating enzyme activity	3	1	0.01	8	0.014	0.014	Molecular Function	Dufourea	Background	0
GO:0015643	toxic substance binding	3	1	0.01	9	0.014	0.014	Molecular Function	Dufourea	Background	1
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferas...	3	1	0.01	10	0.014	0.014	Molecular Function	Dufourea	Background	0
GO:0004854	xanthine dehydrogenase activity	4	1	0.02	12	0.0186	0.0186	Molecular Function	Dufourea	Background	0
GO:0004169	dolichyl-phosphate-mannose-protein manno...	4	1	0.02	13	0.0186	0.0186	Molecular Function	Dufourea	Background	0
GO:0016726	oxidoreductase activity, acting on CH or...	4	1	0.02	14	0.0186	0.0186	Molecular Function	Dufourea	Background	0
GO:0004837	tyrosine decarboxylase activity	4	1	0.02	15	0.0186	0.0186	Molecular Function	Dufourea	Background	0
GO:0003682	chromatin binding	338	5	1.58	16	0.0206	0.0206	Molecular Function	Dufourea	Background	0
GO:0008143	poly(A) binding	5	1	0.02	17	0.0232	0.0232	Molecular Function	Dufourea	Background	0
GO:0003867	4-aminobutyrate transaminase activity	5	1	0.02	18	0.0232	0.0232	Molecular Function	Dufourea	Background	0
GO:0030544	Hsp70 protein binding	5	1	0.02	19	0.0232	0.0232	Molecular Function	Dufourea	Background	0
GO:0016433	rRNA (adenine) methyltransferase activit...	5	1	0.02	20	0.0232	0.0232	Molecular Function	Dufourea	Background	0
GO:0070717	poly-purine tract binding	5	1	0.02	21	0.0232	0.0232	Molecular Function	Dufourea	Background	0
GO:0044388	small protein activating enzyme binding	6	1	0.03	24	0.0278	0.0278	Molecular Function	Dufourea	Background	0
GO:0033134	ubiquitin activating enzyme binding	6	1	0.03	25	0.0278	0.0278	Molecular Function	Dufourea	Background	0
GO:0004766	spermidine synthase activity	6	1	0.03	26	0.0278	0.0278	Molecular Function	Dufourea	Background	0
GO:0051082	unfolded protein binding	60	2	0.28	27	0.0321	0.0321	Molecular Function	Dufourea	Background	0
GO:0015026	coreceptor activity	7	1	0.03	28	0.0323	0.0323	Molecular Function	Dufourea	Background	0
GO:0016725	oxidoreductase activity, acting on CH or...	8	1	0.04	29	0.0369	0.0369	Molecular Function	Dufourea	Background	0
GO:0071949	FAD binding	9	1	0.04	30	0.0414	0.0414	Molecular Function	Dufourea	Background	0
GO:0000974	Prp19 complex	12	2	0.05	1	0.0013	0.0013	Cellular Component	Dufourea	Background	0
GO:0140513	nuclear protein-containing complex	1138	12	5.08	2	0.0038	0.0038	Cellular Component	Dufourea	Background	0
GO:0005587	collagen type IV trimer	2	1	0.01	3	0.0089	0.0089	Cellular Component	Dufourea	Background	0
GO:0031510	SUMO activating enzyme complex	3	1	0.01	8	0.0133	0.0133	Cellular Component	Dufourea	Background	0
GO:0005722	beta-heterochromatin	3	1	0.01	9	0.0133	0.0133	Cellular Component	Dufourea	Background	0
GO:0005850	eukaryotic translation initiation factor...	3	1	0.01	10	0.0133	0.0133	Cellular Component	Dufourea	Background	0
GO:1902494	catalytic complex	1266	11	5.65	11	0.0224	0.0224	Cellular Component	Dufourea	Background	0
GO:0032589	neuron projection membrane	52	2	0.23	12	0.0225	0.0225	Cellular Component	Dufourea	Background	0
GO:0005643	nuclear pore	56	2	0.25	13	0.0258	0.0258	Cellular Component	Dufourea	Background	0
GO:0000445	THO complex part of transcription export...	6	1	0.03	14	0.0265	0.0265	Cellular Component	Dufourea	Background	0
GO:0044611	nuclear pore inner ring	6	1	0.03	15	0.0265	0.0265	Cellular Component	Dufourea	Background	0
GO:0044614	nuclear pore cytoplasmic filaments	6	1	0.03	16	0.0265	0.0265	Cellular Component	Dufourea	Background	0
GO:0071012	catalytic step 1 spliceosome	6	1	0.03	17	0.0265	0.0265	Cellular Component	Dufourea	Background	0
GO:0031256	leading edge membrane	59	2	0.26	18	0.0284	0.0284	Cellular Component	Dufourea	Background	0
GO:0031461	cullin-RING ubiquitin ligase complex	149	3	0.66	19	0.0288	0.0288	Cellular Component	Dufourea	Background	0
GO:0071014	post-mRNA release spliceosomal complex	7	1	0.03	20	0.0308	0.0308	Cellular Component	Dufourea	Background	0
GO:1990234	transferase complex	688	7	3.07	21	0.0324	0.0324	Cellular Component	Dufourea	Background	0
GO:0055029	nuclear DNA-directed RNA polymerase comp...	161	3	0.72	22	0.035	0.035	Cellular Component	Dufourea	Background	0
GO:0030880	RNA polymerase complex	162	3	0.72	23	0.0356	0.0356	Cellular Component	Dufourea	Background	0
GO:0000428	DNA-directed RNA polymerase complex	162	3	0.72	24	0.0356	0.0356	Cellular Component	Dufourea	Background	0
GO:0044613	nuclear pore central transport channel	9	1	0.04	25	0.0395	0.0395	Cellular Component	Dufourea	Background	0
GO:0016282	eukaryotic 43S preinitiation complex	9	1	0.04	26	0.0395	0.0395	Cellular Component	Dufourea	Background	0
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	9	1	0.04	27	0.0395	0.0395	Cellular Component	Dufourea	Background	0
GO:0008278	cohesin complex	10	1	0.04	28	0.0437	0.0437	Cellular Component	Dufourea	Background	0
GO:0070993	translation preinitiation complex	10	1	0.04	29	0.0437	0.0437	Cellular Component	Dufourea	Background	0
GO:0043614	multi-eIF complex	10	1	0.04	30	0.0437	0.0437	Cellular Component	Dufourea	Background	0
GO:0140535	intracellular protein-containing complex	747	7	3.33	31	0.0473	0.0473	Cellular Component	Dufourea	Background	0
GO:0000347	THO complex	11	1	0.05	32	0.048	0.048	Cellular Component	Dufourea	Background	0
GO:0001894	tissue homeostasis	162	2	0.03	1	0.0204	0.00039	Biological Process	Dufourea	Canon Immune	0
GO:0048871	multicellular organismal homeostasis	193	2	0.04	2	0.0247	0.00055	Biological Process	Dufourea	Canon Immune	0
GO:0045819	positive regulation of glycogen cataboli...	5	1	0	3	0.0011	0.00106	Biological Process	Dufourea	Canon Immune	0
GO:0035094	response to nicotine	6	1	0	9	0.0013	0.00127	Biological Process	Dufourea	Canon Immune	0
GO:0097305	response to alcohol	313	2	0.07	11	0.0014	0.00144	Biological Process	Dufourea	Canon Immune	0
GO:0045850	positive regulation of nurse cell apopto...	8	1	0	12	0.0017	0.00169	Biological Process	Dufourea	Canon Immune	0
GO:0045468	regulation of R8 cell spacing in compoun...	9	1	0	14	0.0019	0.0019	Biological Process	Dufourea	Canon Immune	0
GO:0060729	intestinal epithelial structure maintena...	17	1	0	22	0.0036	0.00359	Biological Process	Dufourea	Canon Immune	0
GO:0007460	R8 cell fate commitment	18	1	0	23	0.0038	0.00381	Biological Process	Dufourea	Canon Immune	0
GO:0014067	negative regulation of phosphatidylinosi...	21	1	0	26	0.0044	0.00444	Biological Process	Dufourea	Canon Immune	0
GO:0048036	central complex development	23	1	0	28	0.0049	0.00486	Biological Process	Dufourea	Canon Immune	0
GO:1905881	positive regulation of oogenesis	25	1	0.01	30	0.0053	0.00528	Biological Process	Dufourea	Canon Immune	0
GO:0061723	glycophagy	30	1	0.01	38	0.0063	0.00634	Biological Process	Dufourea	Canon Immune	0
GO:0034599	cellular response to oxidative stress	49	1	0.01	52	0.0103	0.01034	Biological Process	Dufourea	Canon Immune	0
GO:0062197	cellular response to chemical stress	50	1	0.01	54	0.0105	0.01055	Biological Process	Dufourea	Canon Immune	0
GO:0035096	larval midgut cell programmed cell death	50	1	0.01	57	0.0105	0.01055	Biological Process	Dufourea	Canon Immune	0
GO:0035332	positive regulation of hippo signaling	51	1	0.01	59	0.0108	0.01076	Biological Process	Dufourea	Canon Immune	0
GO:0042220	response to cocaine	51	1	0.01	60	0.0108	0.01076	Biological Process	Dufourea	Canon Immune	0
GO:0046331	lateral inhibition	53	1	0.01	62	0.0112	0.01118	Biological Process	Dufourea	Canon Immune	0
GO:0045168	cell-cell signaling involved in cell fat...	54	1	0.01	63	0.0114	0.01139	Biological Process	Dufourea	Canon Immune	0
GO:0010508	positive regulation of autophagy	56	1	0.01	65	0.0118	0.01181	Biological Process	Dufourea	Canon Immune	0
GO:0032007	negative regulation of TOR signaling	58	1	0.01	66	0.0122	0.01223	Biological Process	Dufourea	Canon Immune	0
GO:0060359	response to ammonium ion	59	1	0.01	67	0.0124	0.01244	Biological Process	Dufourea	Canon Immune	0
GO:0035069	larval midgut histolysis	60	1	0.01	68	0.0126	0.01265	Biological Process	Dufourea	Canon Immune	0
GO:0046621	negative regulation of organ growth	63	1	0.01	74	0.0133	0.01328	Biological Process	Dufourea	Canon Immune	0
GO:0036335	intestinal stem cell homeostasis	65	1	0.01	77	0.0137	0.0137	Biological Process	Dufourea	Canon Immune	0
GO:0033554	cellular response to stress	986	2	0.21	79	0.0138	0.01383	Biological Process	Dufourea	Canon Immune	0
GO:2000331	regulation of terminal button organizati...	66	1	0.01	80	0.0139	0.01391	Biological Process	Dufourea	Canon Immune	0
GO:0099174	regulation of presynapse organization	68	1	0.01	81	0.0143	0.01433	Biological Process	Dufourea	Canon Immune	0
GO:0043279	response to alkaloid	68	1	0.01	82	0.0143	0.01433	Biological Process	Dufourea	Canon Immune	0
GO:0048872	homeostasis of number of cells	72	1	0.02	83	0.0152	0.01516	Biological Process	Dufourea	Canon Immune	0
GO:0040008	regulation of growth	1036	2	0.22	84	0.0152	0.01524	Biological Process	Dufourea	Canon Immune	0
GO:0043406	positive regulation of MAP kinase activi...	80	1	0.02	89	0.0168	0.01684	Biological Process	Dufourea	Canon Immune	1
GO:0006468	protein phosphorylation	1144	2	0.24	94	0.0185	0.01848	Biological Process	Dufourea	Canon Immune	0
GO:0045807	positive regulation of endocytosis	88	1	0.02	95	0.0185	0.01851	Biological Process	Dufourea	Canon Immune	0
GO:0016318	ommatidial rotation	96	1	0.02	96	0.0202	0.02018	Biological Process	Dufourea	Canon Immune	0
GO:0072553	terminal button organization	100	1	0.02	97	0.021	0.02102	Biological Process	Dufourea	Canon Immune	0
GO:0009410	response to xenobiotic stimulus	101	1	0.02	98	0.0212	0.02123	Biological Process	Dufourea	Canon Immune	1
GO:0071902	positive regulation of protein serine/th...	112	1	0.02	99	0.0235	0.02352	Biological Process	Dufourea	Canon Immune	0
GO:0032006	regulation of TOR signaling	115	1	0.02	100	0.0241	0.02415	Biological Process	Dufourea	Canon Immune	0
GO:0048589	developmental growth	1317	2	0.28	101	0.0243	0.02428	Biological Process	Dufourea	Canon Immune	0
GO:0008407	chaeta morphogenesis	116	1	0.02	102	0.0244	0.02436	Biological Process	Dufourea	Canon Immune	0
GO:0099172	presynapse organization	116	1	0.02	103	0.0244	0.02436	Biological Process	Dufourea	Canon Immune	0
GO:0035330	regulation of hippo signaling	120	1	0.03	104	0.0252	0.02519	Biological Process	Dufourea	Canon Immune	0
GO:0048707	instar larval or pupal morphogenesis	1343	2	0.28	105	0.0252	0.02522	Biological Process	Dufourea	Canon Immune	0
GO:0009886	post-embryonic animal morphogenesis	1368	2	0.29	107	0.0261	0.02614	Biological Process	Dufourea	Canon Immune	0
GO:0035329	hippo signaling	129	1	0.03	108	0.0271	0.02706	Biological Process	Dufourea	Canon Immune	0
GO:0043405	regulation of MAP kinase activity	129	1	0.03	109	0.0271	0.02706	Biological Process	Dufourea	Canon Immune	1
GO:0007552	metamorphosis	1420	2	0.3	110	0.0281	0.02809	Biological Process	Dufourea	Canon Immune	0
GO:0008088	axo-dendritic transport	134	1	0.03	111	0.0281	0.0281	Biological Process	Dufourea	Canon Immune	0
GO:0032147	activation of protein kinase activity	137	1	0.03	113	0.0287	0.02872	Biological Process	Dufourea	Canon Immune	0
GO:0016310	phosphorylation	1441	2	0.31	114	0.0289	0.02889	Biological Process	Dufourea	Canon Immune	0
GO:0007267	cell-cell signaling	1461	2	0.31	116	0.0297	0.02967	Biological Process	Dufourea	Canon Immune	0
GO:0072347	response to anesthetic	144	1	0.03	117	0.0302	0.03017	Biological Process	Dufourea	Canon Immune	0
GO:0060033	anatomical structure regression	147	1	0.03	118	0.0308	0.0308	Biological Process	Dufourea	Canon Immune	0
GO:0040007	growth	1509	2	0.32	120	0.0316	0.03158	Biological Process	Dufourea	Canon Immune	0
GO:0031929	TOR signaling	155	1	0.03	121	0.0325	0.03245	Biological Process	Dufourea	Canon Immune	0
GO:0002165	instar larval or pupal development	1537	2	0.33	122	0.0327	0.03271	Biological Process	Dufourea	Canon Immune	0
GO:0046777	protein autophosphorylation	161	1	0.03	124	0.0337	0.0337	Biological Process	Dufourea	Canon Immune	0
GO:0030100	regulation of endocytosis	162	1	0.03	125	0.0339	0.0339	Biological Process	Dufourea	Canon Immune	0
GO:0046620	regulation of organ growth	164	1	0.03	126	0.0343	0.03432	Biological Process	Dufourea	Canon Immune	0
GO:0043410	positive regulation of MAPK cascade	165	1	0.03	127	0.0345	0.03452	Biological Process	Dufourea	Canon Immune	0
GO:0006979	response to oxidative stress	166	1	0.04	128	0.0347	0.03473	Biological Process	Dufourea	Canon Immune	0
GO:0010035	response to inorganic substance	167	1	0.04	129	0.0349	0.03494	Biological Process	Dufourea	Canon Immune	0
GO:0009267	cellular response to starvation	175	1	0.04	131	0.0366	0.03659	Biological Process	Dufourea	Canon Immune	0
GO:0071900	regulation of protein serine/threonine k...	176	1	0.04	132	0.0368	0.0368	Biological Process	Dufourea	Canon Immune	0
GO:0031669	cellular response to nutrient levels	177	1	0.04	134	0.037	0.037	Biological Process	Dufourea	Canon Immune	0
GO:0031668	cellular response to extracellular stimu...	182	1	0.04	137	0.038	0.03803	Biological Process	Dufourea	Canon Immune	0
GO:0008587	imaginal disc-derived wing margin morpho...	190	1	0.04	141	0.0397	0.03968	Biological Process	Dufourea	Canon Immune	0
GO:0009791	post-embryonic development	1712	2	0.36	142	0.0402	0.04023	Biological Process	Dufourea	Canon Immune	0
GO:0033674	positive regulation of kinase activity	193	1	0.04	144	0.0403	0.0403	Biological Process	Dufourea	Canon Immune	0
GO:0045860	positive regulation of protein kinase ac...	193	1	0.04	145	0.0403	0.0403	Biological Process	Dufourea	Canon Immune	0
GO:0045471	response to ethanol	193	1	0.04	146	0.0403	0.0403	Biological Process	Dufourea	Canon Immune	0
GO:0010970	transport along microtubule	196	1	0.04	148	0.0409	0.04092	Biological Process	Dufourea	Canon Immune	0
GO:0001558	regulation of cell growth	196	1	0.04	150	0.0409	0.04092	Biological Process	Dufourea	Canon Immune	0
GO:0030705	cytoskeleton-dependent intracellular tra...	201	1	0.04	153	0.0419	0.04195	Biological Process	Dufourea	Canon Immune	0
GO:0099111	microtubule-based transport	201	1	0.04	154	0.0419	0.04195	Biological Process	Dufourea	Canon Immune	0
GO:0051347	positive regulation of transferase activ...	202	1	0.04	155	0.0422	0.04215	Biological Process	Dufourea	Canon Immune	0
GO:0046677	response to antibiotic	204	1	0.04	156	0.0426	0.04257	Biological Process	Dufourea	Canon Immune	0
GO:0035265	organ growth	206	1	0.04	157	0.043	0.04298	Biological Process	Dufourea	Canon Immune	0
GO:0071496	cellular response to external stimulus	212	1	0.04	160	0.0442	0.04421	Biological Process	Dufourea	Canon Immune	0
GO:0010506	regulation of autophagy	218	1	0.05	162	0.0454	0.04544	Biological Process	Dufourea	Canon Immune	0
GO:0006950	response to stress	1831	2	0.39	163	0.0457	0.04574	Biological Process	Dufourea	Canon Immune	0
GO:0022416	chaeta development	225	1	0.05	165	0.0469	0.04688	Biological Process	Dufourea	Canon Immune	0
GO:0004709	MAP kinase kinase kinase activity	10	1	0	1	0.0017	0.0017	Molecular Function	Dufourea	Canon Immune	1
GO:0004674	protein serine/threonine kinase activity	545	2	0.09	2	0.0456	0.0021	Molecular Function	Dufourea	Canon Immune	0
GO:0032182	ubiquitin-like protein binding	45	1	0.01	7	0.0076	0.0076	Molecular Function	Dufourea	Canon Immune	0
