Gene	AlnLength	Amel	Aflo	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
LOC409865	3591	38.21	38.35	42.66	42.86	50.24	45.34	41.69	44.95	48.84	41.49	45.14
LOC409866	1209	33.42	33.50	36.89	36.56	43.92	39.54	35.15	35.90	38.54	40.69	36.97
LOC409867	1317	33.49	34.47	41.15	40.55	49.13	44.57	38.42	41.08	42.60	44.95	38.80
LOC409870	939	34.40	34.29	36.53	36.00	44.41	39.83	32.80	36.21	43.77	41.11	36.32
LOC409872	1182	39.00	39.51	44.16	43.32	46.87	47.12	42.64	45.26	51.18	46.36	45.52
LOC409876	1428	48.60	47.97	52.52	53.15	53.78	57.98	52.94	53.29	58.47	56.02	54.62
LOC409877	624	34.62	34.94	39.90	40.54	45.99	41.51	37.02	39.74	45.67	43.27	39.90
LOC409880	1269	35.22	35.07	37.90	37.35	44.44	41.69	36.25	39.56	44.92	37.83	39.80
LOC409881	624	45.03	45.35	45.83	46.15	46.96	45.19	45.67	43.91	45.99	44.23	44.87
LOC409882	606	46.04	45.87	51.16	51.49	54.95	52.81	53.30	54.79	52.15	57.26	53.30
LOC409884	1524	39.76	38.98	45.28	45.34	40.88	46.00	45.73	45.21	45.41	52.76	44.49
LOC409886	939	34.29	34.50	36.42	36.53	39.40	38.55	36.74	36.74	38.66	36.95	36.42
LOC409887	1380	37.17	37.03	38.99	38.84	42.25	41.16	38.12	39.49	42.68	39.42	39.28
LOC409891	3009	34.03	34.53	37.99	37.75	42.74	40.64	36.79	37.59	41.58	36.49	38.09
LOC409894	939	33.44	33.65	36.74	36.85	45.15	39.19	34.82	34.50	41.21	36.21	37.38
LOC409897	3771	34.92	34.63	40.39	40.63	43.89	49.27	36.09	41.87	49.32	46.12	42.72
LOC409900	597	45.23	46.73	48.07	48.41	50.08	50.25	49.08	52.60	55.61	49.41	52.76
LOC409905	1041	43.61	44.76	45.63	45.44	49.86	49.66	52.26	48.51	47.84	45.53	47.74
LOC409908	690	39.71	40.58	46.38	46.23	49.57	51.01	43.91	46.38	49.28	48.26	46.52
LOC409909	834	35.13	35.73	35.25	35.49	38.49	39.21	36.81	37.89	42.69	36.69	44.24
LOC409910	576	38.54	38.89	41.67	41.32	45.14	45.14	42.53	43.58	45.31	40.45	43.92
LOC409911	1290	31.47	32.17	36.51	36.82	41.16	43.95	35.97	41.01	48.53	34.11	39.61
LOC409913	564	38.12	36.52	44.86	44.68	50.00	47.87	43.26	43.26	53.01	47.34	50.89
LOC409915	2814	39.34	39.02	42.08	42.04	48.72	45.06	41.22	42.29	43.64	42.00	42.89
LOC409918	3663	33.80	33.88	37.78	37.73	44.20	41.80	36.47	37.95	43.95	37.84	37.59
LOC409919	1479	46.04	46.32	47.67	47.40	50.44	50.51	42.19	48.07	53.41	52.20	48.21
LOC409920	432	38.43	39.12	39.81	38.89	41.20	40.74	38.66	39.81	42.82	37.73	40.28
LOC409921	1284	65.89	63.71	53.35	53.74	59.74	57.17	57.87	54.83	59.27	58.88	55.84
LOC409922	1017	33.24	33.82	37.36	36.68	40.41	36.38	35.69	33.53	40.71	38.74	36.58
LOC409924	1461	42.78	42.16	45.38	45.38	46.75	50.79	44.56	47.36	49.21	46.89	47.64
LOC409925	561	36.90	35.83	39.22	38.50	42.07	43.67	39.22	43.67	41.00	43.67	37.97
LOC409926	465	29.68	29.46	34.62	34.19	39.78	35.91	31.40	34.84	40.00	38.49	36.34
LOC409927	2382	39.59	39.76	44.71	44.75	51.13	48.36	42.74	46.73	51.68	47.06	46.39
LOC409928	1845	45.53	45.31	46.88	47.80	49.16	55.93	50.35	53.50	56.37	50.46	52.41
LOC409930	321	39.88	38.94	40.19	40.81	48.60	45.17	37.69	38.63	46.42	42.37	44.55
LOC409931	1029	49.08	48.79	50.73	50.44	52.28	52.87	54.32	52.09	54.42	51.70	48.40
LOC409932	1506	46.55	46.61	48.61	48.74	51.00	50.00	47.01	51.20	53.12	45.48	49.87
LOC409933	1512	46.96	46.49	46.76	46.63	48.68	47.82	46.49	46.89	47.49	47.69	47.29
LOC409934	669	36.62	36.62	38.86	38.27	43.20	37.37	36.77	38.27	36.62	37.67	37.07
LOC409937	3249	43.61	44.04	45.95	45.37	46.38	50.38	49.98	47.68	53.46	50.35	47.74
LOC409941	1887	34.92	35.24	37.73	37.94	42.08	40.54	35.08	37.15	47.54	42.29	37.36
LOC409942	2259	34.66	35.33	43.38	42.54	49.49	49.23	39.80	43.87	49.76	50.55	46.22
LOC409945	1497	30.53	30.73	34.80	34.80	45.62	39.48	32.93	35.74	42.02	35.40	35.34
LOC409949	1422	50.00	50.21	52.39	52.39	57.88	56.12	54.01	53.87	58.93	51.13	52.39
LOC409950	3396	41.99	41.17	43.73	43.05	51.38	52.86	42.02	43.76	50.18	40.08	44.43
LOC409951	423	33.33	33.33	32.86	33.57	40.19	38.30	33.33	34.75	38.30	34.75	33.57
LOC409953	3024	36.04	36.87	39.48	39.15	46.40	42.49	39.05	42.86	44.94	40.97	39.12
LOC409954	579	36.27	36.96	39.72	39.38	50.60	38.86	36.44	38.00	43.35	38.17	41.45
LOC409955	1188	34.26	34.01	35.69	35.77	44.28	35.69	34.18	35.44	48.32	36.78	36.20
LOC409956	174	57.47	57.47	56.90	56.90	57.47	60.92	58.05	56.90	60.34	56.90	55.17
LOC409959	807	35.07	34.94	36.31	37.05	43.87	37.17	37.17	37.67	38.04	36.31	36.80
LOC409961	1101	46.32	46.87	46.78	47.59	50.50	49.59	47.77	48.86	52.04	47.23	48.41
LOC409965	3513	38.77	38.71	40.91	40.99	43.47	47.00	40.59	41.65	50.24	40.91	42.36
LOC409969	1596	29.20	30.33	35.46	35.34	47.68	40.54	32.89	36.47	47.74	39.47	33.40
LOC409972	294	39.46	39.46	46.60	45.24	49.66	43.88	42.52	44.22	47.28	40.48	47.62
LOC409976	681	34.07	32.75	34.07	33.77	40.97	39.94	32.75	35.54	39.79	37.59	37.74
LOC409977	2484	30.48	30.60	33.37	33.37	39.65	38.33	31.52	33.57	36.63	32.53	32.85
LOC409978	621	31.08	30.92	33.49	33.66	38.33	35.27	33.66	32.21	42.51	40.10	35.27
LOC409979	1875	34.35	34.03	36.53	36.64	41.97	36.53	35.41	35.41	38.93	36.43	34.99
LOC409985	2883	37.22	37.67	39.85	39.61	45.40	43.01	39.16	42.94	49.81	40.20	41.83
LOC409986	2091	32.23	32.76	36.54	37.06	41.37	42.47	35.15	37.40	40.32	37.73	36.25
LOC409990	2592	37.15	37.08	41.51	40.93	51.43	48.23	39.58	46.06	52.62	42.44	41.63
LOC409991	1641	34.80	35.04	39.79	39.98	51.37	46.31	36.81	43.39	47.23	39.06	38.94
LOC409992	1245	38.07	39.36	41.53	40.88	54.46	51.33	38.55	47.87	51.97	41.69	41.85
LOC409993	4347	32.32	32.44	36.85	36.88	48.72	44.38	33.75	38.76	44.86	38.65	35.70
LOC409994	705	32.91	33.19	36.03	36.45	46.24	39.72	34.61	36.74	42.41	37.73	36.88
LOC409995	978	34.97	34.97	38.24	37.83	46.93	43.66	37.53	39.88	45.71	40.39	36.81
LOC410004	174	36.21	35.63	37.93	38.51	42.53	45.98	35.63	39.66	44.25	39.08	37.93
LOC410006	1608	46.58	47.33	45.40	45.34	49.50	53.23	50.12	49.38	51.43	55.29	46.70
LOC410007	1602	36.58	36.39	40.89	40.64	48.81	44.88	39.01	44.51	49.94	40.95	41.57
LOC410009	153	45.10	47.71	49.67	46.41	46.41	51.63	47.06	45.10	46.41	30.07	51.63
LOC410012	627	40.03	39.71	42.26	41.79	52.79	45.61	41.79	43.06	50.24	42.74	43.86
LOC410013	501	48.70	49.30	43.91	44.51	45.71	48.10	45.71	44.91	48.30	44.51	46.51
LOC410015	693	41.85	41.70	47.04	45.02	48.48	48.20	43.15	45.45	50.51	45.17	46.03
LOC410017	585	35.38	35.21	39.32	39.83	48.03	37.61	36.92	38.63	41.71	40.17	41.03
LOC410018	1653	38.05	37.45	42.89	42.77	55.11	47.67	41.38	50.82	53.90	44.40	46.64
LOC410022	1302	35.10	34.95	38.86	39.17	42.01	41.86	37.63	38.79	47.54	38.48	39.02
LOC410023	735	34.97	36.60	41.90	41.50	43.54	45.44	42.86	39.73	46.12	44.35	42.18
LOC410026	1104	34.33	34.69	37.32	36.96	48.55	42.84	36.41	39.40	43.84	36.23	38.59
LOC410030	933	37.30	37.30	39.34	39.01	47.80	42.98	37.94	40.30	44.59	39.23	39.87
LOC410033	390	37.95	37.44	37.44	38.46	41.03	38.72	38.21	37.18	40.77	36.92	39.74
LOC410035	2559	46.89	46.74	50.33	50.21	56.94	57.76	50.06	50.41	55.96	51.31	58.77
LOC410039	1248	34.38	34.29	37.26	36.78	39.74	40.46	37.66	38.06	44.55	37.98	38.94
LOC410040	741	41.16	40.62	43.72	43.59	46.56	44.67	43.18	42.65	46.02	42.24	43.05
LOC410041	2055	39.66	38.93	45.35	45.26	53.24	47.83	43.70	48.18	53.58	43.41	47.01
LOC410042	906	35.98	36.64	40.73	40.40	46.91	42.72	38.96	41.94	51.77	37.42	43.16
LOC410043	1401	35.55	35.90	39.54	39.54	51.82	38.54	37.90	40.33	40.76	37.76	40.76
LOC410044	1044	50.57	48.37	50.19	49.71	54.31	56.99	49.90	53.35	58.43	52.87	51.72
LOC410045	702	42.17	41.31	46.58	46.01	49.57	52.42	43.16	49.72	55.27	47.58	49.15
LOC410050	705	34.18	33.90	36.45	36.45	39.01	36.60	35.18	35.60	39.43	35.60	35.89
LOC410054	1491	38.43	38.83	41.31	40.85	44.06	44.47	40.04	43.13	48.63	41.11	39.44
LOC410055	930	33.01	32.69	35.38	35.16	42.37	36.13	34.19	34.19	39.14	35.59	33.87
LOC410056	2331	32.52	32.65	35.31	35.35	43.24	39.64	34.19	35.61	42.99	35.74	36.64
LOC410057	1026	32.36	33.43	35.38	35.58	35.77	38.21	32.94	34.89	38.30	33.63	35.58
LOC410058	426	46.71	46.24	45.77	46.71	50.23	46.01	48.12	46.71	50.94	46.01	48.36
LOC410059	1134	38.45	37.57	46.21	46.30	47.71	52.73	43.03	46.47	52.12	44.44	49.29
LOC410061	2775	37.41	37.51	44.76	44.18	47.60	50.95	40.00	48.22	51.71	47.71	50.23
LOC410067	2571	47.37	46.56	44.89	44.42	52.24	49.47	41.46	44.57	51.11	50.60	48.97
LOC410070	7326	28.12	28.27	32.19	32.41	40.36	33.37	31.55	35.82	36.39	30.00	32.62
LOC410071	921	28.66	28.01	32.79	33.01	43.21	34.42	32.90	32.68	38.11	30.73	32.90
LOC410072	933	35.58	35.48	37.83	37.30	40.94	39.76	37.62	36.66	41.26	39.01	38.59
LOC410073	1512	32.67	32.47	34.39	34.19	38.56	38.23	34.66	34.59	41.60	38.23	36.04
LOC410076	810	33.33	33.58	35.80	35.43	45.31	36.91	33.95	36.67	40.49	36.67	34.44
LOC410078	1410	46.24	46.24	50.50	50.85	52.41	48.23	51.77	47.16	45.46	44.18	51.28
LOC410079	330	34.55	34.85	35.45	35.76	37.27	35.45	36.67	36.06	39.39	39.39	34.85
LOC410080	723	35.41	34.44	37.34	38.45	43.29	40.25	39.56	37.90	42.19	38.45	38.31
LOC410085	603	44.78	44.61	46.77	46.93	50.75	48.92	46.27	47.26	48.76	47.26	45.94
LOC410087	525	33.33	31.81	37.52	37.71	44.38	40.19	37.52	38.48	45.90	37.14	42.10
LOC410091	1032	38.76	39.44	45.06	45.06	49.13	53.59	42.93	48.55	51.36	43.22	47.19
LOC410092	1149	42.56	41.86	44.21	44.39	45.95	51.52	43.34	45.52	51.52	45.43	48.65
LOC410093	459	33.33	33.33	36.82	35.73	40.74	39.22	34.86	39.43	40.74	37.69	39.00
LOC410094	582	34.19	34.71	34.54	34.54	36.60	35.05	35.05	35.91	36.94	35.22	35.40
LOC410095	747	35.61	34.67	38.69	37.88	42.17	41.50	36.28	39.22	45.92	38.55	36.81
LOC410096	1449	38.72	38.92	41.27	41.61	45.34	50.72	39.13	45.00	50.93	38.72	42.37
LOC410097	2922	30.05	30.42	33.47	33.47	43.05	38.98	32.96	36.45	44.05	32.48	35.97
LOC410098	1224	36.60	36.85	39.62	39.79	44.12	43.06	38.40	41.50	46.41	40.20	40.77
LOC410099	3351	33.12	33.63	38.17	38.14	45.99	43.48	35.39	39.39	44.97	38.62	36.53
LOC410100	2106	34.09	34.19	36.85	36.89	41.74	39.98	35.47	38.32	40.79	37.51	38.27
LOC410101	2352	41.07	43.28	41.75	41.50	46.81	45.75	42.18	42.56	46.85	41.62	43.75
LOC410102	690	35.94	36.09	38.55	38.84	39.57	40.87	36.52	38.99	45.36	37.25	37.68
LOC410105	1422	31.50	31.86	37.48	37.55	46.84	42.83	35.44	37.48	44.23	39.31	34.32
LOC410106	1917	32.92	33.18	38.65	38.81	49.61	43.87	35.99	39.49	43.77	42.88	34.69
LOC410107	1410	38.94	39.29	48.58	47.45	59.43	55.53	44.04	48.51	58.16	53.05	46.81
LOC410108	2376	36.11	36.03	40.40	40.40	53.41	46.51	38.68	43.86	51.35	50.88	46.09
LOC410114	1665	36.88	37.60	41.80	41.92	46.25	49.19	41.68	44.74	46.79	40.78	45.23
LOC410115	1251	34.21	34.93	36.61	36.77	43.96	40.37	36.85	39.25	42.61	37.73	37.65
LOC410116	1578	29.15	29.59	34.28	34.54	40.62	36.44	32.95	36.88	41.83	36.88	34.22
LOC410118	1689	29.66	31.02	33.33	32.92	39.31	34.93	31.79	33.04	37.18	34.16	32.74
LOC410119	2172	34.99	34.67	37.89	38.31	41.76	37.98	37.25	38.72	39.36	36.37	37.48
LOC410120	402	35.57	35.57	40.30	41.29	44.28	40.30	37.31	39.80	44.53	42.04	38.81
LOC410121	2664	29.99	29.73	34.83	34.65	40.88	38.03	32.02	34.31	41.93	32.32	33.52
LOC410122	909	34.87	35.09	39.60	40.04	47.19	41.58	39.38	38.61	46.31	39.16	43.12
LOC410128	609	33.17	33.00	35.96	35.96	36.62	35.30	34.81	36.12	38.59	34.81	36.62
LOC410129	981	37.31	37.00	38.74	38.23	42.30	40.37	37.51	38.02	43.83	38.43	38.43
LOC410130	534	30.52	29.59	33.90	32.77	36.14	34.27	30.90	33.90	41.57	32.40	31.09
LOC410132	1680	31.13	31.85	32.92	32.02	40.89	36.31	34.40	36.61	40.77	33.51	36.96
LOC410133	579	51.12	49.91	52.16	51.30	50.78	55.44	48.01	52.85	57.51	53.20	53.54
LOC410134	1212	38.61	39.52	41.50	41.17	43.40	42.57	40.51	40.43	41.42	40.26	39.19
LOC410136	3063	31.73	31.44	35.10	34.61	46.16	40.61	32.97	34.31	45.15	32.22	35.13
LOC410142	1026	34.21	34.60	37.52	37.33	45.13	42.01	35.58	38.01	42.69	34.80	37.62
LOC410144	1776	34.52	34.91	38.85	39.25	45.38	39.98	35.70	37.67	41.05	36.09	39.86
LOC410148	1407	41.65	40.51	41.93	41.86	46.06	36.46	40.44	39.09	40.94	39.09	43.99
LOC410151	1293	47.18	46.02	50.35	50.04	56.07	55.53	46.79	52.05	60.79	47.49	52.67
LOC410155	3	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67	66.67
LOC410157	522	44.06	46.55	51.53	51.53	54.79	57.47	51.15	52.49	58.24	53.07	51.15
LOC410158	1254	35.33	35.65	40.91	40.99	51.36	45.30	37.56	40.91	47.05	41.95	42.11
LOC410159	4437	43.05	42.60	45.39	45.26	53.93	51.03	44.40	45.64	50.08	44.38	47.44
LOC410162	534	28.65	28.84	31.84	31.84	40.64	35.77	32.21	33.15	36.89	32.21	32.96
LOC410166	834	41.37	41.37	45.92	45.20	51.20	49.64	44.84	47.36	46.88	44.48	44.00
LOC410169	1050	32.19	32.86	37.33	36.76	45.90	41.14	35.14	37.90	41.62	40.00	35.81
LOC410171	8442	37.82	37.95	42.02	41.90	48.98	47.84	40.20	43.80	52.18	41.39	42.67
LOC410172	1098	29.42	30.51	34.24	34.88	41.53	37.16	32.88	33.97	38.80	37.43	35.70
LOC410174	2919	38.54	39.05	42.93	42.55	50.70	52.66	42.14	46.35	55.50	44.71	48.48
LOC410175	1428	47.90	46.57	47.20	47.27	51.89	50.14	50.63	49.23	52.87	55.74	53.71
LOC410178	3276	49.60	44.02	41.58	41.33	48.44	43.28	41.88	45.21	43.80	41.94	43.32
LOC410183	4302	32.64	32.22	34.19	34.10	42.72	42.58	32.59	34.77	42.63	39.96	37.84
LOC410184	1536	36.85	37.04	38.80	38.48	45.90	41.99	37.83	39.00	43.68	41.73	41.02
LOC410188	771	39.95	40.34	43.32	43.84	47.99	45.40	42.02	42.28	48.51	44.88	44.49
LOC410189	1578	37.52	37.39	42.08	41.89	45.06	47.34	38.34	40.94	49.18	40.62	44.74
LOC410191	1857	37.59	37.26	38.83	38.66	47.07	41.52	38.23	39.74	45.34	38.18	42.65
LOC410194	852	30.16	29.81	32.39	32.28	41.08	36.15	31.46	33.92	37.79	31.57	34.62
LOC410195	1014	32.15	31.95	35.21	35.11	41.12	38.66	34.81	35.90	41.62	36.69	35.50
LOC410198	2271	30.69	30.25	35.14	35.67	44.12	41.66	33.86	36.50	51.12	36.64	36.06
LOC410200	564	29.26	30.32	35.64	35.28	41.49	40.96	33.69	34.93	42.02	34.75	37.41
LOC410201	2997	34.93	34.43	38.51	37.97	45.05	45.61	37.60	41.64	48.58	40.54	40.31
LOC410202	1200	52.58	53.00	49.92	49.17	53.08	54.42	50.58	54.92	54.75	45.67	49.00
LOC410205	1845	32.57	32.41	36.86	36.04	42.76	40.27	34.69	37.07	48.83	40.98	37.40
LOC410207	3015	35.02	34.86	38.71	39.04	45.94	46.07	37.78	43.38	51.44	38.77	43.05
LOC410208	1470	35.03	35.24	36.73	36.73	39.12	38.10	37.76	37.96	41.97	35.92	37.28
LOC410211	858	55.36	55.48	53.85	53.85	54.90	55.94	56.29	56.64	56.99	56.53	54.08
LOC410216	981	34.35	34.15	38.12	38.02	42.00	39.65	35.78	38.74	43.53	36.60	37.00
LOC410217	3546	32.12	32.04	35.45	35.19	39.34	38.24	35.84	37.87	41.54	34.88	36.29
LOC410218	555	30.99	31.17	33.33	33.33	34.95	34.41	33.33	34.23	38.38	33.69	33.33
LOC410219	1164	37.71	38.14	42.18	41.67	43.21	46.13	41.84	44.50	50.86	42.70	42.87
LOC410222	1050	64.10	63.71	60.10	59.90	64.67	59.52	61.90	57.43	65.05	61.05	62.95
LOC410223	744	28.63	28.09	34.27	34.41	36.02	35.48	33.33	33.20	40.46	33.60	32.93
LOC410225	1236	36.81	36.81	38.67	38.59	41.59	39.81	37.94	38.35	43.12	37.30	39.40
LOC410226	846	32.98	32.98	37.00	36.64	43.62	40.07	36.64	36.05	43.74	35.58	37.47
LOC410227	807	32.34	33.09	39.90	40.02	45.11	48.95	42.38	51.18	50.56	37.42	43.00
LOC410228	993	48.74	49.65	49.65	49.35	52.97	55.39	51.46	52.37	56.29	48.94	51.06
LOC410229	3174	54.95	54.66	51.39	51.32	55.01	54.38	54.41	53.72	57.66	52.61	54.38
LOC410231	3564	59.12	58.36	52.64	52.72	55.16	55.22	56.96	52.08	58.16	58.47	57.60
LOC410233	3594	51.75	51.31	48.19	48.08	48.44	51.34	51.53	50.22	53.28	51.06	52.17
LOC410234	1182	34.77	34.77	37.90	37.65	41.54	39.68	36.89	37.99	42.22	39.34	37.31
LOC410235	3513	62.45	61.40	53.83	53.69	59.29	56.85	58.30	55.34	59.83	59.24	58.72
LOC410238	687	28.82	29.26	33.33	33.77	35.81	35.23	32.61	33.04	36.83	33.62	32.46
LOC410239	2754	30.86	30.68	33.70	33.41	38.67	37.44	31.77	34.93	38.38	33.48	35.62
LOC410241	600	33.33	33.50	38.00	37.33	41.17	38.83	34.83	35.50	38.17	35.83	35.67
LOC410253	954	63.42	62.47	58.81	58.28	58.60	56.60	61.53	55.66	58.39	58.70	60.38
LOC410254	1116	50.36	47.94	47.85	47.67	47.76	53.94	54.12	47.13	51.52	44.98	54.12
LOC410255	1614	32.28	32.96	34.39	34.57	43.37	38.60	35.32	38.54	45.60	37.05	36.93
LOC410257	1047	34.29	33.62	38.68	38.87	46.42	40.97	37.34	38.30	48.52	37.54	39.92
LOC410259	528	61.93	64.96	59.28	58.33	62.50	63.45	62.88	59.09	63.83	64.39	61.55
LOC410264	1236	31.39	31.80	33.74	33.58	41.50	38.43	33.33	36.33	43.53	39.48	35.36
LOC410266	957	30.72	31.24	35.21	34.90	37.72	37.93	31.97	35.74	44.93	36.89	33.96
LOC410270	1728	56.54	56.54	53.82	53.70	57.58	58.10	56.08	55.84	58.97	59.32	59.26
LOC410271	1413	57.32	56.55	56.05	54.99	55.91	58.10	57.18	55.77	60.23	60.08	59.52
LOC410278	1362	52.72	50.95	52.20	51.76	52.35	53.82	51.76	52.28	57.64	56.46	53.89
LOC410280	645	39.53	38.45	41.40	41.24	47.60	44.03	40.31	41.40	47.91	47.13	45.27
LOC410283	549	37.34	36.79	40.80	40.80	44.08	40.44	41.89	41.89	48.27	46.81	46.99
LOC410286	1629	32.17	32.17	36.71	35.73	48.07	40.70	34.50	38.86	44.94	41.38	42.17
LOC410288	846	38.53	37.83	40.54	41.13	43.26	48.70	37.00	43.97	52.72	39.95	43.50
LOC410289	1659	30.08	30.14	33.82	34.00	38.16	37.25	33.57	35.14	37.85	33.88	35.50
LOC410290	1146	31.06	31.33	33.86	33.86	39.09	36.39	32.55	34.64	37.78	32.81	34.82
LOC410296	1455	43.44	42.54	42.47	42.89	47.08	51.82	43.64	45.22	46.67	40.69	47.35
LOC410297	708	33.19	33.19	35.88	35.73	39.41	36.72	35.03	34.46	39.97	34.75	37.71
LOC410301	4113	29.52	29.49	33.58	33.50	42.28	39.48	33.14	35.86	45.15	36.06	36.25
LOC410305	474	33.12	33.12	35.65	36.29	41.77	37.97	33.76	36.92	40.72	35.86	37.13
LOC410306	540	35.37	35.93	39.44	39.26	43.89	40.74	39.07	38.70	43.15	38.70	41.30
LOC410307	3231	41.75	41.07	43.70	43.39	47.73	45.78	44.29	44.26	48.53	44.44	46.83
LOC410315	1812	36.20	36.20	39.79	39.90	43.54	40.84	39.40	40.73	45.25	39.35	41.72
LOC410319	5952	35.11	35.27	38.04	37.99	44.34	43.11	38.93	39.82	46.93	35.33	48.54
LOC410320	30	63.33	60.00	60.00	60.00	60.00	70.00	66.67	56.67	66.67	66.67	60.00
LOC410322	2151	57.55	56.62	52.95	52.86	55.23	57.55	54.39	54.53	56.44	55.70	56.07
LOC410324	2082	36.07	35.64	42.07	41.50	48.03	49.42	39.19	41.98	48.85	39.67	49.42
LOC410325	2292	29.89	30.32	35.51	35.43	43.02	39.31	33.81	35.51	41.97	34.82	39.40
LOC410326	1059	39.66	40.04	44.66	44.57	54.49	55.15	43.25	47.59	55.62	45.14	52.03
LOC410328	2022	34.47	34.17	36.50	36.80	39.86	40.70	36.65	38.38	42.73	36.94	38.82
LOC410330	1326	33.86	34.09	37.56	37.41	41.25	40.12	36.05	37.10	42.38	37.03	37.25
LOC410332	2325	58.24	56.56	51.27	50.92	53.81	55.35	51.74	52.43	54.19	56.30	55.40
LOC410334	1761	54.74	53.95	46.73	46.51	51.16	52.75	54.97	50.31	52.64	52.98	52.41
LOC410336	2052	59.16	58.63	52.97	52.97	53.90	56.24	59.16	55.36	58.77	55.75	56.53
LOC410337	1533	55.06	54.08	44.81	45.08	48.92	52.90	51.53	48.73	53.10	48.08	44.81
LOC410338	1068	32.77	32.68	36.52	36.80	40.36	41.10	34.46	37.92	42.51	35.30	38.58
LOC410339	870	25.98	26.67	32.18	31.49	38.28	32.53	29.54	33.33	37.01	30.34	31.38
LOC410340	1287	34.34	34.42	41.26	41.03	44.52	41.65	38.15	40.09	49.34	37.22	38.15
LOC410341	963	59.92	60.44	52.54	52.65	55.24	56.80	56.18	50.67	58.36	54.52	55.45
LOC410343	915	34.43	34.21	37.70	37.38	42.95	41.64	36.72	38.47	45.25	36.72	38.80
LOC410344	222	25.68	25.23	28.38	28.38	34.23	33.33	29.73	31.08	37.39	33.78	34.23
LOC410345	2748	33.22	33.22	36.46	36.50	41.70	40.79	35.12	39.01	43.52	36.10	36.54
LOC410347	645	58.91	57.98	51.32	48.84	52.71	59.38	57.83	51.16	58.76	51.78	55.50
LOC410348	2337	40.09	39.62	42.62	42.53	44.42	47.07	41.16	44.16	51.52	42.40	45.66
LOC410349	159	30.82	31.45	37.11	37.74	40.25	35.85	32.08	41.51	38.99	39.62	35.85
LOC410350	1104	34.15	33.97	37.50	36.68	38.77	37.95	34.96	38.41	44.84	37.32	38.50
LOC410352	4311	36.00	35.17	38.85	38.58	41.68	42.50	38.00	40.41	47.55	38.44	40.25
LOC410353	684	54.53	53.65	53.51	53.36	53.95	52.63	52.78	52.19	53.36	54.53	53.80
LOC410354	1278	38.03	37.95	41.24	40.77	44.76	42.72	39.12	39.98	45.85	42.25	41.16
LOC410355	975	30.87	30.97	33.85	33.54	36.21	33.95	32.31	33.03	40.21	34.46	33.85
LOC410357	1524	33.53	33.40	35.10	34.65	41.73	37.53	33.40	34.32	39.57	33.86	35.43
LOC410363	4494	52.63	52.78	44.33	44.37	48.00	47.91	54.41	49.00	51.16	52.34	48.82
LOC410368	5073	54.56	53.50	44.04	43.66	50.07	49.52	51.49	48.95	50.74	49.44	49.42
LOC410370	462	37.23	37.23	48.27	48.92	52.38	48.92	49.78	49.57	49.78	44.16	45.45
LOC410371	2997	53.45	51.28	48.75	48.72	53.55	49.35	48.15	50.58	50.88	46.48	48.75
LOC410373	771	50.06	49.81	50.45	50.71	54.09	51.62	46.56	50.06	47.60	47.86	48.38
LOC410375	1473	52.21	51.73	47.45	48.27	56.89	50.98	52.41	50.71	55.60	52.34	48.27
LOC410376	588	30.95	31.63	35.88	34.52	45.92	36.90	32.82	33.50	37.41	36.05	31.46
LOC410379	2382	57.81	56.59	50.97	50.67	53.61	49.20	52.77	53.53	53.36	57.22	51.68
LOC410380	2172	41.21	39.59	44.94	44.84	45.26	45.67	47.51	47.61	48.94	48.71	45.07
LOC410381	1071	40.99	41.27	46.78	45.75	48.65	46.03	46.31	45.85	46.03	49.49	43.14
LOC410383	2211	41.75	41.66	43.01	43.15	46.68	42.56	42.15	43.28	45.36	43.10	44.10
LOC410385	1119	39.23	39.77	43.43	42.54	55.14	42.45	41.29	42.54	45.22	42.81	42.27
LOC410386	3213	51.17	51.35	48.58	48.37	50.26	52.85	53.03	50.08	49.95	51.35	47.25
LOC410387	1047	29.23	29.61	33.05	33.43	42.12	32.28	31.14	33.72	35.72	32.76	32.38
LOC410388	318	33.02	35.85	36.16	35.53	43.71	37.74	33.65	36.16	37.11	33.65	36.16
LOC410390	2097	35.62	35.91	37.43	37.43	41.30	39.15	37.86	38.67	41.82	37.91	37.63
LOC410394	780	36.67	36.28	36.92	36.67	40.13	38.46	36.41	37.56	38.21	37.18	38.46
LOC410395	486	33.74	34.16	34.98	34.77	37.86	36.83	34.77	36.21	38.68	37.24	35.60
LOC410398	1611	49.84	48.67	48.98	48.29	52.33	52.95	50.96	50.59	51.83	52.64	50.34
LOC410403	681	31.86	32.16	35.39	35.10	36.71	35.68	33.33	37.89	38.47	36.12	38.03
LOC410405	1533	54.73	54.47	50.10	50.23	54.08	49.90	47.62	50.03	52.38	54.53	52.90
LOC410408	2994	49.33	46.83	44.96	44.86	45.72	50.73	46.69	49.90	54.01	43.99	49.20
LOC410410	1761	30.83	31.29	33.67	33.96	35.04	36.85	35.72	37.59	42.42	33.56	35.78
LOC410414	2937	42.49	40.96	46.48	46.61	46.92	46.61	46.88	45.05	53.08	48.69	45.25
LOC410420	600	32.83	32.83	36.33	36.33	35.50	38.67	36.17	37.17	48.17	34.50	37.83
