Gene	dN/dS
LOC726694	  0.10348
LOC726695	  0.16115
LOC726696	  0.19998
LOC726697	  0.11699
LOC726699	  0.05343
LOC726706	  0.04455
LOC726711	  0.10321
LOC726713	  0.08241
LOC726718	  0.07251
LOC726722	  0.21017
LOC726727	  0.04992
LOC726728	  0.05963
LOC726729	  0.07172
LOC726731	  0.20874
LOC726733	  0.01157
LOC726735	  0.07047
LOC726736	  0.05316
LOC726743	  0.03029
LOC726745	  0.13731
LOC726746	  0.32793
LOC726757	  0.13406
LOC726778	  0.01667
LOC726780	  0.13091
LOC726786	  0.09621
LOC726788	  0.10320
LOC726790	  0.10976
LOC726804	  0.02339
LOC726814	  0.09278
LOC726816	  0.01303
LOC726817	  0.13572
LOC726819	  0.13372
LOC726824	  0.07872
LOC726825	  0.11133
LOC726828	  0.14706
LOC726829	  0.07543
LOC726841	  0.19118
LOC726842	  0.04090
LOC726853	  0.11140
LOC726860	  0.14633
LOC726864	  0.15219
LOC726867	  0.08733
LOC726871	  0.05967
LOC726874	  0.21081
LOC726883	  0.06655
LOC726895	  0.21816
LOC726903	  0.08126
LOC726904	  0.07522
LOC726906	  0.12968
LOC726908	  0.07502
LOC726914	  0.11061
LOC726918	  0.08808
LOC726922	  0.11300
LOC726925	  0.13364
LOC726941	  0.14367
LOC726949	  0.07482
LOC726952	  0.06570
LOC726957	  0.08503
LOC726962	  0.02290
LOC726972	  0.04196
LOC726978	  0.07334
LOC726979	  0.21793
LOC726987	  0.03143
LOC726989	  0.14330
LOC726993	  0.00525
LOC727001	  0.12994
LOC727007	  0.13358
LOC727008	  0.00948
LOC727010	  0.09611
LOC727014	  0.19332
LOC727019	  0.14485
LOC727023	  0.03162
LOC727030	  0.06063
LOC727031	  0.04721
LOC727035	  0.08376
LOC727050	  0.12586
LOC727071	  0.12040
LOC727074	  0.04631
LOC727079	  0.10763
LOC727088	  0.02324
LOC727091	  0.04342
LOC727121	  0.03811
LOC727130	  0.12192
LOC727140	  0.07194
LOC727150	  0.09624
LOC727156	  0.06589
LOC727165	  0.35158
LOC727174	  0.09443
LOC727180	  0.12096
LOC727192	  0.10263
LOC727199	  0.14018
LOC727205	  0.10993
LOC727210	  0.10807
LOC727222	  0.11925
LOC727236	  0.04390
LOC727239	  0.33318
LOC727246	  0.06758
LOC727249	  0.16469
LOC727254	  0.20698
LOC727257	  0.12432
LOC727260	  0.17236
LOC727261	  0.08616
LOC727263	  0.05683
LOC727266	  0.06225
LOC727267	  0.06180
LOC727269	  0.03453
LOC727272	  0.09975
LOC727275	  0.02184
LOC727277	  0.16453
LOC727284	  0.08555
LOC727285	  0.08380
LOC727287	  0.09254
LOC727290	  0.15052
LOC727293	  0.10875
LOC727294	  0.03066
LOC727298	  0.04564
LOC727306	  0.06316
LOC727310	  0.10979
LOC727312	  0.02415
LOC727332	  0.00159
LOC727335	  0.04951
LOC727350	  0.10483
LOC727354	  0.13159
LOC727398	  0.19017
LOC727424	  0.15076
LOC727432	  0.10292
LOC727447	  0.17892
LOC727450	  0.20140
LOC727455	  0.05113
LOC727460	  0.07528
LOC727473	  0.04983
LOC727483	  0.11342
LOC727486	  0.13213
LOC727490	  0.17110
LOC727497	  0.09319
LOC727501	  0.04161
LOC727505	  0.14020
LOC727515	  0.17629
LOC727520	  0.15088
LOC727528	  0.03198
LOC727534	  0.11265
LOC727538	  0.17992
LOC727552	  0.05738
LOC727578	  0.11006
LOC727596	  0.05380
LOC727612	  0.07992
LOC727639	  0.07729
LOC727649	  0.18957
LOC727650	  0.17386
Lop1	  0.09608
Lop2	  0.05727
MARCH6	  0.04777
Metrn	  0.11038
Mir3731	  0.02361
Mir928	  0.02268
nAChRa4	  0.02369
nanos	  0.09402
NLG-4	  0.03405
NPF	  0.30788
Obp13	  0.26295
Obp1	  0.17780
Obp2	  0.16307
Or2	  0.09784
osp	  0.03992
otd2	  0.04725
PDHB	  0.03592
Per	  0.12943
pHCl	  0.02573
Pkc	  0.01560
PRF	  0.09576
Psq	  0.02884
RCC1	  0.06657
Reck	  0.08650
Ripk5	  0.08284
ROCK2	  0.02228
Rpn1	  0.06310
Rps14	  0.00010
Rps8	  0.01357
sGC-alpha1	  0.12437
sGCbeta-3	  0.04560
SIFR	  0.01267
Slc35b1	  0.10905
Sod1	  0.10215
Stg-1	  0.07764
Stip	  0.03281
Syt20	  0.15704
Tbh	  0.08750
Tg	  0.09041
Tk	  0.21113
TpnCI	  0.01462
Tpx-4	  0.05678
Tret1	  0.09951
TyHyd	  0.03785
Ube2g1	  0.03769
Ubx	  0.02675
uzip	  0.18237
Wat	  0.22516
WRNexo	  0.10251
Y-f	  0.15858
CPR5	  0.13480
Fem	  0.17983
IF-2mt	  0.21497
LOC100576120	  0.10152
LOC100576128	  0.17903
LOC100576274	  0.10825
LOC100576293	  0.06078
LOC100576855	  0.12460
LOC100576953	  0.15886
LOC100576967	  0.00468
LOC100577213	  0.07929
LOC100577675	  0.08150
LOC100577758	  0.08250
LOC100577769	  0.10857
LOC100577958	  0.13981
LOC100578006	  0.11564
LOC100578382	  0.29818
LOC100578709	  0.12387
LOC100578826	  0.01976
LOC100578984	  0.03447
LOC102654465	  0.23417
LOC102654866	  0.04004
LOC102655141	  0.12485
LOC102655950	  0.16140
LOC102656006	  0.05829
LOC102656583	  0.26243
LOC107963988	  0.06139
LOC107964213	  0.02644
LOC113218524	  0.13091
LOC113218532	  0.02029
LOC113218566	  0.09514
LOC113218626	  0.09433
LOC408320	  0.35176
LOC408875	  0.42134
LOC408949	  0.03086
LOC409061	  0.05567
LOC409110	  0.06639
LOC409158	  0.01239
LOC409160	  0.09094
LOC409168	  0.04559
LOC409192	  0.07987
LOC409282	  0.08869
LOC409335	  0.21803
LOC409454	  0.02358
LOC409578	  0.03776
LOC409950	  0.11976
LOC409993	  0.14494
LOC410017	  0.02828
LOC410080	  0.07495
LOC410114	  0.07188
LOC410134	  0.12589
LOC410191	  0.02030
LOC410227	  0.16521
LOC410233	  0.08688
LOC410499	  0.05177
LOC410505	  0.01088
LOC410517	  0.05260
LOC410710	  0.16669
LOC410744	  0.03282
LOC410801	  0.10506
LOC410825	  0.14074
LOC410949	  0.04164
LOC410986	  0.09341
LOC411253	  0.16675
LOC411351	  0.11151
LOC411700	  0.03126
LOC411711	  0.03687
LOC411754	  0.01159
LOC411765	  0.03351
LOC411837	  0.04647
LOC411854	  0.11648
LOC411891	  0.05990
LOC412220	  0.11408
LOC412231	  0.12818
LOC412299	  0.10378
LOC412516	  0.05434
LOC412661	  0.03663
LOC412741	  0.07383
LOC412817	  0.11107
LOC412907	  0.03191
LOC412916	  0.02788
LOC413462	  0.07327
LOC413577	  0.06726
LOC413670	  0.02159
LOC413674	  0.10299
LOC413702	  0.09029
LOC413724	  0.21489
LOC413728	  0.05563
LOC413738	  0.04849
LOC413792	  0.07528
LOC413874	  0.16197
LOC414038	  0.14815
LOC550684	  0.04800
LOC550685	  0.06687
LOC550726	  0.02470
LOC550973	  0.00481
LOC551078	  0.08341
LOC551254	  0.04436
LOC551280	  0.06750
LOC551302	  0.10136
LOC551579	  0.03201
LOC551584	  0.23122
LOC551659	  0.06443
LOC551690	  0.07773
LOC551703	  0.08939
LOC551771	  0.03641
LOC551856	  0.17801
LOC551938	  0.08974
LOC551993	  0.13154
LOC552015	  0.05278
LOC552065	  0.03145
LOC552253	  0.05445
LOC552306	  0.09033
LOC552316	  0.03535
LOC552334	  0.00152
LOC552534	  0.10971
LOC552632	  0.03893
LOC552652	  0.04079
LOC552811	  0.21738
LOC552816	  0.05611
LOC552841	  0.03832
LOC724142	  0.02959
LOC724195	  0.17882
LOC724208	  0.23802
LOC724212	  0.11939
LOC724214	  0.07666
LOC724240	  0.11587
LOC724285	  0.15475
LOC724300	  0.14729
LOC724429	  0.09280
LOC724516	  0.21981
LOC724571	  0.02895
LOC724701	  0.08007
LOC724859	  0.05741
LOC724973	  0.07078
LOC725058	  0.12032
LOC725091	  0.17006
LOC725337	  0.09904
LOC725455	  0.17826
LOC725473	  0.08917
LOC725489	  0.30020
LOC725577	  0.04625
LOC725591	  0.04801
LOC725647	  0.03109
LOC725813	  0.02679
LOC725830	  0.07213
LOC725854	  0.21792
LOC725925	  0.13876
LOC725960	  0.18071
LOC726071	  0.10455
LOC726085	  0.05595
LOC726093	  0.02687
LOC726110	  0.10077
LOC726120	  0.20655
LOC726128	  0.07050
LOC726130	  0.09400
LOC726379	  0.10360
LOC726478	  0.08808
LOC726501	  0.08039
LOC726513	  0.02209
LOC726590	  0.13728
LOC726647	  0.11037
LOC726668	  0.20010
LOC726756	  0.03745
LOC726759	  0.05767
LOC726770	  0.03195
LOC726801	  0.05976
LOC726815	  0.11491
LOC726833	  0.06984
LOC726935	  0.07407
LOC727228	  0.08702
LOC727300	  0.14029
LOC727311	  0.02841
Nedd9	  0.05710
Nmdar1	  0.06588
Tsf1	  0.12914
LOC102656442	  0.00010
LOC409219	  0.09015
LOC409362	  0.03509
LOC409366	  0.14844
LOC409872	  0.07205
LOC409953	  0.13549
LOC410442	  0.11906
LOC411410	  0.07364
LOC411991	  0.02415
LOC412596	  0.07135
LOC412663	  0.06739
LOC412778	  0.06558
LOC550824	  0.06983
LOC551870	  0.01635
LOC552234	  0.03656
LOC552733	  0.04763
LOC724319	 999.00000
LOC724415	  0.11101
LOC727418	  0.19205
